Area,Year,Age,Education,ISOCode,Distribution
Indonesia,1970,20--64,No Education,360,40.7
Indonesia,1975,20--64,No Education,360,34.5
Indonesia,1980,20--64,No Education,360,28.6
Indonesia,1985,20--64,No Education,360,23.5
Indonesia,1990,20--64,No Education,360,18.9
Indonesia,1995,20--64,No Education,360,14.7
Indonesia,2000,20--64,No Education,360,11.2
Indonesia,2005,20--64,No Education,360,8.4
Indonesia,2010,20--64,No Education,360,6.3
Indonesia,2015,20--64,No Education,360,4.8
Iran (Islamic Republic of),1970,20--64,No Education,364,72.2
Iran (Islamic Republic of),1975,20--64,No Education,364,63.7
Iran (Islamic Republic of),1980,20--64,No Education,364,54.8
Iran (Islamic Republic of),1985,20--64,No Education,364,46.4
Iran (Islamic Republic of),1990,20--64,No Education,364,37.9
Iran (Islamic Republic of),1995,20--64,No Education,364,30.1
Iran (Islamic Republic of),2000,20--64,No Education,364,22.7
Iran (Islamic Republic of),2005,20--64,No Education,364,16.6
Iran (Islamic Republic of),2010,20--64,No Education,364,12.7
Iran (Islamic Republic of),2015,20--64,No Education,364,9.9
Iraq,1970,20--64,No Education,368,73.9
Iraq,1975,20--64,No Education,368,64.9
Iraq,1980,20--64,No Education,368,56.1
Iraq,1985,20--64,No Education,368,47.3
Iraq,1990,20--64,No Education,368,37.6
Iraq,1995,20--64,No Education,368,29.1
Iraq,2000,20--64,No Education,368,23.1
Iraq,2005,20--64,No Education,368,19.1
Iraq,2010,20--64,No Education,368,16.2
Iraq,2015,20--64,No Education,368,12.5
Ireland,1970,20--64,No Education,372,0
Ireland,1975,20--64,No Education,372,0
Ireland,1980,20--64,No Education,372,0
Ireland,1985,20--64,No Education,372,0
Ireland,1990,20--64,No Education,372,0
Ireland,1995,20--64,No Education,372,0
Ireland,2000,20--64,No Education,372,0
Ireland,2005,20--64,No Education,372,0
Ireland,2010,20--64,No Education,372,0
Ireland,2015,20--64,No Education,372,0
Israel,1970,20--64,No Education,376,15.1
Israel,1975,20--64,No Education,376,12.1
Israel,1980,20--64,No Education,376,9.8
Israel,1985,20--64,No Education,376,7.8
Israel,1990,20--64,No Education,376,5.8
Israel,1995,20--64,No Education,376,4.2
Israel,2000,20--64,No Education,376,2.9
Israel,2005,20--64,No Education,376,1.9
Israel,2010,20--64,No Education,376,1.5
Israel,2015,20--64,No Education,376,1.1
Italy,1970,20--64,No Education,380,4.5
Italy,1975,20--64,No Education,380,3.4
Italy,1980,20--64,No Education,380,2.6
Italy,1985,20--64,No Education,380,2
Italy,1990,20--64,No Education,380,1.4
Italy,1995,20--64,No Education,380,1
Italy,2000,20--64,No Education,380,0.7
Italy,2005,20--64,No Education,380,0.5
Italy,2010,20--64,No Education,380,0.4
Italy,2015,20--64,No Education,380,0.4
Jamaica,1970,20--64,No Education,388,3.1
Jamaica,1975,20--64,No Education,388,2.5
Jamaica,1980,20--64,No Education,388,1.8
Jamaica,1985,20--64,No Education,388,1.4
Jamaica,1990,20--64,No Education,388,1.1
Jamaica,1995,20--64,No Education,388,0.9
Jamaica,2000,20--64,No Education,388,0.7
Jamaica,2005,20--64,No Education,388,0.6
Jamaica,2010,20--64,No Education,388,0.5
Jamaica,2015,20--64,No Education,388,0.4
Japan,1970,20--64,No Education,392,0.4
Japan,1975,20--64,No Education,392,0.3
Japan,1980,20--64,No Education,392,0.2
Japan,1985,20--64,No Education,392,0.2
Japan,1990,20--64,No Education,392,0.1
Japan,1995,20--64,No Education,392,0.1
Japan,2000,20--64,No Education,392,0.1
Japan,2005,20--64,No Education,392,0.1
Japan,2010,20--64,No Education,392,0.1
Japan,2015,20--64,No Education,392,0.1
Jordan,1970,20--64,No Education,400,48.2
Jordan,1975,20--64,No Education,400,39.4
Jordan,1980,20--64,No Education,400,32
Jordan,1985,20--64,No Education,400,24.2
Jordan,1990,20--64,No Education,400,18.6
Jordan,1995,20--64,No Education,400,14.1
Jordan,2000,20--64,No Education,400,11.6
Jordan,2005,20--64,No Education,400,10.3
Jordan,2010,20--64,No Education,400,9.5
Jordan,2015,20--64,No Education,400,8.5
Kazakhstan,1970,20--64,No Education,398,3.1
Kazakhstan,1975,20--64,No Education,398,2.1
Kazakhstan,1980,20--64,No Education,398,1.4
Kazakhstan,1985,20--64,No Education,398,1
Kazakhstan,1990,20--64,No Education,398,0.7
Kazakhstan,1995,20--64,No Education,398,0.4
Kazakhstan,2000,20--64,No Education,398,0.3
Kazakhstan,2005,20--64,No Education,398,0.2
Kazakhstan,2010,20--64,No Education,398,0.2
Kazakhstan,2015,20--64,No Education,398,0.2
Kenya,1970,20--64,No Education,404,59.5
Kenya,1975,20--64,No Education,404,51.9
Kenya,1980,20--64,No Education,404,44.6
Kenya,1985,20--64,No Education,404,37.6
Kenya,1990,20--64,No Education,404,31.5
Kenya,1995,20--64,No Education,404,26
Kenya,2000,20--64,No Education,404,21.5
Kenya,2005,20--64,No Education,404,17.9
Kenya,2010,20--64,No Education,404,15.4
Kenya,2015,20--64,No Education,404,12.3
Kiribati,1970,20--64,No Education,296,41.9
Kiribati,1975,20--64,No Education,296,36.2
Kiribati,1980,20--64,No Education,296,30.8
Kiribati,1985,20--64,No Education,296,24.7
Kiribati,1990,20--64,No Education,296,20.2
Kiribati,1995,20--64,No Education,296,16.9
Kiribati,2000,20--64,No Education,296,14.3
Kiribati,2005,20--64,No Education,296,11.7
Kiribati,2010,20--64,No Education,296,9.5
Kiribati,2015,20--64,No Education,296,8
Kuwait,1970,20--64,No Education,414,45
Kuwait,1975,20--64,No Education,414,42.4
Kuwait,1980,20--64,No Education,414,32.6
Kuwait,1985,20--64,No Education,414,25
Kuwait,1990,20--64,No Education,414,20.1
Kuwait,1995,20--64,No Education,414,13.2
Kuwait,2000,20--64,No Education,414,9.3
Kuwait,2005,20--64,No Education,414,6.4
Kuwait,2010,20--64,No Education,414,4.2
Kuwait,2015,20--64,No Education,414,3.4
Kyrgyzstan,1970,20--64,No Education,417,12.8
Kyrgyzstan,1975,20--64,No Education,417,8.6
Kyrgyzstan,1980,20--64,No Education,417,5.5
Kyrgyzstan,1985,20--64,No Education,417,3.7
Kyrgyzstan,1990,20--64,No Education,417,2.4
Kyrgyzstan,1995,20--64,No Education,417,1.2
Kyrgyzstan,2000,20--64,No Education,417,0.6
Kyrgyzstan,2005,20--64,No Education,417,0.3
Kyrgyzstan,2010,20--64,No Education,417,0.2
Kyrgyzstan,2015,20--64,No Education,417,0.2
Lao People's Democratic Republic,1970,20--64,No Education,418,62.7
Lao People's Democratic Republic,1975,20--64,No Education,418,56.8
Lao People's Democratic Republic,1980,20--64,No Education,418,50.9
Lao People's Democratic Republic,1985,20--64,No Education,418,44.1
Lao People's Democratic Republic,1990,20--64,No Education,418,38.3
Lao People's Democratic Republic,1995,20--64,No Education,418,34.1
Lao People's Democratic Republic,2000,20--64,No Education,418,30.8
Lao People's Democratic Republic,2005,20--64,No Education,418,26.9
Lao People's Democratic Republic,2010,20--64,No Education,418,22.6
Lao People's Democratic Republic,2015,20--64,No Education,418,19.3
Latvia,1970,20--64,No Education,428,0.1
Latvia,1975,20--64,No Education,428,0.1
Latvia,1980,20--64,No Education,428,0.1
Latvia,1985,20--64,No Education,428,0.1
Latvia,1990,20--64,No Education,428,0.1
Latvia,1995,20--64,No Education,428,0.1
Latvia,2000,20--64,No Education,428,0.1
Latvia,2005,20--64,No Education,428,0.1
Latvia,2010,20--64,No Education,428,0.1
Latvia,2015,20--64,No Education,428,0.1
Lebanon,1970,20--64,No Education,422,43.5
Lebanon,1975,20--64,No Education,422,34.9
Lebanon,1980,20--64,No Education,422,28.2
Lebanon,1985,20--64,No Education,422,23
Lebanon,1990,20--64,No Education,422,18.3
Lebanon,1995,20--64,No Education,422,13.2
Lebanon,2000,20--64,No Education,422,9.6
Lebanon,2005,20--64,No Education,422,6.9
Lebanon,2010,20--64,No Education,422,5
Lebanon,2015,20--64,No Education,422,3.4
Lesotho,1970,20--64,No Education,426,32.2
Lesotho,1975,20--64,No Education,426,29
Lesotho,1980,20--64,No Education,426,26.4
Lesotho,1985,20--64,No Education,426,23.9
Lesotho,1990,20--64,No Education,426,21
Lesotho,1995,20--64,No Education,426,18.1
Lesotho,2000,20--64,No Education,426,15.6
Lesotho,2005,20--64,No Education,426,13.4
Lesotho,2010,20--64,No Education,426,10.7
Lesotho,2015,20--64,No Education,426,8.4
Liberia,1970,20--64,No Education,430,86.4
Liberia,1975,20--64,No Education,430,83.1
Liberia,1980,20--64,No Education,430,78.9
Liberia,1985,20--64,No Education,430,74.4
Liberia,1990,20--64,No Education,430,69.7
Liberia,1995,20--64,No Education,430,65.1
Liberia,2000,20--64,No Education,430,60.7
Liberia,2005,20--64,No Education,430,56.4
Liberia,2010,20--64,No Education,430,51.7
Liberia,2015,20--64,No Education,430,46.1
Libyan Arab Jamahiriya,2015,20--64,No Education,434,24.7
Lithuania,1970,20--64,No Education,440,4.7
Lithuania,1975,20--64,No Education,440,3.2
Lithuania,1980,20--64,No Education,440,2.2
Lithuania,1985,20--64,No Education,440,1.6
Lithuania,1990,20--64,No Education,440,1.1
Lithuania,1995,20--64,No Education,440,0.7
Lithuania,2000,20--64,No Education,440,0.4
Lithuania,2005,20--64,No Education,440,0.3
Lithuania,2010,20--64,No Education,440,0.3
Lithuania,2015,20--64,No Education,440,0.3
Luxembourg,1970,20--64,No Education,442,0
Luxembourg,1975,20--64,No Education,442,0
Luxembourg,1980,20--64,No Education,442,0
Luxembourg,1985,20--64,No Education,442,0
Luxembourg,1990,20--64,No Education,442,0
Luxembourg,1995,20--64,No Education,442,0
Luxembourg,2000,20--64,No Education,442,0
Luxembourg,2005,20--64,No Education,442,0
Luxembourg,2010,20--64,No Education,442,0
Luxembourg,2015,20--64,No Education,442,0
Macao Special Administrative Region of China,1970,20--64,No Education,446,32
Macao Special Administrative Region of China,1975,20--64,No Education,446,23.1
Macao Special Administrative Region of China,1980,20--64,No Education,446,17.2
Macao Special Administrative Region of China,1985,20--64,No Education,446,11.1
Macao Special Administrative Region of China,1990,20--64,No Education,446,7.2
Macao Special Administrative Region of China,1995,20--64,No Education,446,4.5
Macao Special Administrative Region of China,2000,20--64,No Education,446,3.1
Macao Special Administrative Region of China,2005,20--64,No Education,446,2.2
Macao Special Administrative Region of China,2010,20--64,No Education,446,1.5
Macao Special Administrative Region of China,2015,20--64,No Education,446,1
Madagascar,1970,20--64,No Education,450,54.8
Madagascar,1975,20--64,No Education,450,49.1
Madagascar,1980,20--64,No Education,450,43.6
Madagascar,1985,20--64,No Education,450,38.5
Madagascar,1990,20--64,No Education,450,33.3
Madagascar,1995,20--64,No Education,450,28.7
Madagascar,2000,20--64,No Education,450,25.6
Madagascar,2005,20--64,No Education,450,23.9
Madagascar,2010,20--64,No Education,450,22.5
Madagascar,2015,20--64,No Education,450,19.2
Malawi,1970,20--64,No Education,454,59.5
Malawi,1975,20--64,No Education,454,56.2
Malawi,1980,20--64,No Education,454,52.8
Malawi,1985,20--64,No Education,454,48.9
Malawi,1990,20--64,No Education,454,45
Malawi,1995,20--64,No Education,454,41.2
Malawi,2000,20--64,No Education,454,37.2
Malawi,2005,20--64,No Education,454,32.5
Malawi,2010,20--64,No Education,454,27.7
Malawi,2015,20--64,No Education,454,23.5
Malaysia,1970,20--64,No Education,458,43.5
Malaysia,1975,20--64,No Education,458,35.2
Malaysia,1980,20--64,No Education,458,28.1
Malaysia,1985,20--64,No Education,458,21.9
Malaysia,1990,20--64,No Education,458,17
Malaysia,1995,20--64,No Education,458,13.2
Malaysia,2000,20--64,No Education,458,10
Malaysia,2005,20--64,No Education,458,7.5
Malaysia,2010,20--64,No Education,458,5.6
Malaysia,2015,20--64,No Education,458,4.2
Maldives,1970,20--64,No Education,462,55.7
Maldives,1975,20--64,No Education,462,52.7
Maldives,1980,20--64,No Education,462,48.9
Maldives,1985,20--64,No Education,462,44
Maldives,1990,20--64,No Education,462,37.7
Maldives,1995,20--64,No Education,462,30.6
Maldives,2000,20--64,No Education,462,23.6
Maldives,2005,20--64,No Education,462,16.9
Maldives,2010,20--64,No Education,462,11.3
Maldives,2015,20--64,No Education,462,8.2
Mali,1970,20--64,No Education,466,93.8
Mali,1975,20--64,No Education,466,92
Mali,1980,20--64,No Education,466,89.7
Mali,1985,20--64,No Education,466,87.2
Mali,1990,20--64,No Education,466,84.9
Mali,1995,20--64,No Education,466,82.5
Mali,2000,20--64,No Education,466,80.5
Mali,2005,20--64,No Education,466,78.2
Mali,2010,20--64,No Education,466,74.7
Mali,2015,20--64,No Education,466,69.9
Malta,1970,20--64,No Education,470,13.9
Malta,1975,20--64,No Education,470,9.7
Malta,1980,20--64,No Education,470,6.6
Malta,1985,20--64,No Education,470,4.5
Malta,1990,20--64,No Education,470,2.9
Malta,1995,20--64,No Education,470,1.5
Malta,2000,20--64,No Education,470,0.6
Malta,2005,20--64,No Education,470,0.2
Malta,2010,20--64,No Education,470,0
Malta,2015,20--64,No Education,470,0
Martinique,1970,20--64,No Education,474,3.7
Martinique,1975,20--64,No Education,474,3.1
Martinique,1980,20--64,No Education,474,2.4
Martinique,1985,20--64,No Education,474,1.9
Martinique,1990,20--64,No Education,474,1.6
Martinique,1995,20--64,No Education,474,1.3
Martinique,2000,20--64,No Education,474,1.1
Martinique,2005,20--64,No Education,474,1
Martinique,2010,20--64,No Education,474,0.9
Martinique,2015,20--64,No Education,474,0.8
Mauritania,2015,20--64,No Education,478,52.3
Mauritius,1970,20--64,No Education,480,30.4
Mauritius,1975,20--64,No Education,480,25.1
Mauritius,1980,20--64,No Education,480,19.6
Mauritius,1985,20--64,No Education,480,15.1
Mauritius,1990,20--64,No Education,480,11.2
Mauritius,1995,20--64,No Education,480,8.2
Mauritius,2000,20--64,No Education,480,5.7
Mauritius,2005,20--64,No Education,480,4
Mauritius,2010,20--64,No Education,480,2.7
Mauritius,2015,20--64,No Education,480,1.7
Mayotte,2015,20--64,No Education,175,1.7
Mexico,1970,20--64,No Education,484,33.5
Mexico,1975,20--64,No Education,484,28.2
Mexico,1980,20--64,No Education,484,23.3
Mexico,1985,20--64,No Education,484,19
Mexico,1990,20--64,No Education,484,15
Mexico,1995,20--64,No Education,484,11.4
Mexico,2000,20--64,No Education,484,8.9
Mexico,2005,20--64,No Education,484,6.9
Mexico,2010,20--64,No Education,484,5.3
Mexico,2015,20--64,No Education,484,4
Micronesia (Federated States of),1970,20--64,No Education,583,44.7
Micronesia (Federated States of),1975,20--64,No Education,583,37.2
Micronesia (Federated States of),1980,20--64,No Education,583,26.1
Micronesia (Federated States of),1985,20--64,No Education,583,18.9
Micronesia (Federated States of),1990,20--64,No Education,583,14
Micronesia (Federated States of),1995,20--64,No Education,583,11.1
Micronesia (Federated States of),2000,20--64,No Education,583,8.6
Micronesia (Federated States of),2005,20--64,No Education,583,7.4
Micronesia (Federated States of),2010,20--64,No Education,583,6.6
Micronesia (Federated States of),2015,20--64,No Education,583,5.4
Mongolia,1970,20--64,No Education,496,12
Mongolia,1975,20--64,No Education,496,7.5
Mongolia,1980,20--64,No Education,496,4.8
Mongolia,1985,20--64,No Education,496,3
Mongolia,1990,20--64,No Education,496,2
Mongolia,1995,20--64,No Education,496,1.5
Mongolia,2000,20--64,No Education,496,1.6
Mongolia,2005,20--64,No Education,496,1.9
Mongolia,2010,20--64,No Education,496,2
Mongolia,2015,20--64,No Education,496,1.8
Montenegro,1970,20--64,No Education,499,10.2
Montenegro,1975,20--64,No Education,499,5.7
Montenegro,1980,20--64,No Education,499,2.6
Montenegro,1985,20--64,No Education,499,1
Montenegro,1990,20--64,No Education,499,0.2
Montenegro,1995,20--64,No Education,499,0.1
Montenegro,2000,20--64,No Education,499,0.1
Montenegro,2005,20--64,No Education,499,0.1
Montenegro,2010,20--64,No Education,499,0.2
Montenegro,2015,20--64,No Education,499,0.2
Morocco,1970,20--64,No Education,504,91.5
Morocco,1975,20--64,No Education,504,86.2
Morocco,1980,20--64,No Education,504,80.2
Morocco,1985,20--64,No Education,504,74.8
Morocco,1990,20--64,No Education,504,69
Morocco,1995,20--64,No Education,504,63.1
Morocco,2000,20--64,No Education,504,57.6
Morocco,2005,20--64,No Education,504,52.7
Morocco,2010,20--64,No Education,504,46
Morocco,2015,20--64,No Education,504,40.1
Mozambique,1970,20--64,No Education,508,89.7
Mozambique,1975,20--64,No Education,508,87.2
Mozambique,1980,20--64,No Education,508,84
Mozambique,1985,20--64,No Education,508,81
Mozambique,1990,20--64,No Education,508,79
Mozambique,1995,20--64,No Education,508,75.7
Mozambique,2000,20--64,No Education,508,72
Mozambique,2005,20--64,No Education,508,67.3
Mozambique,2010,20--64,No Education,508,62.1
Mozambique,2015,20--64,No Education,508,57.1
Myanmar,1970,20--64,No Education,104,50.9
Myanmar,1975,20--64,No Education,104,45.4
Myanmar,1980,20--64,No Education,104,39.9
Myanmar,1985,20--64,No Education,104,34.7
Myanmar,1990,20--64,No Education,104,30
Myanmar,1995,20--64,No Education,104,25.7
Myanmar,2000,20--64,No Education,104,22.1
Myanmar,2005,20--64,No Education,104,19.1
Myanmar,2010,20--64,No Education,104,16.8
Myanmar,2015,20--64,No Education,104,14.7
Namibia,1970,20--64,No Education,516,48.2
Namibia,1975,20--64,No Education,516,44.3
Namibia,1980,20--64,No Education,516,40
Namibia,1985,20--64,No Education,516,34.9
Namibia,1990,20--64,No Education,516,29.2
Namibia,1995,20--64,No Education,516,24.3
Namibia,2000,20--64,No Education,516,20.1
Namibia,2005,20--64,No Education,516,16.8
Namibia,2010,20--64,No Education,516,13.9
Namibia,2015,20--64,No Education,516,11.2
Nepal,1970,20--64,No Education,524,87.4
Nepal,1975,20--64,No Education,524,83.7
Nepal,1980,20--64,No Education,524,79.7
Nepal,1985,20--64,No Education,524,75.1
Nepal,1990,20--64,No Education,524,70
Nepal,1995,20--64,No Education,524,63
Nepal,2000,20--64,No Education,524,56.7
Nepal,2005,20--64,No Education,524,50.4
Nepal,2010,20--64,No Education,524,43.3
Nepal,2015,20--64,No Education,524,35.4
Netherlands,1970,20--64,No Education,528,0
Netherlands,1975,20--64,No Education,528,0
Netherlands,1980,20--64,No Education,528,0
Netherlands,1985,20--64,No Education,528,0
Netherlands,1990,20--64,No Education,528,0
Netherlands,1995,20--64,No Education,528,0
Netherlands,2000,20--64,No Education,528,0
Netherlands,2005,20--64,No Education,528,0
Netherlands,2010,20--64,No Education,528,0
Netherlands,2015,20--64,No Education,528,0
New Caledonia,1970,20--64,No Education,540,24.3
New Caledonia,1975,20--64,No Education,540,20.5
New Caledonia,1980,20--64,No Education,540,17.3
New Caledonia,1985,20--64,No Education,540,14.3
New Caledonia,1990,20--64,No Education,540,11.7
New Caledonia,1995,20--64,No Education,540,9.2
New Caledonia,2000,20--64,No Education,540,7.2
New Caledonia,2005,20--64,No Education,540,5.5
New Caledonia,2010,20--64,No Education,540,4.2
New Caledonia,2015,20--64,No Education,540,3.1
New Zealand,1970,20--64,No Education,554,1.9
New Zealand,1975,20--64,No Education,554,1.8
New Zealand,1980,20--64,No Education,554,1.8
New Zealand,1985,20--64,No Education,554,1.8
New Zealand,1990,20--64,No Education,554,1.8
New Zealand,1995,20--64,No Education,554,1.8
New Zealand,2000,20--64,No Education,554,1.7
New Zealand,2005,20--64,No Education,554,1.7
New Zealand,2010,20--64,No Education,554,1.6
New Zealand,2015,20--64,No Education,554,1.5
Nicaragua,1970,20--64,No Education,558,50.9
Nicaragua,1975,20--64,No Education,558,46.4
Nicaragua,1980,20--64,No Education,558,41.5
Nicaragua,1985,20--64,No Education,558,36.7
Nicaragua,1990,20--64,No Education,558,32.1
Nicaragua,1995,20--64,No Education,558,28.3
Nicaragua,2000,20--64,No Education,558,25.2
Nicaragua,2005,20--64,No Education,558,22
Nicaragua,2010,20--64,No Education,558,18.8
Nicaragua,2015,20--64,No Education,558,16.4
Niger,1970,20--64,No Education,562,97.7
Niger,1975,20--64,No Education,562,96.3
Niger,1980,20--64,No Education,562,94.7
Niger,1985,20--64,No Education,562,92.5
Niger,1990,20--64,No Education,562,89.5
Niger,1995,20--64,No Education,562,87.1
Niger,2000,20--64,No Education,562,84.4
Niger,2005,20--64,No Education,562,81.2
Niger,2010,20--64,No Education,562,76.3
Niger,2015,20--64,No Education,562,69.9
Nigeria,1970,20--64,No Education,566,80.1
Nigeria,1975,20--64,No Education,566,76.8
Nigeria,1980,20--64,No Education,566,72.6
Nigeria,1985,20--64,No Education,566,67.5
Nigeria,1990,20--64,No Education,566,61.7
Nigeria,1995,20--64,No Education,566,55.6
Nigeria,2000,20--64,No Education,566,49.7
Nigeria,2005,20--64,No Education,566,44.5
Nigeria,2010,20--64,No Education,566,40.1
Nigeria,2015,20--64,No Education,566,36.2
Norway,1970,20--64,No Education,578,0.2
Norway,1975,20--64,No Education,578,0.3
Norway,1980,20--64,No Education,578,0.3
Norway,1985,20--64,No Education,578,0.4
Norway,1990,20--64,No Education,578,0.4
Norway,1995,20--64,No Education,578,0.4
Norway,2000,20--64,No Education,578,0.4
Norway,2005,20--64,No Education,578,0.4
Norway,2010,20--64,No Education,578,0.3
Norway,2015,20--64,No Education,578,0.3
Occupied Palestinian Territory,1970,20--64,No Education,275,43.8
Occupied Palestinian Territory,1975,20--64,No Education,275,34.7
Occupied Palestinian Territory,1980,20--64,No Education,275,26.7
Occupied Palestinian Territory,1985,20--64,No Education,275,19.5
Occupied Palestinian Territory,1990,20--64,No Education,275,13.7
Occupied Palestinian Territory,1995,20--64,No Education,275,9.4
Occupied Palestinian Territory,2000,20--64,No Education,275,6.1
Occupied Palestinian Territory,2005,20--64,No Education,275,3.8
Occupied Palestinian Territory,2010,20--64,No Education,275,2.4
Occupied Palestinian Territory,2015,20--64,No Education,275,1.5
Oman,1970,20--64,No Education,512,84.3
Oman,1975,20--64,No Education,512,77.4
Oman,1980,20--64,No Education,512,68.6
Oman,1985,20--64,No Education,512,60.3
Oman,1990,20--64,No Education,512,51.2
Oman,1995,20--64,No Education,512,40.2
Oman,2000,20--64,No Education,512,31.9
Oman,2005,20--64,No Education,512,24.8
Oman,2010,20--64,No Education,512,16.2
Oman,2015,20--64,No Education,512,11.2
Pakistan,1970,20--64,No Education,586,80.7
Pakistan,1975,20--64,No Education,586,78.6
Pakistan,1980,20--64,No Education,586,75.7
Pakistan,1985,20--64,No Education,586,72.3
Pakistan,1990,20--64,No Education,586,69.1
Pakistan,1995,20--64,No Education,586,66.1
Pakistan,2000,20--64,No Education,586,62.4
Pakistan,2005,20--64,No Education,586,57.5
Pakistan,2010,20--64,No Education,586,52.3
Pakistan,2015,20--64,No Education,586,47.1
Panama,1970,20--64,No Education,591,21.9
Panama,1975,20--64,No Education,591,18.4
Panama,1980,20--64,No Education,591,15.2
Panama,1985,20--64,No Education,591,12.4
Panama,1990,20--64,No Education,591,10.1
Panama,1995,20--64,No Education,591,8.3
Panama,2000,20--64,No Education,591,6.8
Panama,2005,20--64,No Education,591,5.6
Panama,2010,20--64,No Education,591,4.7
Panama,2015,20--64,No Education,591,3.8
Papua New Guinea,2015,20--64,No Education,598,15.1
Paraguay,1970,20--64,No Education,600,12.9
Paraguay,1975,20--64,No Education,600,10.6
Paraguay,1980,20--64,No Education,600,8.7
Paraguay,1985,20--64,No Education,600,7.2
Paraguay,1990,20--64,No Education,600,6
Paraguay,1995,20--64,No Education,600,5
Paraguay,2000,20--64,No Education,600,4.1
Paraguay,2005,20--64,No Education,600,3.3
Paraguay,2010,20--64,No Education,600,2.7
Paraguay,2015,20--64,No Education,600,2.2
Peru,1970,20--64,No Education,604,23.9
Peru,1975,20--64,No Education,604,20.1
Peru,1980,20--64,No Education,604,16.8
Peru,1985,20--64,No Education,604,13.8
Peru,1990,20--64,No Education,604,11.2
Peru,1995,20--64,No Education,604,9
Peru,2000,20--64,No Education,604,7.1
Peru,2005,20--64,No Education,604,5.5
Peru,2010,20--64,No Education,604,4.3
Peru,2015,20--64,No Education,604,3.4
Philippines,1970,20--64,No Education,608,10.9
Philippines,1975,20--64,No Education,608,8.2
Philippines,1980,20--64,No Education,608,6.2
Philippines,1985,20--64,No Education,608,4.9
Philippines,1990,20--64,No Education,608,3.9
Philippines,1995,20--64,No Education,608,3.2
Philippines,2000,20--64,No Education,608,2.7
Philippines,2005,20--64,No Education,608,2.2
Philippines,2010,20--64,No Education,608,1.9
Philippines,2015,20--64,No Education,608,1.5
Poland,1970,20--64,No Education,616,0
Poland,1975,20--64,No Education,616,0
Poland,1980,20--64,No Education,616,0
Poland,1985,20--64,No Education,616,0
Poland,1990,20--64,No Education,616,0
Poland,1995,20--64,No Education,616,0
Poland,2000,20--64,No Education,616,0
Poland,2005,20--64,No Education,616,0
Poland,2010,20--64,No Education,616,0
Poland,2015,20--64,No Education,616,0
Portugal,1970,20--64,No Education,620,36.7
Portugal,1975,20--64,No Education,620,30.3
Portugal,1980,20--64,No Education,620,24.7
Portugal,1985,20--64,No Education,620,19.8
Portugal,1990,20--64,No Education,620,15.4
Portugal,1995,20--64,No Education,620,11.1
Portugal,2000,20--64,No Education,620,7.7
Portugal,2005,20--64,No Education,620,5.3
Portugal,2010,20--64,No Education,620,4
Portugal,2015,20--64,No Education,620,3.3
Puerto Rico,1970,20--64,No Education,630,8.2
Puerto Rico,1975,20--64,No Education,630,6
Puerto Rico,1980,20--64,No Education,630,4.8
Puerto Rico,1985,20--64,No Education,630,3.9
Puerto Rico,1990,20--64,No Education,630,3.2
Puerto Rico,1995,20--64,No Education,630,2.6
Puerto Rico,2000,20--64,No Education,630,2.1
Puerto Rico,2005,20--64,No Education,630,1.8
Puerto Rico,2010,20--64,No Education,630,1.6
Puerto Rico,2015,20--64,No Education,630,1.3
Qatar,1970,20--64,No Education,634,41.7
Qatar,1975,20--64,No Education,634,32.9
Qatar,1980,20--64,No Education,634,24.4
Qatar,1985,20--64,No Education,634,16.8
Qatar,1990,20--64,No Education,634,13.5
Qatar,1995,20--64,No Education,634,9.4
Qatar,2000,20--64,No Education,634,7.3
Qatar,2005,20--64,No Education,634,5.1
Qatar,2010,20--64,No Education,634,3.7
Qatar,2015,20--64,No Education,634,2.9
Republic of Korea,1970,20--64,No Education,410,31.3
Republic of Korea,1975,20--64,No Education,410,23.1
Republic of Korea,1980,20--64,No Education,410,16.3
Republic of Korea,1985,20--64,No Education,410,11.2
Republic of Korea,1990,20--64,No Education,410,7.4
Republic of Korea,1995,20--64,No Education,410,4.7
Republic of Korea,2000,20--64,No Education,410,2.8
Republic of Korea,2005,20--64,No Education,410,1.5
Republic of Korea,2010,20--64,No Education,410,0.7
Republic of Korea,2015,20--64,No Education,410,0.4
Republic of Moldova,1970,20--64,No Education,498,37.4
Republic of Moldova,1975,20--64,No Education,498,26.9
Republic of Moldova,1980,20--64,No Education,498,17.4
Republic of Moldova,1985,20--64,No Education,498,10.7
Republic of Moldova,1990,20--64,No Education,498,4.7
Republic of Moldova,1995,20--64,No Education,498,1.3
Republic of Moldova,2000,20--64,No Education,498,0.3
Republic of Moldova,2005,20--64,No Education,498,0.1
Republic of Moldova,2010,20--64,No Education,498,0.1
Republic of Moldova,2015,20--64,No Education,498,0.1
Reunion,1970,20--64,No Education,638,40
Reunion,1975,20--64,No Education,638,31.1
Reunion,1980,20--64,No Education,638,23.5
Reunion,1985,20--64,No Education,638,16.9
Reunion,1990,20--64,No Education,638,11.8
Reunion,1995,20--64,No Education,638,8.4
Reunion,2000,20--64,No Education,638,6
Reunion,2005,20--64,No Education,638,4.4
Reunion,2010,20--64,No Education,638,3.3
Reunion,2015,20--64,No Education,638,2.5
Romania,1970,20--64,No Education,642,7.3
Romania,1975,20--64,No Education,642,5
Romania,1980,20--64,No Education,642,3.3
Romania,1985,20--64,No Education,642,2.5
Romania,1990,20--64,No Education,642,1.7
Romania,1995,20--64,No Education,642,1.2
