Area,Year,Age,ISOCode,Population
Republic of Moldova,2010,0--19,498,1007.2
Republic of Moldova,2015,0--19,498,881.9
Reunion,1970,0--19,638,261.7
Reunion,1975,0--19,638,261.1
Reunion,1980,0--19,638,257
Reunion,1985,0--19,638,252.8
Reunion,1990,0--19,638,252.5
Reunion,1995,0--19,638,261.9
Reunion,2000,0--19,638,275
Reunion,2005,0--19,638,285.6
Reunion,2010,0--19,638,281.1
Reunion,2015,0--19,638,277.2
Romania,1970,0--19,642,7228.8
Romania,1975,0--19,642,7326
Romania,1980,0--19,642,7505.6
Romania,1985,0--19,642,7803.2
Romania,1990,0--19,642,7551.7
Romania,1995,0--19,642,6756.6
Romania,2000,0--19,642,5825.7
Romania,2005,0--19,642,5117.5
Romania,2010,0--19,642,4360.2
Romania,2015,0--19,642,4152.5
Russian Federation,1970,0--19,643,46283.7
Russian Federation,1975,0--19,643,43645.7
Russian Federation,1980,0--19,643,41291.3
Russian Federation,1985,0--19,643,41549.6
Russian Federation,1990,0--19,643,43936.8
Russian Federation,1995,0--19,643,42503.2
Russian Federation,2000,0--19,643,38820.9
Russian Federation,2005,0--19,643,33969.9
Russian Federation,2010,0--19,643,30124.9
Russian Federation,2015,0--19,643,30552.7
Rwanda,1970,0--19,646,2219
Rwanda,1975,0--19,646,2552.8
Rwanda,1980,0--19,646,3005.7
Rwanda,1985,0--19,646,3642.7
Rwanda,1990,0--19,646,4321
Rwanda,1995,0--19,646,3277.5
Rwanda,2000,0--19,646,4560.8
Rwanda,2005,0--19,646,4918.8
Rwanda,2010,0--19,646,5320.5
Rwanda,2015,0--19,646,5951.1
Saint Lucia,1970,0--19,662,62.2
Saint Lucia,1975,0--19,662,63.3
Saint Lucia,1980,0--19,662,66.4
Saint Lucia,1985,0--19,662,66.4
Saint Lucia,1990,0--19,662,65.4
Saint Lucia,1995,0--19,662,65.4
Saint Lucia,2000,0--19,662,66.8
Saint Lucia,2005,0--19,662,62.8
Saint Lucia,2010,0--19,662,56.9
Saint Lucia,2015,0--19,662,51
Saint Vincent and the Grenadines,1970,0--19,670,55.3
Saint Vincent and the Grenadines,1975,0--19,670,57.1
Saint Vincent and the Grenadines,1980,0--19,670,56.9
Saint Vincent and the Grenadines,1985,0--19,670,54.7
Saint Vincent and the Grenadines,1990,0--19,670,52.9
Saint Vincent and the Grenadines,1995,0--19,670,49.2
Saint Vincent and the Grenadines,2000,0--19,670,45.3
Saint Vincent and the Grenadines,2005,0--19,670,41.7
Saint Vincent and the Grenadines,2010,0--19,670,39.5
Saint Vincent and the Grenadines,2015,0--19,670,36.7
Samoa,1970,0--19,882,89.7
Samoa,1975,0--19,882,93.9
Samoa,1980,0--19,882,93
Samoa,1985,0--19,882,90.3
Samoa,1990,0--19,882,86.7
Samoa,1995,0--19,882,88.4
Samoa,2000,0--19,882,89
Samoa,2005,0--19,882,89.1
Samoa,2010,0--19,882,90.7
Samoa,2015,0--19,882,92.8
Sao Tome and Principe,1970,0--19,678,43.1
Sao Tome and Principe,1975,0--19,678,48.3
Sao Tome and Principe,1980,0--19,678,54.9
Sao Tome and Principe,1985,0--19,678,60.4
Sao Tome and Principe,1990,0--19,678,66.7
Sao Tome and Principe,1995,0--19,678,74.2
Sao Tome and Principe,2000,0--19,678,77.4
Sao Tome and Principe,2005,0--19,678,86.8
Sao Tome and Principe,2010,0--19,678,95.1
Sao Tome and Principe,2015,0--19,678,105.9
Saudi Arabia,1970,0--19,682,3151.8
Saudi Arabia,1975,0--19,682,4004.9
Saudi Arabia,1980,0--19,682,5157.7
Saudi Arabia,1985,0--19,682,6775.1
Saudi Arabia,1990,0--19,682,8309.1
Saudi Arabia,1995,0--19,682,9575.2
Saudi Arabia,2000,0--19,682,9839.1
Saudi Arabia,2005,0--19,682,10498.4
Saudi Arabia,2010,0--19,682,10804.1
Saudi Arabia,2015,0--19,682,10544.2
Senegal,1970,0--19,686,2315.9
Senegal,1975,0--19,686,2699.7
Senegal,1980,0--19,686,3150.9
Senegal,1985,0--19,686,3725.1
Senegal,1990,0--19,686,4362.1
Senegal,1995,0--19,686,5001.7
Senegal,2000,0--19,686,5548.6
Senegal,2005,0--19,686,6189
Senegal,2010,0--19,686,6998.3
Senegal,2015,0--19,686,8020.4
Serbia,1970,0--19,688,2840
Serbia,1975,0--19,688,2770.1
Serbia,1980,0--19,688,2865.1
Serbia,1985,0--19,688,2955.3
Serbia,1990,0--19,688,2993.4
Serbia,1995,0--19,688,2965.3
Serbia,2000,0--19,688,2618.2
Serbia,2005,0--19,688,2385.2
Serbia,2010,0--19,688,2141.3
Serbia,2015,0--19,688,2014.1
Seychelles,1970,0--19,690,28.5
Seychelles,1975,0--19,690,31.3
Seychelles,1980,0--19,690,33.2
Seychelles,1985,0--19,690,32.3
Seychelles,1990,0--19,690,32.8
Seychelles,1995,0--19,690,31.7
Seychelles,2000,0--19,690,31.3
Seychelles,2005,0--19,690,29.6
Seychelles,2010,0--19,690,28.4
Seychelles,2015,0--19,690,26.2
Sierra Leone,1970,0--19,694,1324.2
Sierra Leone,1975,0--19,694,1516.6
Sierra Leone,1980,0--19,694,1749.6
Sierra Leone,1985,0--19,694,2021.9
Sierra Leone,1990,0--19,694,2331.1
Sierra Leone,1995,0--19,694,2320.7
Sierra Leone,2000,0--19,694,2477.8
Sierra Leone,2005,0--19,694,3063.6
Sierra Leone,2010,0--19,694,3527.7
Sierra Leone,2015,0--19,694,3881.6
Singapore,1970,0--19,702,1050.1
Singapore,1975,0--19,702,1033
Singapore,1980,0--19,702,939.6
Singapore,1985,0--19,702,906.5
Singapore,1990,0--19,702,899.4
Singapore,1995,0--19,702,998.1
Singapore,2000,0--19,702,1093.4
Singapore,2005,0--19,702,1164.1
Singapore,2010,0--19,702,1234.9
Singapore,2015,0--19,702,1211
Slovakia,1970,0--19,703,1711.9
Slovakia,1975,0--19,703,1681
Slovakia,1980,0--19,703,1713.4
Slovakia,1985,0--19,703,1743.4
Slovakia,1990,0--19,703,1774.7
Slovakia,1995,0--19,703,1703.2
Slovakia,2000,0--19,703,1513.7
Slovakia,2005,0--19,703,1320.4
Slovakia,2010,0--19,703,1189.9
Slovakia,2015,0--19,703,1121.3
Slovenia,1970,0--19,705,551
Slovenia,1975,0--19,705,547
Slovenia,1980,0--19,705,570.1
Slovenia,1985,0--19,705,582.3
Slovenia,1990,0--19,705,560.5
Slovenia,1995,0--19,705,514.5
Slovenia,2000,0--19,705,454.1
Slovenia,2005,0--19,705,404.5
Slovenia,2010,0--19,705,391.4
Slovenia,2015,0--19,705,400.2
Solomon Islands,1970,0--19,90,86.2
Solomon Islands,1975,0--19,90,111
Solomon Islands,1980,0--19,90,132.5
Solomon Islands,1985,0--19,90,156
Solomon Islands,1990,0--19,90,178.2
Solomon Islands,1995,0--19,90,197.7
Solomon Islands,2000,0--19,90,218
Solomon Islands,2005,0--19,90,243.6
Solomon Islands,2010,0--19,90,269.6
Solomon Islands,2015,0--19,90,295.4
Somalia,1970,0--19,706,1840.6
Somalia,1975,0--19,706,2082.1
Somalia,1980,0--19,706,3403.9
Somalia,1985,0--19,706,3583.7
Somalia,1990,0--19,706,3901.9
Somalia,1995,0--19,706,4123.1
Somalia,2000,0--19,706,4984.5
Somalia,2005,0--19,706,5843.4
Somalia,2010,0--19,706,7015.2
Somalia,2015,0--19,706,8026.9
South Africa,1970,0--19,710,11839.8
South Africa,1975,0--19,710,13532.9
South Africa,1980,0--19,710,15251.6
South Africa,1985,0--19,710,17175.7
South Africa,1990,0--19,710,18692
South Africa,1995,0--19,710,19638.8
South Africa,2000,0--19,710,20002.3
South Africa,2005,0--19,710,20673.8
South Africa,2010,0--19,710,20896.9
South Africa,2015,0--19,710,21365.4
South Sudan,1970,0--19,728,1918.2
South Sudan,1975,0--19,728,2223.6
South Sudan,1980,0--19,728,2567.6
South Sudan,1985,0--19,728,2981.6
South Sudan,1990,0--19,728,3152.2
South Sudan,1995,0--19,728,2987.8
South Sudan,2000,0--19,728,3676.1
South Sudan,2005,0--19,728,4447.8
South Sudan,2010,0--19,728,5456.5
South Sudan,2015,0--19,728,6304.5
Spain,1970,0--19,724,12225.2
Spain,1975,0--19,724,12910.3
Spain,1980,0--19,724,13090.1
Spain,1985,0--19,724,12359.9
Spain,1990,0--19,724,11199.3
Spain,1995,0--19,724,9868.2
Spain,2000,0--19,724,8676.9
Spain,2005,0--19,724,8615.8
Spain,2010,0--19,724,9035
Spain,2015,0--19,724,9014
Sri Lanka,1970,0--19,144,6340.4
Sri Lanka,1975,0--19,144,6730.1
Sri Lanka,1980,0--19,144,7011.5
Sri Lanka,1985,0--19,144,7230.4
Sri Lanka,1990,0--19,144,7266.7
Sri Lanka,1995,0--19,144,7220.4
Sri Lanka,2000,0--19,144,6886.6
Sri Lanka,2005,0--19,144,6686.5
Sri Lanka,2010,0--19,144,6767.9
Sri Lanka,2015,0--19,144,6674.7
Sudan,1970,0--19,729,5802.7
Sudan,1975,0--19,729,6923.3
Sudan,1980,0--19,729,8321.4
Sudan,1985,0--19,729,9837.3
Sudan,1990,0--19,729,11357.9
Sudan,1995,0--19,729,13367.5
Sudan,2000,0--19,729,14961.8
Sudan,2005,0--19,729,16779.3
Sudan,2010,0--19,729,18625.7
Sudan,2015,0--19,729,20258.1
Suriname,1970,0--19,740,219.2
Suriname,1975,0--19,740,214.1
Suriname,1980,0--19,740,191.5
Suriname,1985,0--19,740,173.3
Suriname,1990,0--19,740,180.4
Suriname,1995,0--19,740,189.6
Suriname,2000,0--19,740,197.7
Suriname,2005,0--19,740,201.2
Suriname,2010,0--19,740,200.3
Suriname,2015,0--19,740,198.6
Swaziland,1970,0--19,748,258.2
Swaziland,1975,0--19,748,303.1
Swaziland,1980,0--19,748,358.8
Swaziland,1985,0--19,748,420
Swaziland,1990,0--19,748,505.7
Swaziland,1995,0--19,748,559.7
Swaziland,2000,0--19,748,602.9
Swaziland,2005,0--19,748,611.7
Swaziland,2010,0--19,748,627.4
Swaziland,2015,0--19,748,646.4
Sweden,1970,0--19,752,2232.9
Sweden,1975,0--19,752,2231.6
Sweden,1980,0--19,752,2198.1
Sweden,1985,0--19,752,2102.7
Sweden,1990,0--19,752,2100.6
Sweden,1995,0--19,752,2174.4
Sweden,2000,0--19,752,2142.9
Sweden,2005,0--19,752,2159.7
Sweden,2010,0--19,752,2194.7
Sweden,2015,0--19,752,2194.5
Switzerland,1970,0--19,756,1918.9
Switzerland,1975,0--19,756,1905.9
Switzerland,1980,0--19,756,1759.9
Switzerland,1985,0--19,756,1645.1
Switzerland,1990,0--19,756,1571.2
Switzerland,1995,0--19,756,1635
Switzerland,2000,0--19,756,1665.5
Switzerland,2005,0--19,756,1640.7
Switzerland,2010,0--19,756,1636.1
Switzerland,2015,0--19,756,1665.3
Syrian Arab Republic,1970,0--19,760,3768.2
Syrian Arab Republic,1975,0--19,760,4475
Syrian Arab Republic,1980,0--19,760,5344.5
Syrian Arab Republic,1985,0--19,760,6335.8
Syrian Arab Republic,1990,0--19,760,7279.9
Syrian Arab Republic,1995,0--19,760,8012.4
Syrian Arab Republic,2000,0--19,760,8691.4
Syrian Arab Republic,2005,0--19,760,9273.6
Syrian Arab Republic,2010,0--19,760,9855.6
Syrian Arab Republic,2015,0--19,760,9295.6
Taiwan Province of China,1970,0--19,158,7700.6
Taiwan Province of China,1975,0--19,158,7868.5
Taiwan Province of China,1980,0--19,158,7770.7
Taiwan Province of China,1985,0--19,158,7647.8
Taiwan Province of China,1990,0--19,158,7386.3
Taiwan Province of China,1995,0--19,158,7123.3
Taiwan Province of China,2000,0--19,158,6570.6
Taiwan Province of China,2005,0--19,158,5928.1
Taiwan Province of China,2010,0--19,158,5336.4
Taiwan Province of China,2015,0--19,158,4752.9
Tajikistan,1970,0--19,762,1609.1
Tajikistan,1975,0--19,762,1863.6
Tajikistan,1980,0--19,762,2134
Tajikistan,1985,0--19,762,2434.3
Tajikistan,1990,0--19,762,2851.6
Tajikistan,1995,0--19,762,3126.4
Tajikistan,2000,0--19,762,3335.1
Tajikistan,2005,0--19,762,3458.1
Tajikistan,2010,0--19,762,3597.8
Tajikistan,2015,0--19,762,3869.8
Thailand,1970,0--19,764,19908.1
Thailand,1975,0--19,764,22507.3
Thailand,1980,0--19,764,24001.4
Thailand,1985,0--19,764,24188.9
Thailand,1990,0--19,764,23252.7
Thailand,1995,0--19,764,22054.8
Thailand,2000,0--19,764,20557.7
Thailand,2005,0--19,764,19210.7
Thailand,2010,0--19,764,17652.3
Thailand,2015,0--19,764,17174.4
The former Yugoslav Republic of Macedonia,1970,0--19,807,782.2
The former Yugoslav Republic of Macedonia,1975,0--19,807,749.9
The former Yugoslav Republic of Macedonia,1980,0--19,807,753.6
The former Yugoslav Republic of Macedonia,1985,0--19,807,733.6
The former Yugoslav Republic of Macedonia,1990,0--19,807,690.6
The former Yugoslav Republic of Macedonia,1995,0--19,807,661.3
The former Yugoslav Republic of Macedonia,2000,0--19,807,631.6
The former Yugoslav Republic of Macedonia,2005,0--19,807,574.7
The former Yugoslav Republic of Macedonia,2010,0--19,807,522.7
The former Yugoslav Republic of Macedonia,2015,0--19,807,481.5
Timor-Leste,1970,0--19,626,315.6
Timor-Leste,1975,0--19,626,343.5
Timor-Leste,1980,0--19,626,307.2
Timor-Leste,1985,0--19,626,337.2
Timor-Leste,1990,0--19,626,376.2
Timor-Leste,1995,0--19,626,438.8
Timor-Leste,2000,0--19,626,528.6
Timor-Leste,2005,0--19,626,612.4
Timor-Leste,2010,0--19,626,623.4
Timor-Leste,2015,0--19,626,700.9
Togo,1970,0--19,768,1157.6
Togo,1975,0--19,768,1342.3
Togo,1980,0--19,768,1538.1
Togo,1985,0--19,768,1851.4
Togo,1990,0--19,768,2155.8
Togo,1995,0--19,768,2423.1
Togo,2000,0--19,768,2713.3
Togo,2005,0--19,768,3048
Togo,2010,0--19,768,3446.5
Togo,2015,0--19,768,3876.1
Tonga,1970,0--19,776,49.1
Tonga,1975,0--19,776,50.4
Tonga,1980,0--19,776,50.4
Tonga,1985,0--19,776,51.1
Tonga,1990,0--19,776,48.2
Tonga,1995,0--19,776,48.4
Tonga,2000,0--19,776,49.2
Tonga,2005,0--19,776,48.5
Tonga,2010,0--19,776,50
Tonga,2015,0--19,776,50.6
Trinidad and Tobago,1970,0--19,780,498.2
Trinidad and Tobago,1975,0--19,780,503
Trinidad and Tobago,1980,0--19,780,504.4
Trinidad and Tobago,1985,0--19,780,515.6
Trinidad and Tobago,1990,0--19,780,525.9
Trinidad and Tobago,1995,0--19,780,508.1
Trinidad and Tobago,2000,0--19,780,467.8
Trinidad and Tobago,2005,0--19,780,409.7
Trinidad and Tobago,2010,0--19,780,375.2
Trinidad and Tobago,2015,0--19,780,369
Tunisia,1970,0--19,788,2859.6
Tunisia,1975,0--19,788,3104.8
Tunisia,1980,0--19,788,3387.7
Tunisia,1985,0--19,788,3675.8
Tunisia,1990,0--19,788,3908.5
Tunisia,1995,0--19,788,4039.5
Tunisia,2000,0--19,788,3905.8
Tunisia,2005,0--19,788,3639.4
Tunisia,2010,0--19,788,3427.2
Tunisia,2015,0--19,788,3498.6
Turkey,1970,0--19,792,18234.6
Turkey,1975,0--19,792,20086.5
Turkey,1980,0--19,792,21980.8
Turkey,1985,0--19,792,23686
Turkey,1990,0--19,792,24944.8
Turkey,1995,0--19,792,25503.7
Turkey,2000,0--19,792,25813.9
Turkey,2005,0--19,792,25790.9
Turkey,2010,0--19,792,25747.9
Turkey,2015,0--19,792,26694.8
Turkmenistan,1970,0--19,795,1190.1
Turkmenistan,1975,0--19,795,1372.7
Turkmenistan,1980,0--19,795,1528.4
Turkmenistan,1985,0--19,795,1660.2
Turkmenistan,1990,0--19,795,1870.3
Turkmenistan,1995,0--19,795,2086.1
Turkmenistan,2000,0--19,795,2117
Turkmenistan,2005,0--19,795,2101.5
Turkmenistan,2010,0--19,795,2064.2
Turkmenistan,2015,0--19,795,2160.8
Uganda,1970,0--19,800,5411.2
Uganda,1975,0--19,800,6229.1
Uganda,1980,0--19,800,7258.9
Uganda,1985,0--19,800,8517.1
Uganda,1990,0--19,800,10226.6
Uganda,1995,0--19,800,12264.6
Uganda,2000,0--19,800,14537.5
Uganda,2005,0--19,800,17353.3
Uganda,2010,0--19,800,20488.1
Uganda,2015,0--19,800,23848.1
Ukraine,1970,0--19,804,15703.9
Ukraine,1975,0--19,804,15119.9
Ukraine,1980,0--19,804,14587.9
Ukraine,1985,0--19,804,14496.5
Ukraine,1990,0--19,804,14549
Ukraine,1995,0--19,804,13797.2
Ukraine,2000,0--19,804,12148.7
Ukraine,2005,0--19,804,10294.1
Ukraine,2010,0--19,804,9217.5
Ukraine,2015,0--19,804,8839.5
United Arab Emirates,1970,0--19,784,103.2
United Arab Emirates,1975,0--19,784,196.2
United Arab Emirates,1980,0--19,784,349.8
United Arab Emirates,1985,0--19,784,512.2
United Arab Emirates,1990,0--19,784,708.9
United Arab Emirates,1995,0--19,784,820.5
United Arab Emirates,2000,0--19,784,1022.1
United Arab Emirates,2005,0--19,784,1150.2
United Arab Emirates,2010,0--19,784,1435.5
United Arab Emirates,2015,0--19,784,1590.6
United Kingdom of Great Britain and Northern Ireland,1970,0--19,826,17226.2
United Kingdom of Great Britain and Northern Ireland,1975,0--19,826,17274.2
United Kingdom of Great Britain and Northern Ireland,1980,0--19,826,16562.8
United Kingdom of Great Britain and Northern Ireland,1985,0--19,826,15384.7
United Kingdom of Great Britain and Northern Ireland,1990,0--19,826,14713.5
United Kingdom of Great Britain and Northern Ireland,1995,0--19,826,14683
United Kingdom of Great Britain and Northern Ireland,2000,0--19,826,14842.5
United Kingdom of Great Britain and Northern Ireland,2005,0--19,826,14796.1
United Kingdom of Great Britain and Northern Ireland,2010,0--19,826,15158.8
United Kingdom of Great Britain and Northern Ireland,2015,0--19,826,15275.8
United Republic of Tanzania,1970,0--19,834,7674.7
United Republic of Tanzania,1975,0--19,834,9074.1
United Republic of Tanzania,1980,0--19,834,10645.3
United Republic of Tanzania,1985,0--19,834,12433.3
United Republic of Tanzania,1990,0--19,834,14448.5
United Republic of Tanzania,1995,0--19,834,16913
United Republic of Tanzania,2000,0--19,834,19150.3
United Republic of Tanzania,2005,0--19,834,22031.3
United Republic of Tanzania,2010,0--19,834,25672.8
United Republic of Tanzania,2015,0--19,834,30001.9
United States of America,1970,0--19,840,78382.8
United States of America,1975,0--19,840,76023.1
United States of America,1980,0--19,840,73434.6
United States of America,1985,0--19,840,71207.7
United States of America,1990,0--19,840,72830.2
United States of America,1995,0--19,840,77076
United States of America,2000,0--19,840,81473.8
United States of America,2005,0--19,840,83071.7
United States of America,2010,0--19,840,84099.5
United States of America,2015,0--19,840,82764.5
United States Virgin Islands,1970,0--19,850,28.3
United States Virgin Islands,1975,0--19,850,42.9
United States Virgin Islands,1980,0--19,850,46.6
United States Virgin Islands,1985,0--19,850,45.9
United States Virgin Islands,1990,0--19,850,39.8
United States Virgin Islands,1995,0--19,850,37.8
United States Virgin Islands,2000,0--19,850,36.9
United States Virgin Islands,2005,0--19,850,31.9
United States Virgin Islands,2010,0--19,850,29.6
United States Virgin Islands,2015,0--19,850,28.4
Uruguay,1970,0--19,858,1010.2
Uruguay,1975,0--19,858,1020
Uruguay,1980,0--19,858,1031.5
Uruguay,1985,0--19,858,1042.1
Uruguay,1990,0--19,858,1069.2
Uruguay,1995,0--19,858,1081.7
Uruguay,2000,0--19,858,1070.4
Uruguay,2005,0--19,858,1047.9
Uruguay,2010,0--19,858,1026
Uruguay,2015,0--19,858,992.8
Uzbekistan,1970,0--19,860,6619.8
Uzbekistan,1975,0--19,860,7579.6
Uzbekistan,1980,0--19,860,8398.8
Uzbekistan,1985,0--19,860,9187.7
Uzbekistan,1990,0--19,860,10398.9
Uzbekistan,1995,0--19,860,11505.2
Uzbekistan,2000,0--19,860,11955.6
Uzbekistan,2005,0--19,860,11760.6
Uzbekistan,2010,0--19,860,11552.6
Uzbekistan,2015,0--19,860,11497.2
Vanuatu,1970,0--19,548,47.4
Vanuatu,1975,0--19,548,55.7
Vanuatu,1980,0--19,548,64.3
Vanuatu,1985,0--19,548,71.1
Vanuatu,1990,0--19,548,79
Vanuatu,1995,0--19,548,89.4
Vanuatu,2000,0--19,548,97.2
Vanuatu,2005,0--19,548,105.5
Vanuatu,2010,0--19,548,112.6
Vanuatu,2015,0--19,548,122.6
Venezuela (Bolivarian Republic of),1970,0--19,862,6556.8
Venezuela (Bolivarian Republic of),1975,0--19,862,7366.8
Venezuela (Bolivarian Republic of),1980,0--19,862,8138.7
Venezuela (Bolivarian Republic of),1985,0--19,862,8777.5
Venezuela (Bolivarian Republic of),1990,0--19,862,9543.5
Venezuela (Bolivarian Republic of),1995,0--19,862,10309
Venezuela (Bolivarian Republic of),2000,0--19,862,10847.9
Venezuela (Bolivarian Republic of),2005,0--19,862,11224.3
Venezuela (Bolivarian Republic of),2010,0--19,862,11408.4
Venezuela (Bolivarian Republic of),2015,0--19,862,11571.5
Viet Nam,1970,0--19,704,23274
Viet Nam,1975,0--19,704,26193.3
Viet Nam,1980,0--19,704,28331
Viet Nam,1985,0--19,704,30517.3
Viet Nam,1990,0--19,704,32771.2
Viet Nam,1995,0--19,704,34448.4
Viet Nam,2000,0--19,704,33817.9
Viet Nam,2005,0--19,704,31838
Viet Nam,2010,0--19,704,29826.6
Viet Nam,2015,0--19,704,28590.9
Western Sahara,1970,0--19,732,38.2
Western Sahara,1975,0--19,732,43
Western Sahara,1980,0--19,732,71.4
Western Sahara,1985,0--19,732,86.4
Western Sahara,1990,0--19,732,104.1
Western Sahara,1995,0--19,732,122.5
Western Sahara,2000,0--19,732,143
Western Sahara,2005,0--19,732,181.4
Western Sahara,2010,0--19,732,187.6
Western Sahara,2015,0--19,732,195.7
World,1970,0--19,900,1758758
World,1975,0--19,900,1902348.4
World,1980,0--19,900,2025458.6
World,1985,0--19,900,2143227.4
World,1990,0--19,900,2270647.6
World,1995,0--19,900,2355278.9
World,2000,0--19,900,2420810.7
World,2005,0--19,900,2457804
World,2010,0--19,900,2474603.1
World,2015,0--19,900,2524116.9
Yemen,1970,0--19,887,3392.9
Yemen,1975,0--19,887,3928.5
Yemen,1980,0--19,887,4826.4
Yemen,1985,0--19,887,6009.7
Yemen,1990,0--19,887,7484.2
Yemen,1995,0--19,887,9275.5
Yemen,2000,0--19,887,10700.5
Yemen,2005,0--19,887,11896.8
Yemen,2010,0--19,887,12972.6
Yemen,2015,0--19,887,13940.4
Zambia,1970,0--19,894,2390.2
Zambia,1975,0--19,894,2870.6
Zambia,1980,0--19,894,3423.3
Zambia,1985,0--19,894,4041.4
Zambia,1990,0--19,894,4659.6
Zambia,1995,0--19,894,5316
Zambia,2000,0--19,894,6084.5
Zambia,2005,0--19,894,7026.3
Zambia,2010,0--19,894,8001.5
Zambia,2015,0--19,894,9120.2
Zimbabwe,1970,0--19,716,3045.7
Zimbabwe,1975,0--19,716,3624.5
Zimbabwe,1980,0--19,716,4311.8
Zimbabwe,1985,0--19,716,5118.4
Zimbabwe,1990,0--19,716,5867.4
Zimbabwe,1995,0--19,716,6440.8
Zimbabwe,2000,0--19,716,6830.5
Zimbabwe,2005,0--19,716,7081.7
Zimbabwe,2010,0--19,716,7516.7
Zimbabwe,2015,0--19,716,8234.6
Afghanistan,1970,65+,4,291.7
Afghanistan,1975,65+,4,319.1
Afghanistan,1980,65+,4,319
Afghanistan,1985,65+,4,256.4
Afghanistan,1990,65+,4,266.3
Afghanistan,1995,65+,4,389.4
Afghanistan,2000,65+,4,440.7
Afghanistan,2005,65+,4,531
Afghanistan,2010,65+,4,636.2
Afghanistan,2015,65+,4,841.1
Albania,1970,65+,8,111.7
Albania,1975,65+,8,125.3
Albania,1980,65+,8,142.1
Albania,1985,65+,8,160.2
Albania,1990,65+,8,180.6
Albania,1995,65+,8,200.2
Albania,2000,65+,8,220.9
Albania,2005,65+,8,264.5
Albania,2010,65+,8,317.9
Albania,2015,65+,8,366.5
Algeria,1970,65+,12,511.5
Algeria,1975,65+,12,600.9
Algeria,1980,65+,12,665.9
Algeria,1985,65+,12,764.9
Algeria,1990,65+,12,875.5
Algeria,1995,65+,12,1055.6
Algeria,2000,65+,12,1351.8
Algeria,2005,65+,12,1644.3
Algeria,2010,65+,12,1974.6
Algeria,2015,65+,12,2340.4
Angola,1970,65+,24,166.6
Angola,1975,65+,24,188.8
Angola,1980,65+,24,217.5
Angola,1985,65+,24,253.9
Angola,1990,65+,24,283.2
Angola,1995,65+,24,322.1
Angola,2000,65+,24,363
Angola,2005,65+,24,428.2
Angola,2010,65+,24,498.9
Angola,2015,65+,24,642.5
Antigua and Barbuda,1970,65+,28,2.7
Antigua and Barbuda,1975,65+,28,3.1
Antigua and Barbuda,1980,65+,28,3.8
Antigua and Barbuda,1985,65+,28,4.2
Antigua and Barbuda,1990,65+,28,5
Antigua and Barbuda,1995,65+,28,5.7
Antigua and Barbuda,2000,65+,28,5.5
Antigua and Barbuda,2005,65+,28,6
Antigua and Barbuda,2010,65+,28,6.3
Antigua and Barbuda,2015,65+,28,6.6
Argentina,1970,65+,32,1682.8
Argentina,1975,65+,32,1995.7
Argentina,1980,65+,32,2307.8
Argentina,1985,65+,32,2616.9
Argentina,1990,65+,32,2963.2
Argentina,1995,65+,32,3341
Argentina,2000,65+,32,3673
Argentina,2005,65+,32,3957.7
Argentina,2010,65+,32,4289.2
Argentina,2015,65+,32,4744
Armenia,1970,65+,51,140.3
Armenia,1975,65+,51,164.2
Armenia,1980,65+,51,184.7
Armenia,1985,65+,51,180.5
Armenia,1990,65+,51,199.3
Armenia,1995,65+,51,269.7
Armenia,2000,65+,51,307.4
Armenia,2005,65+,51,349.8
Armenia,2010,65+,51,312.6
Armenia,2015,65+,51,318.2
Aruba,1970,65+,533,2.4
Aruba,1975,65+,533,3.6
Aruba,1980,65+,533,4.1
Aruba,1985,65+,533,4.6
Aruba,1990,65+,533,4.8
Aruba,1995,65+,533,5.5
Aruba,2000,65+,533,6.9
Aruba,2005,65+,533,8.6
Aruba,2010,65+,533,10.5
Aruba,2015,65+,533,12.7
Australia,1970,65+,36,1062
Australia,1975,65+,36,1218.3
Australia,1980,65+,36,1414.5
Australia,1985,65+,36,1620.9
Australia,1990,65+,36,1897
Australia,1995,65+,36,2156.1
Australia,2000,65+,36,2360.5
Australia,2005,65+,36,2618.1
Australia,2010,65+,36,2991
Australia,2015,65+,36,3564.5
Austria,1970,65+,40,1048.9
Austria,1975,65+,40,1121.3
Austria,1980,65+,40,1150.3
Austria,1985,65+,40,1069.7
Austria,1990,65+,40,1144.2
Austria,1995,65+,40,1205.8
Austria,2000,65+,40,1233.6
Austria,2005,65+,40,1328.2
Austria,2010,65+,40,1489.4
Austria,2015,65+,40,1635.1
Azerbaijan,1970,65+,31,286.3
Azerbaijan,1975,65+,31,315.4
Azerbaijan,1980,65+,31,330.6
Azerbaijan,1985,65+,31,323.3
Azerbaijan,1990,65+,31,300.7
Azerbaijan,1995,65+,31,364.7
Azerbaijan,2000,65+,31,454.3
Azerbaijan,2005,65+,31,549.8
Azerbaijan,2010,65+,31,538.8
Azerbaijan,2015,65+,31,551.9
Bahamas,1970,65+,44,5.7
Bahamas,1975,65+,44,7
Bahamas,1980,65+,44,8.7
Bahamas,1985,65+,44,9.9
Bahamas,1990,65+,44,11.1
Bahamas,1995,65+,44,13
Bahamas,2000,65+,44,15.9
Bahamas,2005,65+,44,20.5
Bahamas,2010,65+,44,25.1
Bahamas,2015,65+,44,32.1
Bahrain,1970,65+,48,5.8
Bahrain,1975,65+,48,6.6
Bahrain,1980,65+,48,7.5
Bahrain,1985,65+,48,11
Bahrain,1990,65+,48,10.8
Bahrain,1995,65+,48,13.5
