Area,Year,Age,Education,ISOCode,Distribution
Armenia,2015,15+,Incomplete Primary,51,0
Aruba,2015,15+,Incomplete Primary,533,5.7
Australia,2015,15+,Incomplete Primary,36,0
Austria,2015,15+,Incomplete Primary,40,0
Azerbaijan,2015,15+,Incomplete Primary,31,0.4
Bahamas,2015,15+,Incomplete Primary,44,1.9
Bahrain,2015,15+,Incomplete Primary,48,19.2
Bangladesh,2015,15+,Incomplete Primary,50,9.9
Barbados,2015,15+,Incomplete Primary,52,2.9
Belarus,2015,15+,Incomplete Primary,112,0.3
Belgium,2015,15+,Incomplete Primary,56,0
Belize,2015,15+,Incomplete Primary,84,16.7
Benin,2015,15+,Incomplete Primary,204,15.4
Bhutan,2015,15+,Incomplete Primary,64,16.3
Bolivia (Plurinational State of),2015,15+,Incomplete Primary,68,12.4
Bosnia and Herzegovina,2015,15+,Incomplete Primary,70,0.9
Botswana,2015,15+,Incomplete Primary,72,7.2
Brazil,2015,15+,Incomplete Primary,76,12.5
Brunei Darussalam,2015,15+,Incomplete Primary,96,5.7
Bulgaria,2015,15+,Incomplete Primary,100,1
Burkina Faso,2015,15+,Incomplete Primary,854,9.8
Burundi,2015,15+,Incomplete Primary,108,26.5
Cambodia,2015,15+,Incomplete Primary,116,22.2
Cameroon,2015,15+,Incomplete Primary,120,5.1
Canada,2015,15+,Incomplete Primary,124,1
Cape Verde,2015,15+,Incomplete Primary,132,35.4
Central African Republic,2015,15+,Incomplete Primary,140,23.6
Chad,2015,15+,Incomplete Primary,148,15.9
Channel Islands,2015,15+,Incomplete Primary,830,0
Chile,2015,15+,Incomplete Primary,152,7
China,2015,15+,Incomplete Primary,156,5.9
Colombia,2015,15+,Incomplete Primary,170,13.7
Comoros,2015,15+,Incomplete Primary,174,12.5
Congo,2015,15+,Incomplete Primary,178,13.2
Costa Rica,2015,15+,Incomplete Primary,188,11.5
Cote d'Ivoire,2015,15+,Incomplete Primary,384,15.3
Croatia,2015,15+,Incomplete Primary,191,0.6
Cuba,2015,15+,Incomplete Primary,192,4
Curaçao,2015,15+,Incomplete Primary,531,3.7
Cyprus,2015,15+,Incomplete Primary,196,0
Czech Republic,2015,15+,Incomplete Primary,203,0
Democratic People's Republic of Korea,2015,15+,Incomplete Primary,408,0
Democratic Republic of the Congo,2015,15+,Incomplete Primary,180,23
Denmark,2015,15+,Incomplete Primary,208,0
Djibouti,2015,15+,Incomplete Primary,262,18.9
Dominican Republic,2015,15+,Incomplete Primary,214,15.8
Ecuador,2015,15+,Incomplete Primary,218,13.4
Egypt,2015,15+,Incomplete Primary,818,5.7
El Salvador,2015,15+,Incomplete Primary,222,19.3
Equatorial Guinea,2015,15+,Incomplete Primary,226,13.5
Eritrea,2015,15+,Incomplete Primary,232,19.1
Estonia,2015,15+,Incomplete Primary,233,0
Ethiopia,2015,15+,Incomplete Primary,231,19.8
Fiji,2015,15+,Incomplete Primary,242,3.6
Finland,2015,15+,Incomplete Primary,246,0
France,2015,15+,Incomplete Primary,250,0
French Guiana,2015,15+,Incomplete Primary,254,4.7
French Polynesia,2015,15+,Incomplete Primary,258,2.8
Gabon,2015,15+,Incomplete Primary,266,12.8
Gambia,2015,15+,Incomplete Primary,270,6.3
Georgia,2015,15+,Incomplete Primary,268,0.7
Germany,2015,15+,Incomplete Primary,276,0
Ghana,2015,15+,Incomplete Primary,288,9.5
Greece,2015,15+,Incomplete Primary,300,3.3
Grenada,2015,15+,Incomplete Primary,308,2
Guadeloupe,2015,15+,Incomplete Primary,312,9.9
Guam,2015,15+,Incomplete Primary,316,4.6
Guatemala,2015,15+,Incomplete Primary,320,25
Guinea,2015,15+,Incomplete Primary,324,14.4
Guinea-Bissau,2015,15+,Incomplete Primary,624,25.4
Guyana,2015,15+,Incomplete Primary,328,3.1
Haiti,2015,15+,Incomplete Primary,332,15.3
Honduras,2015,15+,Incomplete Primary,340,25.7
Hong Kong Special Administrative Region of China,2015,15+,Incomplete Primary,344,6.1
Hungary,2015,15+,Incomplete Primary,348,0
Iceland,2015,15+,Incomplete Primary,352,0
India,2015,15+,Incomplete Primary,356,6
Indonesia,2015,15+,Incomplete Primary,360,6
Iran (Islamic Republic of),2015,15+,Incomplete Primary,364,5.5
Iraq,2015,15+,Incomplete Primary,368,18.8
Ireland,2015,15+,Incomplete Primary,372,0.5
Israel,2015,15+,Incomplete Primary,376,3.7
Italy,2015,15+,Incomplete Primary,380,2.6
Jamaica,2015,15+,Incomplete Primary,388,4.4
Japan,2015,15+,Incomplete Primary,392,0
Jordan,2015,15+,Incomplete Primary,400,8.7
Kazakhstan,2015,15+,Incomplete Primary,398,1
Kenya,2015,15+,Incomplete Primary,404,12.2
Kiribati,2015,15+,Incomplete Primary,296,10.2
Kuwait,2015,15+,Incomplete Primary,414,25.8
Kyrgyzstan,2015,15+,Incomplete Primary,417,0.6
Lao People's Democratic Republic,2015,15+,Incomplete Primary,418,16.5
Latvia,2015,15+,Incomplete Primary,428,0.4
Lebanon,2015,15+,Incomplete Primary,422,2.9
Lesotho,2015,15+,Incomplete Primary,426,29.9
Liberia,2015,15+,Incomplete Primary,430,10.9
Libyan Arab Jamahiriya,2015,15+,Incomplete Primary,434,4.5
Lithuania,2015,15+,Incomplete Primary,440,0.9
Luxembourg,2015,15+,Incomplete Primary,442,0
Macao Special Administrative Region of China,2015,15+,Incomplete Primary,446,6
Madagascar,2015,15+,Incomplete Primary,450,39.8
Malawi,2015,15+,Incomplete Primary,454,22.7
Malaysia,2015,15+,Incomplete Primary,458,4.9
Maldives,2015,15+,Incomplete Primary,462,15.2
Mali,2015,15+,Incomplete Primary,466,11.5
Malta,2015,15+,Incomplete Primary,470,0
Martinique,2015,15+,Incomplete Primary,474,9.9
Mauritania,2015,15+,Incomplete Primary,478,8.1
Mauritius,2015,15+,Incomplete Primary,480,19.6
Mayotte,2015,15+,Incomplete Primary,175,4.9
Mexico,2015,15+,Incomplete Primary,484,10.8
Micronesia (Federated States of),2015,15+,Incomplete Primary,583,2.1
Mongolia,2015,15+,Incomplete Primary,496,1.7
Montenegro,2015,15+,Incomplete Primary,499,1.5
Morocco,2015,15+,Incomplete Primary,504,7
Mozambique,2015,15+,Incomplete Primary,508,16.8
Myanmar,2015,15+,Incomplete Primary,104,21.5
Namibia,2015,15+,Incomplete Primary,516,18.4
Nepal,2015,15+,Incomplete Primary,524,7.6
Netherlands,2015,15+,Incomplete Primary,528,1.5
New Caledonia,2015,15+,Incomplete Primary,540,3.8
New Zealand,2015,15+,Incomplete Primary,554,0
Nicaragua,2015,15+,Incomplete Primary,558,21.5
Niger,2015,15+,Incomplete Primary,562,14.1
Nigeria,2015,15+,Incomplete Primary,566,4.7
Norway,2015,15+,Incomplete Primary,578,0
Occupied Palestinian Territory,2015,15+,Incomplete Primary,275,4.3
Oman,2015,15+,Incomplete Primary,512,12.2
Pakistan,2015,15+,Incomplete Primary,586,4.9
Panama,2015,15+,Incomplete Primary,591,7.5
Papua New Guinea,2015,15+,Incomplete Primary,598,17.8
Paraguay,2015,15+,Incomplete Primary,600,18.5
Peru,2015,15+,Incomplete Primary,604,11.9
Philippines,2015,15+,Incomplete Primary,608,9.2
Poland,2015,15+,Incomplete Primary,616,0
Portugal,2015,15+,Incomplete Primary,620,23.7
Puerto Rico,2015,15+,Incomplete Primary,630,5
Qatar,2015,15+,Incomplete Primary,634,21.5
Republic of Korea,2015,15+,Incomplete Primary,410,0.7
Republic of Moldova,2015,15+,Incomplete Primary,498,1.1
Reunion,2015,15+,Incomplete Primary,638,8
Romania,2015,15+,Incomplete Primary,642,0.5
Russian Federation,2015,15+,Incomplete Primary,643,0.2
Rwanda,2015,15+,Incomplete Primary,646,49.2
Saint Lucia,2015,15+,Incomplete Primary,662,2.3
Saint Vincent and the Grenadines,2015,15+,Incomplete Primary,670,3.4
Samoa,2015,15+,Incomplete Primary,882,1
Sao Tome and Principe,2015,15+,Incomplete Primary,678,39.8
Saudi Arabia,2015,15+,Incomplete Primary,682,4.5
Senegal,2015,15+,Incomplete Primary,686,8.3
Serbia,2015,15+,Incomplete Primary,688,0.9
Seychelles,2015,15+,Incomplete Primary,690,7.3
Sierra Leone,2015,15+,Incomplete Primary,694,12.3
Singapore,2015,15+,Incomplete Primary,702,6
Slovakia,2015,15+,Incomplete Primary,703,0
Slovenia,2015,15+,Incomplete Primary,705,0
Solomon Islands,2015,15+,Incomplete Primary,90,17.8
Somalia,2015,15+,Incomplete Primary,706,22
South Africa,2015,15+,Incomplete Primary,710,9.3
South Sudan,2015,15+,Incomplete Primary,728,0
Spain,2015,15+,Incomplete Primary,724,7
Sri Lanka,2015,15+,Incomplete Primary,144,2.6
Sudan,2015,15+,Incomplete Primary,729,15.7
Suriname,2015,15+,Incomplete Primary,740,6
Swaziland,2015,15+,Incomplete Primary,748,16.1
Sweden,2015,15+,Incomplete Primary,752,0
Switzerland,2015,15+,Incomplete Primary,756,0
Syrian Arab Republic,2015,15+,Incomplete Primary,760,26.6
Taiwan Province of China,2015,15+,Incomplete Primary,158,2
Tajikistan,2015,15+,Incomplete Primary,762,0.2
Thailand,2015,15+,Incomplete Primary,764,2.7
The former Yugoslav Republic of Macedonia,2015,15+,Incomplete Primary,807,9.7
Timor-Leste,2015,15+,Incomplete Primary,626,10
Togo,2015,15+,Incomplete Primary,768,20.7
Tonga,2015,15+,Incomplete Primary,776,0.6
Trinidad and Tobago,2015,15+,Incomplete Primary,780,5.2
Tunisia,2015,15+,Incomplete Primary,788,0.7
Turkey,2015,15+,Incomplete Primary,792,5.9
Turkmenistan,2015,15+,Incomplete Primary,795,0.3
Uganda,2015,15+,Incomplete Primary,800,33.3
Ukraine,2015,15+,Incomplete Primary,804,0.7
United Arab Emirates,2015,15+,Incomplete Primary,784,10
United Kingdom of Great Britain and Northern Ireland,2015,15+,Incomplete Primary,826,0
United Republic of Tanzania,2015,15+,Incomplete Primary,834,10.2
United States of America,2015,15+,Incomplete Primary,840,0.9
United States Virgin Islands,2015,15+,Incomplete Primary,850,3.1
Uruguay,2015,15+,Incomplete Primary,858,7.6
Uzbekistan,2015,15+,Incomplete Primary,860,0.6
Vanuatu,2015,15+,Incomplete Primary,548,19.1
Venezuela (Bolivarian Republic of),2015,15+,Incomplete Primary,862,7.6
Viet Nam,2015,15+,Incomplete Primary,704,13.2
Western Sahara,2015,15+,Incomplete Primary,732,7.9
World,2015,15+,Incomplete Primary,900,6.7
Yemen,2015,15+,Incomplete Primary,887,0
Zambia,2015,15+,Incomplete Primary,894,20.5
Zimbabwe,2015,15+,Incomplete Primary,716,7.6
Afghanistan,2015,25+,Incomplete Primary,4,0
Albania,2015,25+,Incomplete Primary,8,0.5
Algeria,2015,25+,Incomplete Primary,12,4.4
Angola,2015,25+,Incomplete Primary,24,16
Antigua and Barbuda,2015,25+,Incomplete Primary,28,2.5
Argentina,2015,25+,Incomplete Primary,32,11.6
Armenia,2015,25+,Incomplete Primary,51,0
Aruba,2015,25+,Incomplete Primary,533,6.8
Australia,2015,25+,Incomplete Primary,36,0
Austria,2015,25+,Incomplete Primary,40,0
Azerbaijan,2015,25+,Incomplete Primary,31,0.5
Bahamas,2015,25+,Incomplete Primary,44,2.4
Bahrain,2015,25+,Incomplete Primary,48,22.5
Bangladesh,2015,25+,Incomplete Primary,50,10.1
Barbados,2015,25+,Incomplete Primary,52,3.3
Belarus,2015,25+,Incomplete Primary,112,0.4
Belgium,2015,25+,Incomplete Primary,56,0
Belize,2015,25+,Incomplete Primary,84,18.8
Benin,2015,25+,Incomplete Primary,204,14.6
Bhutan,2015,25+,Incomplete Primary,64,17.1
Bolivia (Plurinational State of),2015,25+,Incomplete Primary,68,16.7
Bosnia and Herzegovina,2015,25+,Incomplete Primary,70,1
Botswana,2015,25+,Incomplete Primary,72,8.6
Brazil,2015,25+,Incomplete Primary,76,15
Brunei Darussalam,2015,25+,Incomplete Primary,96,6.7
Bulgaria,2015,25+,Incomplete Primary,100,1
Burkina Faso,2015,25+,Incomplete Primary,854,6.7
Burundi,2015,25+,Incomplete Primary,108,21.9
Cambodia,2015,25+,Incomplete Primary,116,23.9
Cameroon,2015,25+,Incomplete Primary,120,5.9
Canada,2015,25+,Incomplete Primary,124,1.1
Cape Verde,2015,25+,Incomplete Primary,132,39.9
Central African Republic,2015,25+,Incomplete Primary,140,25.3
Chad,2015,25+,Incomplete Primary,148,13.7
Channel Islands,2015,25+,Incomplete Primary,830,0
Chile,2015,25+,Incomplete Primary,152,8.3
China,2015,25+,Incomplete Primary,156,6.7
Colombia,2015,25+,Incomplete Primary,170,16.2
Comoros,2015,25+,Incomplete Primary,174,12.1
Congo,2015,25+,Incomplete Primary,178,14.2
Costa Rica,2015,25+,Incomplete Primary,188,13.4
Cote d'Ivoire,2015,25+,Incomplete Primary,384,13.3
Croatia,2015,25+,Incomplete Primary,191,0.7
Cuba,2015,25+,Incomplete Primary,192,4.7
Curaçao,2015,25+,Incomplete Primary,531,4.2
Cyprus,2015,25+,Incomplete Primary,196,0
Czech Republic,2015,25+,Incomplete Primary,203,0
Democratic People's Republic of Korea,2015,25+,Incomplete Primary,408,0
Democratic Republic of the Congo,2015,25+,Incomplete Primary,180,24.1
Denmark,2015,25+,Incomplete Primary,208,0
Djibouti,2015,25+,Incomplete Primary,262,17.4
Dominican Republic,2015,25+,Incomplete Primary,214,18.8
Ecuador,2015,25+,Incomplete Primary,218,15.8
Egypt,2015,25+,Incomplete Primary,818,6.9
El Salvador,2015,25+,Incomplete Primary,222,22.3
Equatorial Guinea,2015,25+,Incomplete Primary,226,14.6
Eritrea,2015,25+,Incomplete Primary,232,17.5
Estonia,2015,25+,Incomplete Primary,233,0
Ethiopia,2015,25+,Incomplete Primary,231,16.9
Fiji,2015,25+,Incomplete Primary,242,4.6
Finland,2015,25+,Incomplete Primary,246,0
France,2015,25+,Incomplete Primary,250,0
French Guiana,2015,25+,Incomplete Primary,254,5.8
French Polynesia,2015,25+,Incomplete Primary,258,3.5
Gabon,2015,25+,Incomplete Primary,266,13.5
Gambia,2015,25+,Incomplete Primary,270,4.5
Georgia,2015,25+,Incomplete Primary,268,0.7
Germany,2015,25+,Incomplete Primary,276,0
Ghana,2015,25+,Incomplete Primary,288,8.4
Greece,2015,25+,Incomplete Primary,300,3.7
Grenada,2015,25+,Incomplete Primary,308,2.5
Guadeloupe,2015,25+,Incomplete Primary,312,11.8
Guam,2015,25+,Incomplete Primary,316,5.8
Guatemala,2015,25+,Incomplete Primary,320,26.7
Guinea,2015,25+,Incomplete Primary,324,10.5
Guinea-Bissau,2015,25+,Incomplete Primary,624,20.5
Guyana,2015,25+,Incomplete Primary,328,4
Haiti,2015,25+,Incomplete Primary,332,15.4
Honduras,2015,25+,Incomplete Primary,340,28.5
Hong Kong Special Administrative Region of China,2015,25+,Incomplete Primary,344,7
Hungary,2015,25+,Incomplete Primary,348,0
Iceland,2015,25+,Incomplete Primary,352,0
India,2015,25+,Incomplete Primary,356,6.6
Indonesia,2015,25+,Incomplete Primary,360,7.1
Iran (Islamic Republic of),2015,25+,Incomplete Primary,364,6.3
Iraq,2015,25+,Incomplete Primary,368,18.8
Ireland,2015,25+,Incomplete Primary,372,0.5
Israel,2015,25+,Incomplete Primary,376,4.4
Italy,2015,25+,Incomplete Primary,380,2.9
Jamaica,2015,25+,Incomplete Primary,388,5.8
Japan,2015,25+,Incomplete Primary,392,0
Jordan,2015,25+,Incomplete Primary,400,10.3
Kazakhstan,2015,25+,Incomplete Primary,398,1
Kenya,2015,25+,Incomplete Primary,404,12.5
Kiribati,2015,25+,Incomplete Primary,296,12.8
Kuwait,2015,25+,Incomplete Primary,414,29.6
Kyrgyzstan,2015,25+,Incomplete Primary,417,0.6
Lao People's Democratic Republic,2015,25+,Incomplete Primary,418,18.9
Latvia,2015,25+,Incomplete Primary,428,0.4
Lebanon,2015,25+,Incomplete Primary,422,3.6
Lesotho,2015,25+,Incomplete Primary,426,33.1
Liberia,2015,25+,Incomplete Primary,430,7.5
Libyan Arab Jamahiriya,2015,25+,Incomplete Primary,434,4.6
Lithuania,2015,25+,Incomplete Primary,440,0.8
Luxembourg,2015,25+,Incomplete Primary,442,0
Macao Special Administrative Region of China,2015,25+,Incomplete Primary,446,7
Madagascar,2015,25+,Incomplete Primary,450,41.1
Malawi,2015,25+,Incomplete Primary,454,23.5
Malaysia,2015,25+,Incomplete Primary,458,6.2
Maldives,2015,25+,Incomplete Primary,462,18.3
Mali,2015,25+,Incomplete Primary,466,9.7
Malta,2015,25+,Incomplete Primary,470,0
Martinique,2015,25+,Incomplete Primary,474,11.3
Mauritania,2015,25+,Incomplete Primary,478,6.9
Mauritius,2015,25+,Incomplete Primary,480,23.4
Mayotte,2015,25+,Incomplete Primary,175,6.8
Mexico,2015,25+,Incomplete Primary,484,13.4
Micronesia (Federated States of),2015,25+,Incomplete Primary,583,2.8
Mongolia,2015,25+,Incomplete Primary,496,1.9
Montenegro,2015,25+,Incomplete Primary,499,1.7
Morocco,2015,25+,Incomplete Primary,504,6.3
Mozambique,2015,25+,Incomplete Primary,508,15.1
Myanmar,2015,25+,Incomplete Primary,104,22.8
Namibia,2015,25+,Incomplete Primary,516,20.9
Nepal,2015,25+,Incomplete Primary,524,7.1
Netherlands,2015,25+,Incomplete Primary,528,1.7
New Caledonia,2015,25+,Incomplete Primary,540,4.8
New Zealand,2015,25+,Incomplete Primary,554,0
Nicaragua,2015,25+,Incomplete Primary,558,23.5
Niger,2015,25+,Incomplete Primary,562,10.7
Nigeria,2015,25+,Incomplete Primary,566,4.9
Norway,2015,25+,Incomplete Primary,578,0
Occupied Palestinian Territory,2015,25+,Incomplete Primary,275,6.2
Oman,2015,25+,Incomplete Primary,512,13.9
Pakistan,2015,25+,Incomplete Primary,586,5
Panama,2015,25+,Incomplete Primary,591,8.7
Papua New Guinea,2015,25+,Incomplete Primary,598,18
Paraguay,2015,25+,Incomplete Primary,600,22.5
Peru,2015,25+,Incomplete Primary,604,14.4
Philippines,2015,25+,Incomplete Primary,608,10.9
Poland,2015,25+,Incomplete Primary,616,0
Portugal,2015,25+,Incomplete Primary,620,26.7
Puerto Rico,2015,25+,Incomplete Primary,630,6.1
Qatar,2015,25+,Incomplete Primary,634,22.4
Republic of Korea,2015,25+,Incomplete Primary,410,0.8
Republic of Moldova,2015,25+,Incomplete Primary,498,1.3
Reunion,2015,25+,Incomplete Primary,638,9.7
Romania,2015,25+,Incomplete Primary,642,0.6
Russian Federation,2015,25+,Incomplete Primary,643,0.2
Rwanda,2015,25+,Incomplete Primary,646,50.9
Saint Lucia,2015,25+,Incomplete Primary,662,2.7
Saint Vincent and the Grenadines,2015,25+,Incomplete Primary,670,4.1
Samoa,2015,25+,Incomplete Primary,882,1.2
Sao Tome and Principe,2015,25+,Incomplete Primary,678,45.9
Saudi Arabia,2015,25+,Incomplete Primary,682,5.3
Senegal,2015,25+,Incomplete Primary,686,7
Serbia,2015,25+,Incomplete Primary,688,1
Seychelles,2015,25+,Incomplete Primary,690,8.6
Sierra Leone,2015,25+,Incomplete Primary,694,10
Singapore,2015,25+,Incomplete Primary,702,7
Slovakia,2015,25+,Incomplete Primary,703,0
Slovenia,2015,25+,Incomplete Primary,705,0
Solomon Islands,2015,25+,Incomplete Primary,90,18
Somalia,2015,25+,Incomplete Primary,706,21.1
South Africa,2015,25+,Incomplete Primary,710,10.9
South Sudan,2015,25+,Incomplete Primary,728,0
Spain,2015,25+,Incomplete Primary,724,7.7
Sri Lanka,2015,25+,Incomplete Primary,144,3
Sudan,2015,25+,Incomplete Primary,729,14.1
Suriname,2015,25+,Incomplete Primary,740,7.1
Swaziland,2015,25+,Incomplete Primary,748,16.5
Sweden,2015,25+,Incomplete Primary,752,0
Switzerland,2015,25+,Incomplete Primary,756,0
Syrian Arab Republic,2015,25+,Incomplete Primary,760,29.1
Taiwan Province of China,2015,25+,Incomplete Primary,158,2.4
Tajikistan,2015,25+,Incomplete Primary,762,0.3
Thailand,2015,25+,Incomplete Primary,764,3
The former Yugoslav Republic of Macedonia,2015,25+,Incomplete Primary,807,11.2
Timor-Leste,2015,25+,Incomplete Primary,626,11.6
Togo,2015,25+,Incomplete Primary,768,20.6
Tonga,2015,25+,Incomplete Primary,776,0.8
Trinidad and Tobago,2015,25+,Incomplete Primary,780,6.2
Tunisia,2015,25+,Incomplete Primary,788,0.9
Turkey,2015,25+,Incomplete Primary,792,6.2
Turkmenistan,2015,25+,Incomplete Primary,795,0.3
Uganda,2015,25+,Incomplete Primary,800,35
Ukraine,2015,25+,Incomplete Primary,804,0.8
United Arab Emirates,2015,25+,Incomplete Primary,784,11
United Kingdom of Great Britain and Northern Ireland,2015,25+,Incomplete Primary,826,0
United Republic of Tanzania,2015,25+,Incomplete Primary,834,10
United States of America,2015,25+,Incomplete Primary,840,1
United States Virgin Islands,2015,25+,Incomplete Primary,850,3.6
Uruguay,2015,25+,Incomplete Primary,858,9.1
Uzbekistan,2015,25+,Incomplete Primary,860,0.5
Vanuatu,2015,25+,Incomplete Primary,548,20.6
Venezuela (Bolivarian Republic of),2015,25+,Incomplete Primary,862,8.8
Viet Nam,2015,25+,Incomplete Primary,704,15.8
Western Sahara,2015,25+,Incomplete Primary,732,7
World,2015,25+,Incomplete Primary,900,7
Yemen,2015,25+,Incomplete Primary,887,0
Zambia,2015,25+,Incomplete Primary,894,21.2
Zimbabwe,2015,25+,Incomplete Primary,716,8.6
Afghanistan,2015,20--64,Incomplete Primary,4,0
Albania,2015,20--64,Incomplete Primary,8,0.3
Algeria,2015,20--64,Incomplete Primary,12,3.8
Angola,2015,20--64,Incomplete Primary,24,13.8
Antigua and Barbuda,2015,20--64,Incomplete Primary,28,1.5
Argentina,2015,20--64,Incomplete Primary,32,8.3
Armenia,2015,20--64,Incomplete Primary,51,0
Aruba,2015,20--64,Incomplete Primary,533,4.3
Australia,2015,20--64,Incomplete Primary,36,0
Austria,2015,20--64,Incomplete Primary,40,0
Azerbaijan,2015,20--64,Incomplete Primary,31,0.1
Bahamas,2015,20--64,Incomplete Primary,44,0.6
Bahrain,2015,20--64,Incomplete Primary,48,20.3
Bangladesh,2015,20--64,Incomplete Primary,50,10.2
Barbados,2015,20--64,Incomplete Primary,52,1.7
Belarus,2015,20--64,Incomplete Primary,112,0
Belgium,2015,20--64,Incomplete Primary,56,0
Belize,2015,20--64,Incomplete Primary,84,17.3
Benin,2015,20--64,Incomplete Primary,204,15.5
Bhutan,2015,20--64,Incomplete Primary,64,17.3
Bolivia (Plurinational State of),2015,20--64,Incomplete Primary,68,12.1
Bosnia and Herzegovina,2015,20--64,Incomplete Primary,70,0.2
Botswana,2015,20--64,Incomplete Primary,72,6.4
Brazil,2015,20--64,Incomplete Primary,76,11.9
Brunei Darussalam,2015,20--64,Incomplete Primary,96,5.4
Bulgaria,2015,20--64,Incomplete Primary,100,1
Burkina Faso,2015,20--64,Incomplete Primary,854,8.4
Burundi,2015,20--64,Incomplete Primary,108,25.1
Cambodia,2015,20--64,Incomplete Primary,116,22.6
Cameroon,2015,20--64,Incomplete Primary,120,4.9
Canada,2015,20--64,Incomplete Primary,124,0.5
Cape Verde,2015,20--64,Incomplete Primary,132,38
Central African Republic,2015,20--64,Incomplete Primary,140,24.8
Chad,2015,20--64,Incomplete Primary,148,14.8
Channel Islands,2015,20--64,Incomplete Primary,830,0
Chile,2015,20--64,Incomplete Primary,152,5.2
China,2015,20--64,Incomplete Primary,156,5.1
Colombia,2015,20--64,Incomplete Primary,170,12.8
Comoros,2015,20--64,Incomplete Primary,174,13.2
Congo,2015,20--64,Incomplete Primary,178,13
Costa Rica,2015,20--64,Incomplete Primary,188,9.7
Cote d'Ivoire,2015,20--64,Incomplete Primary,384,15.1
Croatia,2015,20--64,Incomplete Primary,191,0.1
Cuba,2015,20--64,Incomplete Primary,192,1.9
Curaçao,2015,20--64,Incomplete Primary,531,2
Cyprus,2015,20--64,Incomplete Primary,196,0
Czech Republic,2015,20--64,Incomplete Primary,203,0
Democratic People's Republic of Korea,2015,20--64,Incomplete Primary,408,0
Democratic Republic of the Congo,2015,20--64,Incomplete Primary,180,23
Denmark,2015,20--64,Incomplete Primary,208,0
Djibouti,2015,20--64,Incomplete Primary,262,18.6
Dominican Republic,2015,20--64,Incomplete Primary,214,14.5
Ecuador,2015,20--64,Incomplete Primary,218,12.5
Egypt,2015,20--64,Incomplete Primary,818,5.8
El Salvador,2015,20--64,Incomplete Primary,222,19.3
Equatorial Guinea,2015,20--64,Incomplete Primary,226,13
Eritrea,2015,20--64,Incomplete Primary,232,18.8
Estonia,2015,20--64,Incomplete Primary,233,0
Ethiopia,2015,20--64,Incomplete Primary,231,19.6
Fiji,2015,20--64,Incomplete Primary,242,2.7
Finland,2015,20--64,Incomplete Primary,246,0
France,2015,20--64,Incomplete Primary,250,0
French Guiana,2015,20--64,Incomplete Primary,254,4.3
French Polynesia,2015,20--64,Incomplete Primary,258,2
Gabon,2015,20--64,Incomplete Primary,266,11.9
Gambia,2015,20--64,Incomplete Primary,270,5.3
Georgia,2015,20--64,Incomplete Primary,268,0.3
Germany,2015,20--64,Incomplete Primary,276,0
Ghana,2015,20--64,Incomplete Primary,288,9.1
Greece,2015,20--64,Incomplete Primary,300,0.8
Grenada,2015,20--64,Incomplete Primary,308,1.3
Guadeloupe,2015,20--64,Incomplete Primary,312,5.2
Guam,2015,20--64,Incomplete Primary,316,2.9
Guatemala,2015,20--64,Incomplete Primary,320,25.9
Guinea,2015,20--64,Incomplete Primary,324,12.9
Guinea-Bissau,2015,20--64,Incomplete Primary,624,22.1
Guyana,2015,20--64,Incomplete Primary,328,2.6
Haiti,2015,20--64,Incomplete Primary,332,15.8
Honduras,2015,20--64,Incomplete Primary,340,26.5
Hong Kong Special Administrative Region of China,2015,20--64,Incomplete Primary,344,3.4
Hungary,2015,20--64,Incomplete Primary,348,0
Iceland,2015,20--64,Incomplete Primary,352,0
India,2015,20--64,Incomplete Primary,356,6.1
Indonesia,2015,20--64,Incomplete Primary,360,5.5
Iran (Islamic Republic of),2015,20--64,Incomplete Primary,364,5.6
Iraq,2015,20--64,Incomplete Primary,368,19.6
Ireland,2015,20--64,Incomplete Primary,372,0.4
Israel,2015,20--64,Incomplete Primary,376,2.5
Italy,2015,20--64,Incomplete Primary,380,0.8
Jamaica,2015,20--64,Incomplete Primary,388,2.1
Japan,2015,20--64,Incomplete Primary,392,0
Jordan,2015,20--64,Incomplete Primary,400,9.2
Kazakhstan,2015,20--64,Incomplete Primary,398,0.3
Kenya,2015,20--64,Incomplete Primary,404,11.2
Kiribati,2015,20--64,Incomplete Primary,296,10.1
Kuwait,2015,20--64,Incomplete Primary,414,27.7
Kyrgyzstan,2015,20--64,Incomplete Primary,417,0.2
Lao People's Democratic Republic,2015,20--64,Incomplete Primary,418,17.2
Latvia,2015,20--64,Incomplete Primary,428,0.3
Lebanon,2015,20--64,Incomplete Primary,422,1.7
Lesotho,2015,20--64,Incomplete Primary,426,28.6
Liberia,2015,20--64,Incomplete Primary,430,9.1
Libyan Arab Jamahiriya,2015,20--64,Incomplete Primary,434,4.4
Lithuania,2015,20--64,Incomplete Primary,440,0.2
Luxembourg,2015,20--64,Incomplete Primary,442,0
Macao Special Administrative Region of China,2015,20--64,Incomplete Primary,446,4.1
Madagascar,2015,20--64,Incomplete Primary,450,40.9
Malawi,2015,20--64,Incomplete Primary,454,22.9
Malaysia,2015,20--64,Incomplete Primary,458,4.1
Maldives,2015,20--64,Incomplete Primary,462,15.2
Mali,2015,20--64,Incomplete Primary,466,11.1
Malta,2015,20--64,Incomplete Primary,470,0
Martinique,2015,20--64,Incomplete Primary,474,5
Mauritania,2015,20--64,Incomplete Primary,478,7.9
Mauritius,2015,20--64,Incomplete Primary,480,19.4
