"cc","year","iso","age","highLS"
"Philippines",1995,608,"20--64",47.3
"Philippines",2000,608,"20--64",51.9
"Philippines",2005,608,"20--64",56.9
"Philippines",2010,608,"20--64",61.7
"Philippines",2015,608,"20--64",66.8
"Poland",1970,616,"20--64",42.5
"Poland",1975,616,"20--64",50.2
"Poland",1980,616,"20--64",58.1
"Poland",1985,616,"20--64",64.8
"Poland",1990,616,"20--64",70.9
"Poland",1995,616,"20--64",76.3
"Poland",2000,616,"20--64",80.6
"Poland",2005,616,"20--64",84.2
"Poland",2010,616,"20--64",86.7
"Poland",2015,616,"20--64",90.1
"Portugal",1970,620,"20--64",5.8
"Portugal",1975,620,"20--64",8.10000000000001
"Portugal",1980,620,"20--64",11.1
"Portugal",1985,620,"20--64",14.7
"Portugal",1990,620,"20--64",18.3
"Portugal",1995,620,"20--64",23.1
"Portugal",2000,620,"20--64",28.4
"Portugal",2005,620,"20--64",34.2
"Portugal",2010,620,"20--64",39.3
"Portugal",2015,620,"20--64",45.3
"Puerto Rico",1970,630,"20--64",35.9
"Puerto Rico",1975,630,"20--64",43.9
"Puerto Rico",1980,630,"20--64",50.2
"Puerto Rico",1985,630,"20--64",56.8
"Puerto Rico",1990,630,"20--64",63
"Puerto Rico",1995,630,"20--64",67.9
"Puerto Rico",2000,630,"20--64",72.4
"Puerto Rico",2005,630,"20--64",76.7
"Puerto Rico",2010,630,"20--64",80.3
"Puerto Rico",2015,630,"20--64",83.5
"Qatar",1970,634,"20--64",17.6
"Qatar",1975,634,"20--64",22.6
"Qatar",1980,634,"20--64",27.5
"Qatar",1985,634,"20--64",32.8
"Qatar",1990,634,"20--64",35.3
"Qatar",1995,634,"20--64",38.3
"Qatar",2000,634,"20--64",39.7
"Qatar",2005,634,"20--64",40.6
"Qatar",2010,634,"20--64",38.9
"Qatar",2015,634,"20--64",42.1
"Republic of Korea",1970,410,"20--64",21.1
"Republic of Korea",1975,410,"20--64",28.8
"Republic of Korea",1980,410,"20--64",38.3
"Republic of Korea",1985,410,"20--64",48.4
"Republic of Korea",1990,410,"20--64",57.6
"Republic of Korea",1995,410,"20--64",65.6
"Republic of Korea",2000,410,"20--64",72.3
"Republic of Korea",2005,410,"20--64",78.2
"Republic of Korea",2010,410,"20--64",83.9
"Republic of Korea",2015,410,"20--64",88.6
"Republic of Moldova",1970,498,"20--64",14.8
"Republic of Moldova",1975,498,"20--64",22.6
"Republic of Moldova",1980,498,"20--64",31.5
"Republic of Moldova",1985,498,"20--64",39.8
"Republic of Moldova",1990,498,"20--64",48
"Republic of Moldova",1995,498,"20--64",55.3
"Republic of Moldova",2000,498,"20--64",61.1
"Republic of Moldova",2005,498,"20--64",64.6
"Republic of Moldova",2010,498,"20--64",69.6
"Republic of Moldova",2015,498,"20--64",73.6
"Reunion",1970,638,"20--64",7.40000000000001
"Reunion",1975,638,"20--64",10.8
"Reunion",1980,638,"20--64",15.2
"Reunion",1985,638,"20--64",20.5
"Reunion",1990,638,"20--64",26.1
"Reunion",1995,638,"20--64",31.4
"Reunion",2000,638,"20--64",36.6
"Reunion",2005,638,"20--64",41.9
"Reunion",2010,638,"20--64",46.7
"Reunion",2015,638,"20--64",51.3
"Romania",1970,642,"20--64",25.1
"Romania",1975,642,"20--64",31.1
"Romania",1980,642,"20--64",38.2
"Romania",1985,642,"20--64",44.4
"Romania",1990,642,"20--64",51
"Romania",1995,642,"20--64",57.9
"Romania",2000,642,"20--64",63.3
"Romania",2005,642,"20--64",67.6
"Romania",2010,642,"20--64",70.2
"Romania",2015,642,"20--64",73.7
"Russian Federation",1970,643,"20--64",33.1
"Russian Federation",1975,643,"20--64",44
"Russian Federation",1980,643,"20--64",55.1
"Russian Federation",1985,643,"20--64",63.9
"Russian Federation",1990,643,"20--64",72
"Russian Federation",1995,643,"20--64",80.6
"Russian Federation",2000,643,"20--64",86.2
"Russian Federation",2005,643,"20--64",90.2
"Russian Federation",2010,643,"20--64",91.6
"Russian Federation",2015,643,"20--64",92.9
"Rwanda",1970,646,"20--64",0.5
"Rwanda",1975,646,"20--64",0.600000000000009
"Rwanda",1980,646,"20--64",0.699999999999989
"Rwanda",1985,646,"20--64",1.2
"Rwanda",1990,646,"20--64",1.8
"Rwanda",1995,646,"20--64",2.59999999999999
"Rwanda",2000,646,"20--64",3.59999999999999
"Rwanda",2005,646,"20--64",4.89999999999999
"Rwanda",2010,646,"20--64",6.7
"Rwanda",2015,646,"20--64",8.90000000000001
"Saint Lucia",1970,662,"20--64",6.09999999999999
"Saint Lucia",1975,662,"20--64",9.2
"Saint Lucia",1980,662,"20--64",13.4
"Saint Lucia",1985,662,"20--64",18.8
"Saint Lucia",1990,662,"20--64",23.7
"Saint Lucia",1995,662,"20--64",28.8
"Saint Lucia",2000,662,"20--64",34.7
"Saint Lucia",2005,662,"20--64",41.8
"Saint Lucia",2010,662,"20--64",47
"Saint Lucia",2015,662,"20--64",53.3
"Saint Vincent and the Grenadines",1970,670,"20--64",7.19999999999999
"Saint Vincent and the Grenadines",1975,670,"20--64",10.3
"Saint Vincent and the Grenadines",1980,670,"20--64",14.1
"Saint Vincent and the Grenadines",1985,670,"20--64",17.8
"Saint Vincent and the Grenadines",1990,670,"20--64",21.4
"Saint Vincent and the Grenadines",1995,670,"20--64",24.6
"Saint Vincent and the Grenadines",2000,670,"20--64",27.4
"Saint Vincent and the Grenadines",2005,670,"20--64",31.7
"Saint Vincent and the Grenadines",2010,670,"20--64",35.5
"Saint Vincent and the Grenadines",2015,670,"20--64",39.6
"Samoa",1970,882,"20--64",7.09999999999999
"Samoa",1975,882,"20--64",9.2
"Samoa",1980,882,"20--64",12
"Samoa",1985,882,"20--64",14.7
"Samoa",1990,882,"20--64",17
"Samoa",1995,882,"20--64",18.9
"Samoa",2000,882,"20--64",20.4
"Samoa",2005,882,"20--64",24
"Samoa",2010,882,"20--64",28.1
"Samoa",2015,882,"20--64",32.2
"Sao Tome and Principe",1970,678,"20--64",0
"Sao Tome and Principe",1975,678,"20--64",0.199999999999989
"Sao Tome and Principe",1980,678,"20--64",0.799999999999983
"Sao Tome and Principe",1985,678,"20--64",1.90000000000001
"Sao Tome and Principe",1990,678,"20--64",3.3
"Sao Tome and Principe",1995,678,"20--64",4.39999999999999
"Sao Tome and Principe",2000,678,"20--64",5.2
"Sao Tome and Principe",2005,678,"20--64",5.89999999999999
"Sao Tome and Principe",2010,678,"20--64",6.90000000000001
"Sao Tome and Principe",2015,678,"20--64",8.3
"Saudi Arabia",1970,682,"20--64",5.80000000000001
"Saudi Arabia",1975,682,"20--64",8
"Saudi Arabia",1980,682,"20--64",11.9
"Saudi Arabia",1985,682,"20--64",17.2
"Saudi Arabia",1990,682,"20--64",24
"Saudi Arabia",1995,682,"20--64",29.6
"Saudi Arabia",2000,682,"20--64",36.9
"Saudi Arabia",2005,682,"20--64",43.8
"Saudi Arabia",2010,682,"20--64",49.5
"Saudi Arabia",2015,682,"20--64",54.3
"Senegal",1970,686,"20--64",2
"Senegal",1975,686,"20--64",2.90000000000001
"Senegal",1980,686,"20--64",3.80000000000001
"Senegal",1985,686,"20--64",4.3
"Senegal",1990,686,"20--64",4.89999999999999
"Senegal",1995,686,"20--64",5.59999999999999
"Senegal",2000,686,"20--64",5.90000000000001
"Senegal",2005,686,"20--64",7.89999999999999
"Senegal",2010,686,"20--64",9.89999999999999
"Senegal",2015,686,"20--64",11.8
"Serbia",1970,688,"20--64",32.7
"Serbia",1975,688,"20--64",39.4
"Serbia",1980,688,"20--64",45.1
"Serbia",1985,688,"20--64",50.3
"Serbia",1990,688,"20--64",56.5
"Serbia",1995,688,"20--64",63.1
"Serbia",2000,688,"20--64",68.7
"Serbia",2005,688,"20--64",73.5
"Serbia",2010,688,"20--64",76.8
"Serbia",2015,688,"20--64",81.1
"Seychelles",2015,690,"20--64",53
"Sierra Leone",1970,694,"20--64",2.79999999999998
"Sierra Leone",1975,694,"20--64",3.8
"Sierra Leone",1980,694,"20--64",4.69999999999999
"Sierra Leone",1985,694,"20--64",6
"Sierra Leone",1990,694,"20--64",7
"Sierra Leone",1995,694,"20--64",8
"Sierra Leone",2000,694,"20--64",8.7
"Sierra Leone",2005,694,"20--64",9.59999999999999
"Sierra Leone",2010,694,"20--64",11.7
"Sierra Leone",2015,694,"20--64",14
"Singapore",1970,702,"20--64",17.5
"Singapore",1975,702,"20--64",25.9
"Singapore",1980,702,"20--64",34.5
"Singapore",1985,702,"20--64",42.1
"Singapore",1990,702,"20--64",50.4
"Singapore",1995,702,"20--64",56.6
"Singapore",2000,702,"20--64",62.6
"Singapore",2005,702,"20--64",69
"Singapore",2010,702,"20--64",75.2
"Singapore",2015,702,"20--64",80.4
"Slovakia",1970,703,"20--64",52.7
"Slovakia",1975,703,"20--64",60.5
"Slovakia",1980,703,"20--64",67.5
"Slovakia",1985,703,"20--64",72.3
"Slovakia",1990,703,"20--64",77.7
"Slovakia",1995,703,"20--64",81.9
"Slovakia",2000,703,"20--64",85.2
"Slovakia",2005,703,"20--64",87.7
"Slovakia",2010,703,"20--64",88.8
"Slovakia",2015,703,"20--64",91.2
"Slovenia",1970,705,"20--64",60.3
"Slovenia",1975,705,"20--64",61.9
"Slovenia",1980,705,"20--64",63.7
"Slovenia",1985,705,"20--64",65.8
"Slovenia",1990,705,"20--64",68.2
"Slovenia",1995,705,"20--64",70.4
"Slovenia",2000,705,"20--64",73.3
"Slovenia",2005,705,"20--64",76.1
"Slovenia",2010,705,"20--64",79
"Slovenia",2015,705,"20--64",81.8
"Solomon Islands",1970,90,"20--64",2.40000000000001
"Solomon Islands",1975,90,"20--64",3.2
"Solomon Islands",1980,90,"20--64",4.2
"Solomon Islands",1985,90,"20--64",5.70000000000002
"Solomon Islands",1990,90,"20--64",7.8
"Solomon Islands",1995,90,"20--64",10
"Solomon Islands",2000,90,"20--64",12
"Solomon Islands",2005,90,"20--64",14.7
"Solomon Islands",2010,90,"20--64",17.2
"Solomon Islands",2015,90,"20--64",20.6
"Somalia",1970,706,"20--64",1.90000000000001
"Somalia",1975,706,"20--64",2.59999999999999
"Somalia",1980,706,"20--64",3.40000000000001
"Somalia",1985,706,"20--64",4.8
"Somalia",1990,706,"20--64",5.89999999999998
"Somalia",1995,706,"20--64",6.7
"Somalia",2000,706,"20--64",6.8
"Somalia",2005,706,"20--64",6.80000000000001
"Somalia",2010,706,"20--64",8.30000000000001
"Somalia",2015,706,"20--64",10.1
"South Africa",1970,710,"20--64",15.9
"South Africa",1975,710,"20--64",17.6
"South Africa",1980,710,"20--64",19.9
"South Africa",1985,710,"20--64",22.6
"South Africa",1990,710,"20--64",26.1
"South Africa",1995,710,"20--64",30.2
"South Africa",2000,710,"20--64",34.8
"South Africa",2005,710,"20--64",39
"South Africa",2010,710,"20--64",42.6
"South Africa",2015,710,"20--64",48.9
"South Sudan",1970,728,"20--64",2
"South Sudan",1975,728,"20--64",2.39999999999999
"South Sudan",1980,728,"20--64",2.8
"South Sudan",1985,728,"20--64",3.59999999999999
"South Sudan",1990,728,"20--64",4.7
"South Sudan",1995,728,"20--64",6.09999999999999
"South Sudan",2000,728,"20--64",7.90000000000001
"South Sudan",2005,728,"20--64",9.89999999999999
"South Sudan",2010,728,"20--64",12.5
"South Sudan",2015,728,"20--64",16
"Spain",1970,724,"20--64",13.6
"Spain",1975,724,"20--64",17.3
"Spain",1980,724,"20--64",21.8
"Spain",1985,724,"20--64",26.8
"Spain",1990,724,"20--64",32.7
"Spain",1995,724,"20--64",39
"Spain",2000,724,"20--64",45.3
"Spain",2005,724,"20--64",50.7
"Spain",2010,724,"20--64",54.5
"Spain",2015,724,"20--64",59.8
"Sri Lanka",1970,144,"20--64",17
"Sri Lanka",1975,144,"20--64",21.2
"Sri Lanka",1980,144,"20--64",25
"Sri Lanka",1985,144,"20--64",28.8
"Sri Lanka",1990,144,"20--64",32.8
"Sri Lanka",1995,144,"20--64",36.7
"Sri Lanka",2000,144,"20--64",40.4
"Sri Lanka",2005,144,"20--64",44.3
"Sri Lanka",2010,144,"20--64",48.1
"Sri Lanka",2015,144,"20--64",51.9
"Sudan",1970,729,"20--64",1.49999999999999
"Sudan",1975,729,"20--64",2.3
"Sudan",1980,729,"20--64",3.50000000000001
"Sudan",1985,729,"20--64",5.3
"Sudan",1990,729,"20--64",7.90000000000001
"Sudan",1995,729,"20--64",10.7
"Sudan",2000,729,"20--64",13.7
"Sudan",2005,729,"20--64",16.6
"Sudan",2010,729,"20--64",19.4
"Sudan",2015,729,"20--64",24.9
"Suriname",1970,740,"20--64",7
"Suriname",1975,740,"20--64",9.2
"Suriname",1980,740,"20--64",11.5
"Suriname",1985,740,"20--64",14.3
"Suriname",1990,740,"20--64",16.6
"Suriname",1995,740,"20--64",18.7
"Suriname",2000,740,"20--64",20.6
"Suriname",2005,740,"20--64",22.8
"Suriname",2010,740,"20--64",25.7
"Suriname",2015,740,"20--64",28.7
"Swaziland",1970,748,"20--64",2.89999999999999
"Swaziland",1975,748,"20--64",5
"Swaziland",1980,748,"20--64",7.79999999999998
"Swaziland",1985,748,"20--64",11
"Swaziland",1990,748,"20--64",15
"Swaziland",1995,748,"20--64",19.1
"Swaziland",2000,748,"20--64",22.9
"Swaziland",2005,748,"20--64",24.8
"Swaziland",2010,748,"20--64",32.8
"Swaziland",2015,748,"20--64",41.1
"Sweden",1970,752,"20--64",39.6
"Sweden",1975,752,"20--64",45.4
"Sweden",1980,752,"20--64",51.2
"Sweden",1985,752,"20--64",57.1
"Sweden",1990,752,"20--64",62.8
"Sweden",1995,752,"20--64",67.6
"Sweden",2000,752,"20--64",71.9
"Sweden",2005,752,"20--64",75.5
"Sweden",2010,752,"20--64",78.7
"Sweden",2015,752,"20--64",81.6
"Switzerland",1970,756,"20--64",55.2
"Switzerland",1975,756,"20--64",59.1
"Switzerland",1980,756,"20--64",62.9
"Switzerland",1985,756,"20--64",66.5
"Switzerland",1990,756,"20--64",70.3
"Switzerland",1995,756,"20--64",73.5
"Switzerland",2000,756,"20--64",76.2
"Switzerland",2005,756,"20--64",78.5
"Switzerland",2010,756,"20--64",80.4
"Switzerland",2015,756,"20--64",82.1
"Syrian Arab Republic",1970,760,"20--64",3.39999999999999
"Syrian Arab Republic",1975,760,"20--64",5.19999999999999
"Syrian Arab Republic",1980,760,"20--64",7.80000000000001
"Syrian Arab Republic",1985,760,"20--64",10.9
"Syrian Arab Republic",1990,760,"20--64",13.9
"Syrian Arab Republic",1995,760,"20--64",16.5
"Syrian Arab Republic",2000,760,"20--64",18.3
"Syrian Arab Republic",2005,760,"20--64",19.4
"Syrian Arab Republic",2010,760,"20--64",23.5
"Syrian Arab Republic",2015,760,"20--64",26.9
"Taiwan Province of China",1970,158,"20--64",13.7
"Taiwan Province of China",1975,158,"20--64",20.2
"Taiwan Province of China",1980,158,"20--64",29
"Taiwan Province of China",1985,158,"20--64",37.6
"Taiwan Province of China",1990,158,"20--64",46
"Taiwan Province of China",1995,158,"20--64",53.7
"Taiwan Province of China",2000,158,"20--64",60.8
"Taiwan Province of China",2005,158,"20--64",67.3
"Taiwan Province of China",2010,158,"20--64",72.7
"Taiwan Province of China",2015,158,"20--64",77.7
"Tajikistan",1970,762,"20--64",32.6
"Tajikistan",1975,762,"20--64",43.3
"Tajikistan",1980,762,"20--64",54.3
"Tajikistan",1985,762,"20--64",64.2
"Tajikistan",1990,762,"20--64",72.6
"Tajikistan",1995,762,"20--64",79.8
"Tajikistan",2000,762,"20--64",84.6
"Tajikistan",2005,762,"20--64",88.4
"Tajikistan",2010,762,"20--64",90.9
"Tajikistan",2015,762,"20--64",93
"Thailand",1970,764,"20--64",4.90000000000001
"Thailand",1975,764,"20--64",7.2
"Thailand",1980,764,"20--64",10.7
"Thailand",1985,764,"20--64",15
"Thailand",1990,764,"20--64",19.4
"Thailand",1995,764,"20--64",24.3
"Thailand",2000,764,"20--64",29.3
"Thailand",2005,764,"20--64",34.5
"Thailand",2010,764,"20--64",39.3
"Thailand",2015,764,"20--64",44.7
"The former Yugoslav Republic of Macedonia",1970,807,"20--64",13.6
"The former Yugoslav Republic of Macedonia",1975,807,"20--64",21
"The former Yugoslav Republic of Macedonia",1980,807,"20--64",28.4
"The former Yugoslav Republic of Macedonia",1985,807,"20--64",34.1
"The former Yugoslav Republic of Macedonia",1990,807,"20--64",40
"The former Yugoslav Republic of Macedonia",1995,807,"20--64",45.4
"The former Yugoslav Republic of Macedonia",2000,807,"20--64",50.3
"The former Yugoslav Republic of Macedonia",2005,807,"20--64",55.2
"The former Yugoslav Republic of Macedonia",2010,807,"20--64",59.4
"The former Yugoslav Republic of Macedonia",2015,807,"20--64",63.4
"Timor-Leste",1970,626,"20--64",1.40000000000001
"Timor-Leste",1975,626,"20--64",1.40000000000001
"Timor-Leste",1980,626,"20--64",2.2
"Timor-Leste",1985,626,"20--64",3.90000000000001
"Timor-Leste",1990,626,"20--64",7.09999999999998
"Timor-Leste",1995,626,"20--64",11.6
"Timor-Leste",2000,626,"20--64",15.6
"Timor-Leste",2005,626,"20--64",22.5
"Timor-Leste",2010,626,"20--64",29.8
"Timor-Leste",2015,626,"20--64",37
"Togo",1970,768,"20--64",1
"Togo",1975,768,"20--64",1.60000000000001
"Togo",1980,768,"20--64",2.50000000000001
"Togo",1985,768,"20--64",3.8
"Togo",1990,768,"20--64",5.30000000000001
"Togo",1995,768,"20--64",6.2
"Togo",2000,768,"20--64",7.19999999999999
"Togo",2005,768,"20--64",8.3
"Togo",2010,768,"20--64",10.3
"Togo",2015,768,"20--64",12.8
"Tonga",1970,776,"20--64",7.10000000000001
"Tonga",1975,776,"20--64",9.30000000000001
"Tonga",1980,776,"20--64",11.9
"Tonga",1985,776,"20--64",15.3
"Tonga",1990,776,"20--64",19.4
"Tonga",1995,776,"20--64",22.1
"Tonga",2000,776,"20--64",24.8
"Tonga",2005,776,"20--64",26.8
"Tonga",2010,776,"20--64",31.3
"Tonga",2015,776,"20--64",35.8
"Trinidad and Tobago",1970,780,"20--64",11
"Trinidad and Tobago",1975,780,"20--64",15.5
"Trinidad and Tobago",1980,780,"20--64",20.7
"Trinidad and Tobago",1985,780,"20--64",26.3
"Trinidad and Tobago",1990,780,"20--64",31.7
"Trinidad and Tobago",1995,780,"20--64",36.9
"Trinidad and Tobago",2000,780,"20--64",41.8
"Trinidad and Tobago",2005,780,"20--64",47.1
"Trinidad and Tobago",2010,780,"20--64",51.9
"Trinidad and Tobago",2015,780,"20--64",57
"Tunisia",1970,788,"20--64",1.90000000000001
"Tunisia",1975,788,"20--64",3.10000000000001
"Tunisia",1980,788,"20--64",5
"Tunisia",1985,788,"20--64",7.09999999999999
"Tunisia",1990,788,"20--64",9.40000000000001
"Tunisia",1995,788,"20--64",12.4
"Tunisia",2000,788,"20--64",16
"Tunisia",2005,788,"20--64",20.9
"Tunisia",2010,788,"20--64",26.6
"Tunisia",2015,788,"20--64",31.5
"Turkey",1970,792,"20--64",5.90000000000001
"Turkey",1975,792,"20--64",8.19999999999999
"Turkey",1980,792,"20--64",11.5
"Turkey",1985,792,"20--64",15.4
"Turkey",1990,792,"20--64",19.8
"Turkey",1995,792,"20--64",24.2
"Turkey",2000,792,"20--64",28.8
"Turkey",2005,792,"20--64",33.1
"Turkey",2010,792,"20--64",38.4
"Turkey",2015,792,"20--64",43.9
"Turkmenistan",1970,795,"20--64",39.8
"Turkmenistan",1975,795,"20--64",51.1
"Turkmenistan",1980,795,"20--64",62.2
"Turkmenistan",1985,795,"20--64",71.1
"Turkmenistan",1990,795,"20--64",78.1
"Turkmenistan",1995,795,"20--64",83.9
"Turkmenistan",2000,795,"20--64",88.1
"Turkmenistan",2005,795,"20--64",91.4
"Turkmenistan",2010,795,"20--64",93.1
"Turkmenistan",2015,795,"20--64",94.8
"Uganda",1970,800,"20--64",1.29999999999998
"Uganda",1975,800,"20--64",1.89999999999999
"Uganda",1980,800,"20--64",2.19999999999999
"Uganda",1985,800,"20--64",2.89999999999999
"Uganda",1990,800,"20--64",3.5
"Uganda",1995,800,"20--64",4
"Uganda",2000,800,"20--64",4.3
"Uganda",2005,800,"20--64",6.2
"Uganda",2010,800,"20--64",7.90000000000001
"Uganda",2015,800,"20--64",9.90000000000001
"Ukraine",1970,804,"20--64",36.1
"Ukraine",1975,804,"20--64",46.2
"Ukraine",1980,804,"20--64",56.7
"Ukraine",1985,804,"20--64",64.9
"Ukraine",1990,804,"20--64",73.2
"Ukraine",1995,804,"20--64",80.8
"Ukraine",2000,804,"20--64",84.8
"Ukraine",2005,804,"20--64",89
"Ukraine",2010,804,"20--64",91.3
"Ukraine",2015,804,"20--64",93
"United Arab Emirates",1970,784,"20--64",22.8
"United Arab Emirates",1975,784,"20--64",32.7
"United Arab Emirates",1980,784,"20--64",40.8
"United Arab Emirates",1985,784,"20--64",43.9
"United Arab Emirates",1990,784,"20--64",45.7
"United Arab Emirates",1995,784,"20--64",47.1
"United Arab Emirates",2000,784,"20--64",47.3
"United Arab Emirates",2005,784,"20--64",48
"United Arab Emirates",2010,784,"20--64",49.7
"United Arab Emirates",2015,784,"20--64",52.4
"United Kingdom of Great Britain and Northern Ireland",1970,826,"20--64",36
"United Kingdom of Great Britain and Northern Ireland",1975,826,"20--64",40.3
"United Kingdom of Great Britain and Northern Ireland",1980,826,"20--64",45.1
"United Kingdom of Great Britain and Northern Ireland",1985,826,"20--64",50.2
"United Kingdom of Great Britain and Northern Ireland",1990,826,"20--64",55.2
"United Kingdom of Great Britain and Northern Ireland",1995,826,"20--64",59.4
"United Kingdom of Great Britain and Northern Ireland",2000,826,"20--64",63.2
"United Kingdom of Great Britain and Northern Ireland",2005,826,"20--64",67
"United Kingdom of Great Britain and Northern Ireland",2010,826,"20--64",70.4
"United Kingdom of Great Britain and Northern Ireland",2015,826,"20--64",74.2
"United Republic of Tanzania",1970,834,"20--64",0.700000000000003
"United Republic of Tanzania",1975,834,"20--64",1.2
"United Republic of Tanzania",1980,834,"20--64",1.59999999999999
"United Republic of Tanzania",1985,834,"20--64",1.89999999999999
"United Republic of Tanzania",1990,834,"20--64",2.39999999999999
"United Republic of Tanzania",1995,834,"20--64",2.7
"United Republic of Tanzania",2000,834,"20--64",3.10000000000001
"United Republic of Tanzania",2005,834,"20--64",4.09999999999999
"United Republic of Tanzania",2010,834,"20--64",4.90000000000001
"United Republic of Tanzania",2015,834,"20--64",6.7
"United States of America",1970,840,"20--64",66.1
"United States of America",1975,840,"20--64",72.7
"United States of America",1980,840,"20--64",78.2
"United States of America",1985,840,"20--64",82.5
"United States of America",1990,840,"20--64",85.4
"United States of America",1995,840,"20--64",87
"United States of America",2000,840,"20--64",87.9
"United States of America",2005,840,"20--64",88.4
"United States of America",2010,840,"20--64",89
"United States of America",2015,840,"20--64",89.7
"United States Virgin Islands",2015,850,"20--64",47.8
"Uruguay",1970,858,"20--64",12.1
"Uruguay",1975,858,"20--64",14.8
"Uruguay",1980,858,"20--64",17.9
"Uruguay",1985,858,"20--64",21
"Uruguay",1990,858,"20--64",24.1
"Uruguay",1995,858,"20--64",26.9
"Uruguay",2000,858,"20--64",29.1
"Uruguay",2005,858,"20--64",31.1
"Uruguay",2010,858,"20--64",32.6
"Uruguay",2015,858,"20--64",36
"Uzbekistan",2015,860,"20--64",90.4
"Vanuatu",1970,548,"20--64",3.5
"Vanuatu",1975,548,"20--64",4.8
"Vanuatu",1980,548,"20--64",6.10000000000001
"Vanuatu",1985,548,"20--64",7.60000000000001
"Vanuatu",1990,548,"20--64",9.2
"Vanuatu",1995,548,"20--64",10.9
"Vanuatu",2000,548,"20--64",12.4
"Vanuatu",2005,548,"20--64",14.1
"Vanuatu",2010,548,"20--64",15.8
"Vanuatu",2015,548,"20--64",18.8
"Venezuela (Bolivarian Republic of)",1970,862,"20--64",16.7
"Venezuela (Bolivarian Republic of)",1975,862,"20--64",21
"Venezuela (Bolivarian Republic of)",1980,862,"20--64",25.9
"Venezuela (Bolivarian Republic of)",1985,862,"20--64",30.7
"Venezuela (Bolivarian Republic of)",1990,862,"20--64",35.4
"Venezuela (Bolivarian Republic of)",1995,862,"20--64",39.4
"Venezuela (Bolivarian Republic of)",2000,862,"20--64",43.2
"Venezuela (Bolivarian Republic of)",2005,862,"20--64",46.9
"Venezuela (Bolivarian Republic of)",2010,862,"20--64",50.5
"Venezuela (Bolivarian Republic of)",2015,862,"20--64",54.5
"Viet Nam",1970,704,"20--64",3.69999999999999
"Viet Nam",1975,704,"20--64",5.59999999999999
"Viet Nam",1980,704,"20--64",8.19999999999999
"Viet Nam",1985,704,"20--64",10.7
"Viet Nam",1990,704,"20--64",12.6
"Viet Nam",1995,704,"20--64",14
"Viet Nam",2000,704,"20--64",15.4
"Viet Nam",2005,704,"20--64",17.6
"Viet Nam",2010,704,"20--64",20.1
"Viet Nam",2015,704,"20--64",22.9
"Western Sahara",2015,732,"20--64",11.6
"World",1970,900,"20--64",19.2
"World",1975,900,"20--64",22.4
"World",1980,900,"20--64",25.7
"World",1985,900,"20--64",28.7
"World",1990,900,"20--64",31.4
"World",1995,900,"20--64",33.9
"World",2000,900,"20--64",36.5
"World",2005,900,"20--64",39.1
"World",2010,900,"20--64",41.9
"World",2015,900,"20--64",44.9
"Yemen",1970,887,"20--64",0
"Yemen",1975,887,"20--64",0.0999999999999943
"Yemen",1980,887,"20--64",0.0999999999999943
"Yemen",1985,887,"20--64",0.199999999999989
"Yemen",1990,887,"20--64",0.700000000000003
"Yemen",1995,887,"20--64",1.40000000000001
"Yemen",2000,887,"20--64",3.3
"Yemen",2005,887,"20--64",7.10000000000001
"Yemen",2010,887,"20--64",11.7
"Yemen",2015,887,"20--64",19
"Zambia",1970,894,"20--64",10.6
"Zambia",1975,894,"20--64",12.6
"Zambia",1980,894,"20--64",14.4
"Zambia",1985,894,"20--64",15.9
"Zambia",1990,894,"20--64",17.1
"Zambia",1995,894,"20--64",18.1
"Zambia",2000,894,"20--64",19.2
"Zambia",2005,894,"20--64",20.6
"Zambia",2010,894,"20--64",22.1
"Zambia",2015,894,"20--64",25.2
"Zimbabwe",1970,716,"20--64",11.5
"Zimbabwe",1975,716,"20--64",13.9
"Zimbabwe",1980,716,"20--64",17.3
"Zimbabwe",1985,716,"20--64",23
"Zimbabwe",1990,716,"20--64",30.3
"Zimbabwe",1995,716,"20--64",37.2
"Zimbabwe",2000,716,"20--64",43.4
"Zimbabwe",2005,716,"20--64",48.5
"Zimbabwe",2010,716,"20--64",51.2
"Zimbabwe",2015,716,"20--64",59.8
