Area;Year;Age;Sex;Education;ISOCode;Distribution
New Zealand;2010;15+;Male;Under 15;554;0
New Zealand;2015;15+;Male;Under 15;554;0
New Zealand;2020;15+;Male;Under 15;554;0
Nicaragua;1970;15+;Male;Under 15;558;0
Nicaragua;1975;15+;Male;Under 15;558;0
Nicaragua;1980;15+;Male;Under 15;558;0
Nicaragua;1985;15+;Male;Under 15;558;0
Nicaragua;1990;15+;Male;Under 15;558;0
Nicaragua;1995;15+;Male;Under 15;558;0
Nicaragua;2000;15+;Male;Under 15;558;0
Nicaragua;2005;15+;Male;Under 15;558;0
Nicaragua;2010;15+;Male;Under 15;558;0
Nicaragua;2015;15+;Male;Under 15;558;0
Nicaragua;2020;15+;Male;Under 15;558;0
Niger;1970;15+;Male;Under 15;562;0
Niger;1975;15+;Male;Under 15;562;0
Niger;1980;15+;Male;Under 15;562;0
Niger;1985;15+;Male;Under 15;562;0
Niger;1990;15+;Male;Under 15;562;0
Niger;1995;15+;Male;Under 15;562;0
Niger;2000;15+;Male;Under 15;562;0
Niger;2005;15+;Male;Under 15;562;0
Niger;2010;15+;Male;Under 15;562;0
Niger;2015;15+;Male;Under 15;562;0
Niger;2020;15+;Male;Under 15;562;0
Nigeria;1970;15+;Male;Under 15;566;0
Nigeria;1975;15+;Male;Under 15;566;0
Nigeria;1980;15+;Male;Under 15;566;0
Nigeria;1985;15+;Male;Under 15;566;0
Nigeria;1990;15+;Male;Under 15;566;0
Nigeria;1995;15+;Male;Under 15;566;0
Nigeria;2000;15+;Male;Under 15;566;0
Nigeria;2005;15+;Male;Under 15;566;0
Nigeria;2010;15+;Male;Under 15;566;0
Nigeria;2015;15+;Male;Under 15;566;0
Nigeria;2020;15+;Male;Under 15;566;0
Norway;1970;15+;Male;Under 15;578;0
Norway;1975;15+;Male;Under 15;578;0
Norway;1980;15+;Male;Under 15;578;0
Norway;1985;15+;Male;Under 15;578;0
Norway;1990;15+;Male;Under 15;578;0
Norway;1995;15+;Male;Under 15;578;0
Norway;2000;15+;Male;Under 15;578;0
Norway;2005;15+;Male;Under 15;578;0
Norway;2010;15+;Male;Under 15;578;0
Norway;2015;15+;Male;Under 15;578;0
Norway;2020;15+;Male;Under 15;578;0
Occupied Palestinian Territory;1970;15+;Male;Under 15;275;0
Occupied Palestinian Territory;1975;15+;Male;Under 15;275;0
Occupied Palestinian Territory;1980;15+;Male;Under 15;275;0
Occupied Palestinian Territory;1985;15+;Male;Under 15;275;0
Occupied Palestinian Territory;1990;15+;Male;Under 15;275;0
Occupied Palestinian Territory;1995;15+;Male;Under 15;275;0
Occupied Palestinian Territory;2000;15+;Male;Under 15;275;0
Occupied Palestinian Territory;2005;15+;Male;Under 15;275;0
Occupied Palestinian Territory;2010;15+;Male;Under 15;275;0
Occupied Palestinian Territory;2015;15+;Male;Under 15;275;0
Occupied Palestinian Territory;2020;15+;Male;Under 15;275;0
Oman;1970;15+;Male;Under 15;512;0
Oman;1975;15+;Male;Under 15;512;0
Oman;1980;15+;Male;Under 15;512;0
Oman;1985;15+;Male;Under 15;512;0
Oman;1990;15+;Male;Under 15;512;0
Oman;1995;15+;Male;Under 15;512;0
Oman;2000;15+;Male;Under 15;512;0
Oman;2005;15+;Male;Under 15;512;0
Oman;2010;15+;Male;Under 15;512;0
Oman;2015;15+;Male;Under 15;512;0
Oman;2020;15+;Male;Under 15;512;0
Pakistan;1970;15+;Male;Under 15;586;0
Pakistan;1975;15+;Male;Under 15;586;0
Pakistan;1980;15+;Male;Under 15;586;0
Pakistan;1985;15+;Male;Under 15;586;0
Pakistan;1990;15+;Male;Under 15;586;0
Pakistan;1995;15+;Male;Under 15;586;0
Pakistan;2000;15+;Male;Under 15;586;0
Pakistan;2005;15+;Male;Under 15;586;0
Pakistan;2010;15+;Male;Under 15;586;0
Pakistan;2015;15+;Male;Under 15;586;0
Pakistan;2020;15+;Male;Under 15;586;0
Panama;1970;15+;Male;Under 15;591;0
Panama;1975;15+;Male;Under 15;591;0
Panama;1980;15+;Male;Under 15;591;0
Panama;1985;15+;Male;Under 15;591;0
Panama;1990;15+;Male;Under 15;591;0
Panama;1995;15+;Male;Under 15;591;0
Panama;2000;15+;Male;Under 15;591;0
Panama;2005;15+;Male;Under 15;591;0
Panama;2010;15+;Male;Under 15;591;0
Panama;2015;15+;Male;Under 15;591;0
Panama;2020;15+;Male;Under 15;591;0
Papua New Guinea;2015;15+;Male;Under 15;598;0
Papua New Guinea;2020;15+;Male;Under 15;598;0
Paraguay;1970;15+;Male;Under 15;600;0
Paraguay;1975;15+;Male;Under 15;600;0
Paraguay;1980;15+;Male;Under 15;600;0
Paraguay;1985;15+;Male;Under 15;600;0
Paraguay;1990;15+;Male;Under 15;600;0
Paraguay;1995;15+;Male;Under 15;600;0
Paraguay;2000;15+;Male;Under 15;600;0
Paraguay;2005;15+;Male;Under 15;600;0
Paraguay;2010;15+;Male;Under 15;600;0
Paraguay;2015;15+;Male;Under 15;600;0
Paraguay;2020;15+;Male;Under 15;600;0
Peru;1970;15+;Male;Under 15;604;0
Peru;1975;15+;Male;Under 15;604;0
Peru;1980;15+;Male;Under 15;604;0
Peru;1985;15+;Male;Under 15;604;0
Peru;1990;15+;Male;Under 15;604;0
Peru;1995;15+;Male;Under 15;604;0
Peru;2000;15+;Male;Under 15;604;0
Peru;2005;15+;Male;Under 15;604;0
Peru;2010;15+;Male;Under 15;604;0
Peru;2015;15+;Male;Under 15;604;0
Peru;2020;15+;Male;Under 15;604;0
Philippines;1970;15+;Male;Under 15;608;0
Philippines;1975;15+;Male;Under 15;608;0
Philippines;1980;15+;Male;Under 15;608;0
Philippines;1985;15+;Male;Under 15;608;0
Philippines;1990;15+;Male;Under 15;608;0
Philippines;1995;15+;Male;Under 15;608;0
Philippines;2000;15+;Male;Under 15;608;0
Philippines;2005;15+;Male;Under 15;608;0
Philippines;2010;15+;Male;Under 15;608;0
Philippines;2015;15+;Male;Under 15;608;0
Philippines;2020;15+;Male;Under 15;608;0
Poland;1970;15+;Male;Under 15;616;0
Poland;1975;15+;Male;Under 15;616;0
Poland;1980;15+;Male;Under 15;616;0
Poland;1985;15+;Male;Under 15;616;0
Poland;1990;15+;Male;Under 15;616;0
Poland;1995;15+;Male;Under 15;616;0
Poland;2000;15+;Male;Under 15;616;0
Poland;2005;15+;Male;Under 15;616;0
Poland;2010;15+;Male;Under 15;616;0
Poland;2015;15+;Male;Under 15;616;0
Poland;2020;15+;Male;Under 15;616;0
Portugal;1970;15+;Male;Under 15;620;0
Portugal;1975;15+;Male;Under 15;620;0
Portugal;1980;15+;Male;Under 15;620;0
Portugal;1985;15+;Male;Under 15;620;0
Portugal;1990;15+;Male;Under 15;620;0
Portugal;1995;15+;Male;Under 15;620;0
Portugal;2000;15+;Male;Under 15;620;0
Portugal;2005;15+;Male;Under 15;620;0
Portugal;2010;15+;Male;Under 15;620;0
Portugal;2015;15+;Male;Under 15;620;0
Portugal;2020;15+;Male;Under 15;620;0
Puerto Rico;1970;15+;Male;Under 15;630;0
Puerto Rico;1975;15+;Male;Under 15;630;0
Puerto Rico;1980;15+;Male;Under 15;630;0
Puerto Rico;1985;15+;Male;Under 15;630;0
Puerto Rico;1990;15+;Male;Under 15;630;0
Puerto Rico;1995;15+;Male;Under 15;630;0
Puerto Rico;2000;15+;Male;Under 15;630;0
Puerto Rico;2005;15+;Male;Under 15;630;0
Puerto Rico;2010;15+;Male;Under 15;630;0
Puerto Rico;2015;15+;Male;Under 15;630;0
Puerto Rico;2020;15+;Male;Under 15;630;0
Qatar;1970;15+;Male;Under 15;634;0
Qatar;1975;15+;Male;Under 15;634;0
Qatar;1980;15+;Male;Under 15;634;0
Qatar;1985;15+;Male;Under 15;634;0
Qatar;1990;15+;Male;Under 15;634;0
Qatar;1995;15+;Male;Under 15;634;0
Qatar;2000;15+;Male;Under 15;634;0
Qatar;2005;15+;Male;Under 15;634;0
Qatar;2010;15+;Male;Under 15;634;0
Qatar;2015;15+;Male;Under 15;634;0
Qatar;2020;15+;Male;Under 15;634;0
Republic of Korea;1970;15+;Male;Under 15;410;0
Republic of Korea;1975;15+;Male;Under 15;410;0
Republic of Korea;1980;15+;Male;Under 15;410;0
Republic of Korea;1985;15+;Male;Under 15;410;0
Republic of Korea;1990;15+;Male;Under 15;410;0
Republic of Korea;1995;15+;Male;Under 15;410;0
Republic of Korea;2000;15+;Male;Under 15;410;0
Republic of Korea;2005;15+;Male;Under 15;410;0
Republic of Korea;2010;15+;Male;Under 15;410;0
Republic of Korea;2015;15+;Male;Under 15;410;0
Republic of Korea;2020;15+;Male;Under 15;410;0
Republic of Moldova;1970;15+;Male;Under 15;498;0
Republic of Moldova;1975;15+;Male;Under 15;498;0
Republic of Moldova;1980;15+;Male;Under 15;498;0
Republic of Moldova;1985;15+;Male;Under 15;498;0
Republic of Moldova;1990;15+;Male;Under 15;498;0
Republic of Moldova;1995;15+;Male;Under 15;498;0
Republic of Moldova;2000;15+;Male;Under 15;498;0
Republic of Moldova;2005;15+;Male;Under 15;498;0
Republic of Moldova;2010;15+;Male;Under 15;498;0
Republic of Moldova;2015;15+;Male;Under 15;498;0
Republic of Moldova;2020;15+;Male;Under 15;498;0
Reunion;1970;15+;Male;Under 15;638;0
Reunion;1975;15+;Male;Under 15;638;0
Reunion;1980;15+;Male;Under 15;638;0
Reunion;1985;15+;Male;Under 15;638;0
Reunion;1990;15+;Male;Under 15;638;0
Reunion;1995;15+;Male;Under 15;638;0
Reunion;2000;15+;Male;Under 15;638;0
Reunion;2005;15+;Male;Under 15;638;0
Reunion;2010;15+;Male;Under 15;638;0
Reunion;2015;15+;Male;Under 15;638;0
Reunion;2020;15+;Male;Under 15;638;0
Romania;1970;15+;Male;Under 15;642;0
Romania;1975;15+;Male;Under 15;642;0
Romania;1980;15+;Male;Under 15;642;0
Romania;1985;15+;Male;Under 15;642;0
Romania;1990;15+;Male;Under 15;642;0
Romania;1995;15+;Male;Under 15;642;0
Romania;2000;15+;Male;Under 15;642;0
Romania;2005;15+;Male;Under 15;642;0
Romania;2010;15+;Male;Under 15;642;0
Romania;2015;15+;Male;Under 15;642;0
Romania;2020;15+;Male;Under 15;642;0
Russian Federation;1970;15+;Male;Under 15;643;0
Russian Federation;1975;15+;Male;Under 15;643;0
Russian Federation;1980;15+;Male;Under 15;643;0
Russian Federation;1985;15+;Male;Under 15;643;0
Russian Federation;1990;15+;Male;Under 15;643;0
Russian Federation;1995;15+;Male;Under 15;643;0
Russian Federation;2000;15+;Male;Under 15;643;0
Russian Federation;2005;15+;Male;Under 15;643;0
Russian Federation;2010;15+;Male;Under 15;643;0
Russian Federation;2015;15+;Male;Under 15;643;0
Russian Federation;2020;15+;Male;Under 15;643;0
Rwanda;1970;15+;Male;Under 15;646;0
Rwanda;1975;15+;Male;Under 15;646;0
Rwanda;1980;15+;Male;Under 15;646;0
Rwanda;1985;15+;Male;Under 15;646;0
Rwanda;1990;15+;Male;Under 15;646;0
Rwanda;1995;15+;Male;Under 15;646;0
Rwanda;2000;15+;Male;Under 15;646;0
Rwanda;2005;15+;Male;Under 15;646;0
Rwanda;2010;15+;Male;Under 15;646;0
Rwanda;2015;15+;Male;Under 15;646;0
Rwanda;2020;15+;Male;Under 15;646;0
Saint Lucia;1970;15+;Male;Under 15;662;0
Saint Lucia;1975;15+;Male;Under 15;662;0
Saint Lucia;1980;15+;Male;Under 15;662;0
Saint Lucia;1985;15+;Male;Under 15;662;0
Saint Lucia;1990;15+;Male;Under 15;662;0
Saint Lucia;1995;15+;Male;Under 15;662;0
Saint Lucia;2000;15+;Male;Under 15;662;0
Saint Lucia;2005;15+;Male;Under 15;662;0
Saint Lucia;2010;15+;Male;Under 15;662;0
Saint Lucia;2015;15+;Male;Under 15;662;0
Saint Lucia;2020;15+;Male;Under 15;662;0
Saint Vincent and the Grenadines;1970;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;1975;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;1980;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;1985;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;1990;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;1995;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;2000;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;2005;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;2010;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;2015;15+;Male;Under 15;670;0
Saint Vincent and the Grenadines;2020;15+;Male;Under 15;670;0
Samoa;1970;15+;Male;Under 15;882;0
Samoa;1975;15+;Male;Under 15;882;0
Samoa;1980;15+;Male;Under 15;882;0
Samoa;1985;15+;Male;Under 15;882;0
Samoa;1990;15+;Male;Under 15;882;0
Samoa;1995;15+;Male;Under 15;882;0
Samoa;2000;15+;Male;Under 15;882;0
Samoa;2005;15+;Male;Under 15;882;0
Samoa;2010;15+;Male;Under 15;882;0
Samoa;2015;15+;Male;Under 15;882;0
Samoa;2020;15+;Male;Under 15;882;0
Sao Tome and Principe;1970;15+;Male;Under 15;678;0
Sao Tome and Principe;1975;15+;Male;Under 15;678;0
Sao Tome and Principe;1980;15+;Male;Under 15;678;0
Sao Tome and Principe;1985;15+;Male;Under 15;678;0
Sao Tome and Principe;1990;15+;Male;Under 15;678;0
Sao Tome and Principe;1995;15+;Male;Under 15;678;0
Sao Tome and Principe;2000;15+;Male;Under 15;678;0
Sao Tome and Principe;2005;15+;Male;Under 15;678;0
Sao Tome and Principe;2010;15+;Male;Under 15;678;0
Sao Tome and Principe;2015;15+;Male;Under 15;678;0
Sao Tome and Principe;2020;15+;Male;Under 15;678;0
Saudi Arabia;1970;15+;Male;Under 15;682;0
Saudi Arabia;1975;15+;Male;Under 15;682;0
Saudi Arabia;1980;15+;Male;Under 15;682;0
Saudi Arabia;1985;15+;Male;Under 15;682;0
Saudi Arabia;1990;15+;Male;Under 15;682;0
Saudi Arabia;1995;15+;Male;Under 15;682;0
Saudi Arabia;2000;15+;Male;Under 15;682;0
Saudi Arabia;2005;15+;Male;Under 15;682;0
Saudi Arabia;2010;15+;Male;Under 15;682;0
Saudi Arabia;2015;15+;Male;Under 15;682;0
Saudi Arabia;2020;15+;Male;Under 15;682;0
Senegal;1970;15+;Male;Under 15;686;0
Senegal;1975;15+;Male;Under 15;686;0
Senegal;1980;15+;Male;Under 15;686;0
Senegal;1985;15+;Male;Under 15;686;0
Senegal;1990;15+;Male;Under 15;686;0
Senegal;1995;15+;Male;Under 15;686;0
Senegal;2000;15+;Male;Under 15;686;0
Senegal;2005;15+;Male;Under 15;686;0
Senegal;2010;15+;Male;Under 15;686;0
Senegal;2015;15+;Male;Under 15;686;0
Senegal;2020;15+;Male;Under 15;686;0
Serbia;1970;15+;Male;Under 15;688;0
Serbia;1975;15+;Male;Under 15;688;0
Serbia;1980;15+;Male;Under 15;688;0
Serbia;1985;15+;Male;Under 15;688;0
Serbia;1990;15+;Male;Under 15;688;0
Serbia;1995;15+;Male;Under 15;688;0
Serbia;2000;15+;Male;Under 15;688;0
Serbia;2005;15+;Male;Under 15;688;0
Serbia;2010;15+;Male;Under 15;688;0
Serbia;2015;15+;Male;Under 15;688;0
Serbia;2020;15+;Male;Under 15;688;0
Seychelles;2015;15+;Male;Under 15;690;0
Seychelles;2020;15+;Male;Under 15;690;0
Sierra Leone;1970;15+;Male;Under 15;694;0
Sierra Leone;1975;15+;Male;Under 15;694;0
Sierra Leone;1980;15+;Male;Under 15;694;0
Sierra Leone;1985;15+;Male;Under 15;694;0
Sierra Leone;1990;15+;Male;Under 15;694;0
Sierra Leone;1995;15+;Male;Under 15;694;0
Sierra Leone;2000;15+;Male;Under 15;694;0
Sierra Leone;2005;15+;Male;Under 15;694;0
Sierra Leone;2010;15+;Male;Under 15;694;0
Sierra Leone;2015;15+;Male;Under 15;694;0
Sierra Leone;2020;15+;Male;Under 15;694;0
Singapore;1970;15+;Male;Under 15;702;0
Singapore;1975;15+;Male;Under 15;702;0
Singapore;1980;15+;Male;Under 15;702;0
Singapore;1985;15+;Male;Under 15;702;0
Singapore;1990;15+;Male;Under 15;702;0
Singapore;1995;15+;Male;Under 15;702;0
Singapore;2000;15+;Male;Under 15;702;0
Singapore;2005;15+;Male;Under 15;702;0
Singapore;2010;15+;Male;Under 15;702;0
Singapore;2015;15+;Male;Under 15;702;0
Singapore;2020;15+;Male;Under 15;702;0
Slovakia;1970;15+;Male;Under 15;703;0
Slovakia;1975;15+;Male;Under 15;703;0
Slovakia;1980;15+;Male;Under 15;703;0
Slovakia;1985;15+;Male;Under 15;703;0
Slovakia;1990;15+;Male;Under 15;703;0
Slovakia;1995;15+;Male;Under 15;703;0
Slovakia;2000;15+;Male;Under 15;703;0
Slovakia;2005;15+;Male;Under 15;703;0
Slovakia;2010;15+;Male;Under 15;703;0
Slovakia;2015;15+;Male;Under 15;703;0
Slovakia;2020;15+;Male;Under 15;703;0
Slovenia;1970;15+;Male;Under 15;705;0
Slovenia;1975;15+;Male;Under 15;705;0
Slovenia;1980;15+;Male;Under 15;705;0
Slovenia;1985;15+;Male;Under 15;705;0
Slovenia;1990;15+;Male;Under 15;705;0
Slovenia;1995;15+;Male;Under 15;705;0
Slovenia;2000;15+;Male;Under 15;705;0
Slovenia;2005;15+;Male;Under 15;705;0
Slovenia;2010;15+;Male;Under 15;705;0
Slovenia;2015;15+;Male;Under 15;705;0
Slovenia;2020;15+;Male;Under 15;705;0
Solomon Islands;1970;15+;Male;Under 15;90;0
Solomon Islands;1975;15+;Male;Under 15;90;0
Solomon Islands;1980;15+;Male;Under 15;90;0
Solomon Islands;1985;15+;Male;Under 15;90;0
Solomon Islands;1990;15+;Male;Under 15;90;0
Solomon Islands;1995;15+;Male;Under 15;90;0
Solomon Islands;2000;15+;Male;Under 15;90;0
Solomon Islands;2005;15+;Male;Under 15;90;0
Solomon Islands;2010;15+;Male;Under 15;90;0
Solomon Islands;2015;15+;Male;Under 15;90;0
Solomon Islands;2020;15+;Male;Under 15;90;0
Somalia;1970;15+;Male;Under 15;706;0
Somalia;1975;15+;Male;Under 15;706;0
Somalia;1980;15+;Male;Under 15;706;0
Somalia;1985;15+;Male;Under 15;706;0
Somalia;1990;15+;Male;Under 15;706;0
Somalia;1995;15+;Male;Under 15;706;0
Somalia;2000;15+;Male;Under 15;706;0
Somalia;2005;15+;Male;Under 15;706;0
Somalia;2010;15+;Male;Under 15;706;0
Somalia;2015;15+;Male;Under 15;706;0
Somalia;2020;15+;Male;Under 15;706;0
South Africa;1970;15+;Male;Under 15;710;0
South Africa;1975;15+;Male;Under 15;710;0
South Africa;1980;15+;Male;Under 15;710;0
South Africa;1985;15+;Male;Under 15;710;0
South Africa;1990;15+;Male;Under 15;710;0
South Africa;1995;15+;Male;Under 15;710;0
South Africa;2000;15+;Male;Under 15;710;0
South Africa;2005;15+;Male;Under 15;710;0
South Africa;2010;15+;Male;Under 15;710;0
South Africa;2015;15+;Male;Under 15;710;0
South Africa;2020;15+;Male;Under 15;710;0
South Sudan;1970;15+;Male;Under 15;728;0
South Sudan;1975;15+;Male;Under 15;728;0
South Sudan;1980;15+;Male;Under 15;728;0
South Sudan;1985;15+;Male;Under 15;728;0
South Sudan;1990;15+;Male;Under 15;728;0
South Sudan;1995;15+;Male;Under 15;728;0
South Sudan;2000;15+;Male;Under 15;728;0
South Sudan;2005;15+;Male;Under 15;728;0
South Sudan;2010;15+;Male;Under 15;728;0
South Sudan;2015;15+;Male;Under 15;728;0
South Sudan;2020;15+;Male;Under 15;728;0
Spain;1970;15+;Male;Under 15;724;0
Spain;1975;15+;Male;Under 15;724;0
Spain;1980;15+;Male;Under 15;724;0
Spain;1985;15+;Male;Under 15;724;0
Spain;1990;15+;Male;Under 15;724;0
Spain;1995;15+;Male;Under 15;724;0
Spain;2000;15+;Male;Under 15;724;0
Spain;2005;15+;Male;Under 15;724;0
Spain;2010;15+;Male;Under 15;724;0
Spain;2015;15+;Male;Under 15;724;0
Spain;2020;15+;Male;Under 15;724;0
Sri Lanka;1970;15+;Male;Under 15;144;0
Sri Lanka;1975;15+;Male;Under 15;144;0
Sri Lanka;1980;15+;Male;Under 15;144;0
Sri Lanka;1985;15+;Male;Under 15;144;0
Sri Lanka;1990;15+;Male;Under 15;144;0
Sri Lanka;1995;15+;Male;Under 15;144;0
Sri Lanka;2000;15+;Male;Under 15;144;0
Sri Lanka;2005;15+;Male;Under 15;144;0
Sri Lanka;2010;15+;Male;Under 15;144;0
Sri Lanka;2015;15+;Male;Under 15;144;0
Sri Lanka;2020;15+;Male;Under 15;144;0
Sudan;1970;15+;Male;Under 15;729;0
Sudan;1975;15+;Male;Under 15;729;0
Sudan;1980;15+;Male;Under 15;729;0
Sudan;1985;15+;Male;Under 15;729;0
Sudan;1990;15+;Male;Under 15;729;0
Sudan;1995;15+;Male;Under 15;729;0
Sudan;2000;15+;Male;Under 15;729;0
Sudan;2005;15+;Male;Under 15;729;0
Sudan;2010;15+;Male;Under 15;729;0
Sudan;2015;15+;Male;Under 15;729;0
Sudan;2020;15+;Male;Under 15;729;0
Suriname;1970;15+;Male;Under 15;740;0
Suriname;1975;15+;Male;Under 15;740;0
Suriname;1980;15+;Male;Under 15;740;0
Suriname;1985;15+;Male;Under 15;740;0
Suriname;1990;15+;Male;Under 15;740;0
Suriname;1995;15+;Male;Under 15;740;0
Suriname;2000;15+;Male;Under 15;740;0
Suriname;2005;15+;Male;Under 15;740;0
Suriname;2010;15+;Male;Under 15;740;0
Suriname;2015;15+;Male;Under 15;740;0
Suriname;2020;15+;Male;Under 15;740;0
Swaziland;1970;15+;Male;Under 15;748;0
Swaziland;1975;15+;Male;Under 15;748;0
Swaziland;1980;15+;Male;Under 15;748;0
Swaziland;1985;15+;Male;Under 15;748;0
Swaziland;1990;15+;Male;Under 15;748;0
Swaziland;1995;15+;Male;Under 15;748;0
Swaziland;2000;15+;Male;Under 15;748;0
Swaziland;2005;15+;Male;Under 15;748;0
Swaziland;2010;15+;Male;Under 15;748;0
Swaziland;2015;15+;Male;Under 15;748;0
Swaziland;2020;15+;Male;Under 15;748;0
Sweden;1970;15+;Male;Under 15;752;0
Sweden;1975;15+;Male;Under 15;752;0
Sweden;1980;15+;Male;Under 15;752;0
Sweden;1985;15+;Male;Under 15;752;0
Sweden;1990;15+;Male;Under 15;752;0
Sweden;1995;15+;Male;Under 15;752;0
Sweden;2000;15+;Male;Under 15;752;0
Sweden;2005;15+;Male;Under 15;752;0
Sweden;2010;15+;Male;Under 15;752;0
Sweden;2015;15+;Male;Under 15;752;0
Sweden;2020;15+;Male;Under 15;752;0
Switzerland;1970;15+;Male;Under 15;756;0
Switzerland;1975;15+;Male;Under 15;756;0
Switzerland;1980;15+;Male;Under 15;756;0
Switzerland;1985;15+;Male;Under 15;756;0
Switzerland;1990;15+;Male;Under 15;756;0
Switzerland;1995;15+;Male;Under 15;756;0
Switzerland;2000;15+;Male;Under 15;756;0
Switzerland;2005;15+;Male;Under 15;756;0
Switzerland;2010;15+;Male;Under 15;756;0
Switzerland;2015;15+;Male;Under 15;756;0
Switzerland;2020;15+;Male;Under 15;756;0
Syrian Arab Republic;1970;15+;Male;Under 15;760;0
Syrian Arab Republic;1975;15+;Male;Under 15;760;0
Syrian Arab Republic;1980;15+;Male;Under 15;760;0
Syrian Arab Republic;1985;15+;Male;Under 15;760;0
Syrian Arab Republic;1990;15+;Male;Under 15;760;0
Syrian Arab Republic;1995;15+;Male;Under 15;760;0
Syrian Arab Republic;2000;15+;Male;Under 15;760;0
Syrian Arab Republic;2005;15+;Male;Under 15;760;0
Syrian Arab Republic;2010;15+;Male;Under 15;760;0
Syrian Arab Republic;2015;15+;Male;Under 15;760;0
Syrian Arab Republic;2020;15+;Male;Under 15;760;0
Taiwan Province of China;1970;15+;Male;Under 15;158;0
Taiwan Province of China;1975;15+;Male;Under 15;158;0
Taiwan Province of China;1980;15+;Male;Under 15;158;0
Taiwan Province of China;1985;15+;Male;Under 15;158;0
Taiwan Province of China;1990;15+;Male;Under 15;158;0
Taiwan Province of China;1995;15+;Male;Under 15;158;0
Taiwan Province of China;2000;15+;Male;Under 15;158;0
Taiwan Province of China;2005;15+;Male;Under 15;158;0
Taiwan Province of China;2010;15+;Male;Under 15;158;0
Taiwan Province of China;2015;15+;Male;Under 15;158;0
Taiwan Province of China;2020;15+;Male;Under 15;158;0
Tajikistan;1970;15+;Male;Under 15;762;0
Tajikistan;1975;15+;Male;Under 15;762;0
Tajikistan;1980;15+;Male;Under 15;762;0
Tajikistan;1985;15+;Male;Under 15;762;0
Tajikistan;1990;15+;Male;Under 15;762;0
Tajikistan;1995;15+;Male;Under 15;762;0
Tajikistan;2000;15+;Male;Under 15;762;0
Tajikistan;2005;15+;Male;Under 15;762;0
Tajikistan;2010;15+;Male;Under 15;762;0
Tajikistan;2015;15+;Male;Under 15;762;0
Tajikistan;2020;15+;Male;Under 15;762;0
Thailand;1970;15+;Male;Under 15;764;0
Thailand;1975;15+;Male;Under 15;764;0
Thailand;1980;15+;Male;Under 15;764;0
Thailand;1985;15+;Male;Under 15;764;0
Thailand;1990;15+;Male;Under 15;764;0
Thailand;1995;15+;Male;Under 15;764;0
Thailand;2000;15+;Male;Under 15;764;0
Thailand;2005;15+;Male;Under 15;764;0
Thailand;2010;15+;Male;Under 15;764;0
Thailand;2015;15+;Male;Under 15;764;0
Thailand;2020;15+;Male;Under 15;764;0
The former Yugoslav Republic of Macedonia;1970;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;1975;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;1980;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;1985;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;1990;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;1995;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;2000;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;2005;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;2010;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;2015;15+;Male;Under 15;807;0
The former Yugoslav Republic of Macedonia;2020;15+;Male;Under 15;807;0
Timor-Leste;1970;15+;Male;Under 15;626;0
Timor-Leste;1975;15+;Male;Under 15;626;0
Timor-Leste;1980;15+;Male;Under 15;626;0
Timor-Leste;1985;15+;Male;Under 15;626;0
Timor-Leste;1990;15+;Male;Under 15;626;0
Timor-Leste;1995;15+;Male;Under 15;626;0
Timor-Leste;2000;15+;Male;Under 15;626;0
Timor-Leste;2005;15+;Male;Under 15;626;0
Timor-Leste;2010;15+;Male;Under 15;626;0
Timor-Leste;2015;15+;Male;Under 15;626;0
Timor-Leste;2020;15+;Male;Under 15;626;0
Togo;1970;15+;Male;Under 15;768;0
Togo;1975;15+;Male;Under 15;768;0
Togo;1980;15+;Male;Under 15;768;0
Togo;1985;15+;Male;Under 15;768;0
Togo;1990;15+;Male;Under 15;768;0
Togo;1995;15+;Male;Under 15;768;0
Togo;2000;15+;Male;Under 15;768;0
Togo;2005;15+;Male;Under 15;768;0
Togo;2010;15+;Male;Under 15;768;0
Togo;2015;15+;Male;Under 15;768;0
Togo;2020;15+;Male;Under 15;768;0
Tonga;1970;15+;Male;Under 15;776;0
Tonga;1975;15+;Male;Under 15;776;0
Tonga;1980;15+;Male;Under 15;776;0
Tonga;1985;15+;Male;Under 15;776;0
Tonga;1990;15+;Male;Under 15;776;0
Tonga;1995;15+;Male;Under 15;776;0
Tonga;2000;15+;Male;Under 15;776;0
Tonga;2005;15+;Male;Under 15;776;0
Tonga;2010;15+;Male;Under 15;776;0
Tonga;2015;15+;Male;Under 15;776;0
