cnt,country,year,survey,sex,literacy,agegr,percentage
NM,Namibia,2013,2013 DHS,female,semi-literate,35-39,4.4
NM,Namibia,2013,2013 DHS,female,semi-literate,40-44,7.0
NM,Namibia,2013,2013 DHS,female,semi-literate,45-49,8.6
NP,Nepal,2001,2001 DHS,male,semi-literate,15-19,7.9
NP,Nepal,2001,2001 DHS,male,semi-literate,20-24,6.6
NP,Nepal,2001,2001 DHS,male,semi-literate,25-29,7.6
NP,Nepal,2001,2001 DHS,male,semi-literate,30-34,9.2
NP,Nepal,2001,2001 DHS,male,semi-literate,35-39,6.4
NP,Nepal,2001,2001 DHS,male,semi-literate,40-44,12.4
NP,Nepal,2001,2001 DHS,male,semi-literate,45-49,5.7
NP,Nepal,2006,2006 DHS,male,semi-literate,15-19,4.0
NP,Nepal,2006,2006 DHS,male,semi-literate,20-24,5.3
NP,Nepal,2006,2006 DHS,male,semi-literate,25-29,5.0
NP,Nepal,2006,2006 DHS,male,semi-literate,30-34,10.7
NP,Nepal,2006,2006 DHS,male,semi-literate,35-39,7.0
NP,Nepal,2006,2006 DHS,male,semi-literate,40-44,13.6
NP,Nepal,2006,2006 DHS,male,semi-literate,45-49,9.9
NP,Nepal,2011,2011 DHS,male,semi-literate,15-19,2.9
NP,Nepal,2011,2011 DHS,male,semi-literate,20-24,3.6
NP,Nepal,2011,2011 DHS,male,semi-literate,25-29,7.1
NP,Nepal,2011,2011 DHS,male,semi-literate,30-34,4.4
NP,Nepal,2011,2011 DHS,male,semi-literate,35-39,8.5
NP,Nepal,2011,2011 DHS,male,semi-literate,40-44,6.9
NP,Nepal,2011,2011 DHS,male,semi-literate,45-49,7.8
NP,Nepal,2016,2016 DHS,male,semi-literate,15-19,7.5
NP,Nepal,2016,2016 DHS,male,semi-literate,20-24,6.9
NP,Nepal,2016,2016 DHS,male,semi-literate,25-29,6.9
NP,Nepal,2016,2016 DHS,male,semi-literate,30-34,9.4
NP,Nepal,2016,2016 DHS,male,semi-literate,35-39,11.0
NP,Nepal,2016,2016 DHS,male,semi-literate,40-44,10.2
NP,Nepal,2016,2016 DHS,male,semi-literate,45-49,9.6
NP,Nepal,2001,2001 DHS,female,semi-literate,15-19,9.0
NP,Nepal,2001,2001 DHS,female,semi-literate,20-24,7.1
NP,Nepal,2001,2001 DHS,female,semi-literate,25-29,7.0
NP,Nepal,2001,2001 DHS,female,semi-literate,30-34,7.4
NP,Nepal,2001,2001 DHS,female,semi-literate,35-39,4.5
NP,Nepal,2001,2001 DHS,female,semi-literate,40-44,5.6
NP,Nepal,2001,2001 DHS,female,semi-literate,45-49,5.6
NP,Nepal,2006,2006 DHS,female,semi-literate,15-19,5.9
NP,Nepal,2006,2006 DHS,female,semi-literate,20-24,8.5
NP,Nepal,2006,2006 DHS,female,semi-literate,25-29,9.2
NP,Nepal,2006,2006 DHS,female,semi-literate,30-34,12.4
NP,Nepal,2006,2006 DHS,female,semi-literate,35-39,12.1
NP,Nepal,2006,2006 DHS,female,semi-literate,40-44,9.3
NP,Nepal,2006,2006 DHS,female,semi-literate,45-49,6.9
NP,Nepal,2011,2011 DHS,female,semi-literate,15-19,3.6
NP,Nepal,2011,2011 DHS,female,semi-literate,20-24,6.0
NP,Nepal,2011,2011 DHS,female,semi-literate,25-29,8.3
NP,Nepal,2011,2011 DHS,female,semi-literate,30-34,9.9
NP,Nepal,2011,2011 DHS,female,semi-literate,35-39,11.1
NP,Nepal,2011,2011 DHS,female,semi-literate,40-44,11.1
NP,Nepal,2011,2011 DHS,female,semi-literate,45-49,13.0
NP,Nepal,2016,2016 DHS,female,semi-literate,15-19,6.4
NP,Nepal,2016,2016 DHS,female,semi-literate,20-24,6.5
NP,Nepal,2016,2016 DHS,female,semi-literate,25-29,6.1
NP,Nepal,2016,2016 DHS,female,semi-literate,30-34,10.7
NP,Nepal,2016,2016 DHS,female,semi-literate,35-39,11.9
NP,Nepal,2016,2016 DHS,female,semi-literate,40-44,12.1
NP,Nepal,2016,2016 DHS,female,semi-literate,45-49,13.6
NC,Nicaragua,2001,2001 DHS,male,semi-literate,15-19,NA
NC,Nicaragua,2001,2001 DHS,male,semi-literate,20-24,NA
NC,Nicaragua,2001,2001 DHS,male,semi-literate,25-29,NA
NC,Nicaragua,2001,2001 DHS,male,semi-literate,30-34,NA
NC,Nicaragua,2001,2001 DHS,male,semi-literate,35-39,NA
NC,Nicaragua,2001,2001 DHS,male,semi-literate,40-44,NA
NC,Nicaragua,2001,2001 DHS,male,semi-literate,45-49,NA
NC,Nicaragua,2001,2001 DHS,female,semi-literate,15-19,2.4
NC,Nicaragua,2001,2001 DHS,female,semi-literate,20-24,2.4
NC,Nicaragua,2001,2001 DHS,female,semi-literate,25-29,3.9
NC,Nicaragua,2001,2001 DHS,female,semi-literate,30-34,2.8
NC,Nicaragua,2001,2001 DHS,female,semi-literate,35-39,3.8
NC,Nicaragua,2001,2001 DHS,female,semi-literate,40-44,4.2
NC,Nicaragua,2001,2001 DHS,female,semi-literate,45-49,4.8
NI,Niger,2006,2006 DHS,male,semi-literate,15-19,8.3
NI,Niger,2006,2006 DHS,male,semi-literate,20-24,9.1
NI,Niger,2006,2006 DHS,male,semi-literate,25-29,12.4
NI,Niger,2006,2006 DHS,male,semi-literate,30-34,9.8
NI,Niger,2006,2006 DHS,male,semi-literate,35-39,9.1
NI,Niger,2006,2006 DHS,male,semi-literate,40-44,5.6
NI,Niger,2006,2006 DHS,male,semi-literate,45-49,8.0
NI,Niger,2012,2012 DHS,male,semi-literate,15-19,12.5
NI,Niger,2012,2012 DHS,male,semi-literate,20-24,15.3
NI,Niger,2012,2012 DHS,male,semi-literate,25-29,16.9
NI,Niger,2012,2012 DHS,male,semi-literate,30-34,14.5
NI,Niger,2012,2012 DHS,male,semi-literate,35-39,13.4
NI,Niger,2012,2012 DHS,male,semi-literate,40-44,12.2
NI,Niger,2012,2012 DHS,male,semi-literate,45-49,11.6
NI,Niger,2006,2006 DHS,female,semi-literate,15-19,4.5
NI,Niger,2006,2006 DHS,female,semi-literate,20-24,5.2
NI,Niger,2006,2006 DHS,female,semi-literate,25-29,4.4
NI,Niger,2006,2006 DHS,female,semi-literate,30-34,4.3
NI,Niger,2006,2006 DHS,female,semi-literate,35-39,2.5
NI,Niger,2006,2006 DHS,female,semi-literate,40-44,3.4
NI,Niger,2006,2006 DHS,female,semi-literate,45-49,2.8
NI,Niger,2012,2012 DHS,female,semi-literate,15-19,5.4
NI,Niger,2012,2012 DHS,female,semi-literate,20-24,3.6
NI,Niger,2012,2012 DHS,female,semi-literate,25-29,3.3
NI,Niger,2012,2012 DHS,female,semi-literate,30-34,2.2
NI,Niger,2012,2012 DHS,female,semi-literate,35-39,3.5
NI,Niger,2012,2012 DHS,female,semi-literate,40-44,2.2
NI,Niger,2012,2012 DHS,female,semi-literate,45-49,1.5
NG,Nigeria,2003,2003 DHS,male,semi-literate,15-19,10.2
NG,Nigeria,2003,2003 DHS,male,semi-literate,20-24,6.4
NG,Nigeria,2003,2003 DHS,male,semi-literate,25-29,8.6
NG,Nigeria,2003,2003 DHS,male,semi-literate,30-34,8.7
NG,Nigeria,2003,2003 DHS,male,semi-literate,35-39,11.8
NG,Nigeria,2003,2003 DHS,male,semi-literate,40-44,10.3
NG,Nigeria,2003,2003 DHS,male,semi-literate,45-49,14.2
NG,Nigeria,2008,2008 DHS,male,semi-literate,15-19,7.0
NG,Nigeria,2008,2008 DHS,male,semi-literate,20-24,5.7
NG,Nigeria,2008,2008 DHS,male,semi-literate,25-29,8.6
NG,Nigeria,2008,2008 DHS,male,semi-literate,30-34,11.5
NG,Nigeria,2008,2008 DHS,male,semi-literate,35-39,12.1
NG,Nigeria,2008,2008 DHS,male,semi-literate,40-44,13.3
NG,Nigeria,2008,2008 DHS,male,semi-literate,45-49,14.7
NG,Nigeria,2010,2010 MIS,male,semi-literate,15-19,NA
NG,Nigeria,2010,2010 MIS,male,semi-literate,20-24,NA
NG,Nigeria,2010,2010 MIS,male,semi-literate,25-29,NA
NG,Nigeria,2010,2010 MIS,male,semi-literate,30-34,NA
NG,Nigeria,2010,2010 MIS,male,semi-literate,35-39,NA
NG,Nigeria,2010,2010 MIS,male,semi-literate,40-44,NA
NG,Nigeria,2010,2010 MIS,male,semi-literate,45-49,NA
NG,Nigeria,2013,2013 DHS,male,semi-literate,15-19,7.2
NG,Nigeria,2013,2013 DHS,male,semi-literate,20-24,5.4
NG,Nigeria,2013,2013 DHS,male,semi-literate,25-29,9.2
NG,Nigeria,2013,2013 DHS,male,semi-literate,30-34,10.1
NG,Nigeria,2013,2013 DHS,male,semi-literate,35-39,13.2
NG,Nigeria,2013,2013 DHS,male,semi-literate,40-44,14.2
NG,Nigeria,2013,2013 DHS,male,semi-literate,45-49,14.8
NG,Nigeria,2015,2015 MIS,male,semi-literate,15-19,NA
NG,Nigeria,2015,2015 MIS,male,semi-literate,20-24,NA
NG,Nigeria,2015,2015 MIS,male,semi-literate,25-29,NA
NG,Nigeria,2015,2015 MIS,male,semi-literate,30-34,NA
NG,Nigeria,2015,2015 MIS,male,semi-literate,35-39,NA
NG,Nigeria,2015,2015 MIS,male,semi-literate,40-44,NA
NG,Nigeria,2015,2015 MIS,male,semi-literate,45-49,NA
NG,Nigeria,2018,2018 DHS,male,semi-literate,15-19,30.4
NG,Nigeria,2018,2018 DHS,male,semi-literate,20-24,22.6
NG,Nigeria,2018,2018 DHS,male,semi-literate,25-29,23.2
NG,Nigeria,2018,2018 DHS,male,semi-literate,30-34,26.7
NG,Nigeria,2018,2018 DHS,male,semi-literate,35-39,26.9
NG,Nigeria,2018,2018 DHS,male,semi-literate,40-44,29.0
NG,Nigeria,2018,2018 DHS,male,semi-literate,45-49,29.6
NG,Nigeria,2003,2003 DHS,female,semi-literate,15-19,6.1
NG,Nigeria,2003,2003 DHS,female,semi-literate,20-24,4.5
NG,Nigeria,2003,2003 DHS,female,semi-literate,25-29,5.2
NG,Nigeria,2003,2003 DHS,female,semi-literate,30-34,5.7
NG,Nigeria,2003,2003 DHS,female,semi-literate,35-39,6.4
NG,Nigeria,2003,2003 DHS,female,semi-literate,40-44,7.4
NG,Nigeria,2003,2003 DHS,female,semi-literate,45-49,4.5
NG,Nigeria,2008,2008 DHS,female,semi-literate,15-19,4.6
NG,Nigeria,2008,2008 DHS,female,semi-literate,20-24,4.2
NG,Nigeria,2008,2008 DHS,female,semi-literate,25-29,6.4
NG,Nigeria,2008,2008 DHS,female,semi-literate,30-34,7.2
NG,Nigeria,2008,2008 DHS,female,semi-literate,35-39,8.7
NG,Nigeria,2008,2008 DHS,female,semi-literate,40-44,8.2
NG,Nigeria,2008,2008 DHS,female,semi-literate,45-49,8.3
NG,Nigeria,2010,2010 MIS,female,semi-literate,15-19,4.6
NG,Nigeria,2010,2010 MIS,female,semi-literate,20-24,5.4
NG,Nigeria,2010,2010 MIS,female,semi-literate,25-29,6.3
NG,Nigeria,2010,2010 MIS,female,semi-literate,30-34,7.9
NG,Nigeria,2010,2010 MIS,female,semi-literate,35-39,10.6
NG,Nigeria,2010,2010 MIS,female,semi-literate,40-44,8.1
NG,Nigeria,2010,2010 MIS,female,semi-literate,45-49,11.5
NG,Nigeria,2013,2013 DHS,female,semi-literate,15-19,4.6
NG,Nigeria,2013,2013 DHS,female,semi-literate,20-24,4.4
NG,Nigeria,2013,2013 DHS,female,semi-literate,25-29,5.4
NG,Nigeria,2013,2013 DHS,female,semi-literate,30-34,7.3
NG,Nigeria,2013,2013 DHS,female,semi-literate,35-39,8.4
NG,Nigeria,2013,2013 DHS,female,semi-literate,40-44,8.3
NG,Nigeria,2013,2013 DHS,female,semi-literate,45-49,9.8
NG,Nigeria,2015,2015 MIS,female,semi-literate,15-19,4.5
NG,Nigeria,2015,2015 MIS,female,semi-literate,20-24,3.6
NG,Nigeria,2015,2015 MIS,female,semi-literate,25-29,4.9
NG,Nigeria,2015,2015 MIS,female,semi-literate,30-34,5.9
NG,Nigeria,2015,2015 MIS,female,semi-literate,35-39,8.3
NG,Nigeria,2015,2015 MIS,female,semi-literate,40-44,6.9
NG,Nigeria,2015,2015 MIS,female,semi-literate,45-49,11.9
NG,Nigeria,2018,2018 DHS,female,semi-literate,15-19,20.6
NG,Nigeria,2018,2018 DHS,female,semi-literate,20-24,18.2
NG,Nigeria,2018,2018 DHS,female,semi-literate,25-29,18.4
NG,Nigeria,2018,2018 DHS,female,semi-literate,30-34,16.8
NG,Nigeria,2018,2018 DHS,female,semi-literate,35-39,17.9
NG,Nigeria,2018,2018 DHS,female,semi-literate,40-44,16.7
NG,Nigeria,2018,2018 DHS,female,semi-literate,45-49,16.1
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,15-19,NA
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,20-24,NA
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,25-29,NA
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,30-34,NA
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,35-39,NA
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,40-44,NA
PK,Pakistan,2006,2006-07 DHS,male,semi-literate,45-49,NA
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,15-19,7.2
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,20-24,4.7
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,25-29,6.9
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,30-34,6.2
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,35-39,5.0
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,40-44,5.4
PK,Pakistan,2012,2012-13 DHS,male,semi-literate,45-49,9.4
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,15-19,15.1
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,20-24,15.3
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,25-29,11.2
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,30-34,10.9
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,35-39,12.1
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,40-44,8.8
PK,Pakistan,2017,2017-18 DHS,male,semi-literate,45-49,10.3
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,15-19,5.2
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,20-24,7.2
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,25-29,6.6
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,30-34,5.1
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,35-39,5.9
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,40-44,5.2
PK,Pakistan,2006,2006-07 DHS,female,semi-literate,45-49,5.6
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,15-19,5.0
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,20-24,4.2
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,25-29,4.4
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,30-34,4.6
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,35-39,4.2
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,40-44,3.7
PK,Pakistan,2012,2012-13 DHS,female,semi-literate,45-49,3.1
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,15-19,7.5
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,20-24,5.6
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,25-29,4.7
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,30-34,6.6
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,35-39,4.9
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,40-44,5.3
PK,Pakistan,2017,2017-18 DHS,female,semi-literate,45-49,4.1
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,15-19,20.1
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,20-24,15.0
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,25-29,15.8
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,30-34,20.0
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,35-39,21.6
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,40-44,21.8
PG,Papua New Guinea,2017,2016-18 DHS,male,semi-literate,45-49,22.3
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,15-19,17.6
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,20-24,14.4
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,25-29,16.2
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,30-34,17.5
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,35-39,17.9
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,40-44,20.0
PG,Papua New Guinea,2017,2016-18 DHS,female,semi-literate,45-49,18.8
PE,Peru,2000,2000 DHS,male,semi-literate,15-19,NA
PE,Peru,2000,2000 DHS,male,semi-literate,20-24,NA
PE,Peru,2000,2000 DHS,male,semi-literate,25-29,NA
PE,Peru,2000,2000 DHS,male,semi-literate,30-34,NA
PE,Peru,2000,2000 DHS,male,semi-literate,35-39,NA
PE,Peru,2000,2000 DHS,male,semi-literate,40-44,NA
PE,Peru,2000,2000 DHS,male,semi-literate,45-49,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,15-19,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,20-24,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,25-29,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,30-34,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,35-39,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,40-44,NA
PE,Peru,2004,2004-06 DHS,male,semi-literate,45-49,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,15-19,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,20-24,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,25-29,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,30-34,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,35-39,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,40-44,NA
PE,Peru,2007,2007-08 DHS,male,semi-literate,45-49,NA
PE,Peru,2009,2009 DHS,male,semi-literate,15-19,NA
PE,Peru,2009,2009 DHS,male,semi-literate,20-24,NA
PE,Peru,2009,2009 DHS,male,semi-literate,25-29,NA
PE,Peru,2009,2009 DHS,male,semi-literate,30-34,NA
PE,Peru,2009,2009 DHS,male,semi-literate,35-39,NA
PE,Peru,2009,2009 DHS,male,semi-literate,40-44,NA
PE,Peru,2009,2009 DHS,male,semi-literate,45-49,NA
PE,Peru,2010,2010 DHS,male,semi-literate,15-19,NA
PE,Peru,2010,2010 DHS,male,semi-literate,20-24,NA
PE,Peru,2010,2010 DHS,male,semi-literate,25-29,NA
PE,Peru,2010,2010 DHS,male,semi-literate,30-34,NA
PE,Peru,2010,2010 DHS,male,semi-literate,35-39,NA
PE,Peru,2010,2010 DHS,male,semi-literate,40-44,NA
PE,Peru,2010,2010 DHS,male,semi-literate,45-49,NA
PE,Peru,2011,2011 DHS,male,semi-literate,15-19,NA
PE,Peru,2011,2011 DHS,male,semi-literate,20-24,NA
PE,Peru,2011,2011 DHS,male,semi-literate,25-29,NA
PE,Peru,2011,2011 DHS,male,semi-literate,30-34,NA
PE,Peru,2011,2011 DHS,male,semi-literate,35-39,NA
PE,Peru,2011,2011 DHS,male,semi-literate,40-44,NA
PE,Peru,2011,2011 DHS,male,semi-literate,45-49,NA
PE,Peru,2012,2012 DHS,male,semi-literate,15-19,NA
PE,Peru,2012,2012 DHS,male,semi-literate,20-24,NA
PE,Peru,2012,2012 DHS,male,semi-literate,25-29,NA
PE,Peru,2012,2012 DHS,male,semi-literate,30-34,NA
PE,Peru,2012,2012 DHS,male,semi-literate,35-39,NA
PE,Peru,2012,2012 DHS,male,semi-literate,40-44,NA
PE,Peru,2012,2012 DHS,male,semi-literate,45-49,NA
PE,Peru,2000,2000 DHS,female,semi-literate,15-19,2.4
PE,Peru,2000,2000 DHS,female,semi-literate,20-24,3.9
PE,Peru,2000,2000 DHS,female,semi-literate,25-29,3.6
PE,Peru,2000,2000 DHS,female,semi-literate,30-34,5.3
PE,Peru,2000,2000 DHS,female,semi-literate,35-39,6.4
PE,Peru,2000,2000 DHS,female,semi-literate,40-44,6.6
PE,Peru,2000,2000 DHS,female,semi-literate,45-49,6.5
PE,Peru,2004,2004-06 DHS,female,semi-literate,15-19,1.2
PE,Peru,2004,2004-06 DHS,female,semi-literate,20-24,2.0
PE,Peru,2004,2004-06 DHS,female,semi-literate,25-29,3.3
PE,Peru,2004,2004-06 DHS,female,semi-literate,30-34,5.2
PE,Peru,2004,2004-06 DHS,female,semi-literate,35-39,5.4
PE,Peru,2004,2004-06 DHS,female,semi-literate,40-44,5.6
PE,Peru,2004,2004-06 DHS,female,semi-literate,45-49,5.9
PE,Peru,2007,2007-08 DHS,female,semi-literate,15-19,1.6
PE,Peru,2007,2007-08 DHS,female,semi-literate,20-24,2.7
PE,Peru,2007,2007-08 DHS,female,semi-literate,25-29,3.4
PE,Peru,2007,2007-08 DHS,female,semi-literate,30-34,4.6
PE,Peru,2007,2007-08 DHS,female,semi-literate,35-39,4.8
PE,Peru,2007,2007-08 DHS,female,semi-literate,40-44,6.2
PE,Peru,2007,2007-08 DHS,female,semi-literate,45-49,5.5
PE,Peru,2009,2009 DHS,female,semi-literate,15-19,1.1
PE,Peru,2009,2009 DHS,female,semi-literate,20-24,2.2
PE,Peru,2009,2009 DHS,female,semi-literate,25-29,2.9
PE,Peru,2009,2009 DHS,female,semi-literate,30-34,4.2
PE,Peru,2009,2009 DHS,female,semi-literate,35-39,3.7
PE,Peru,2009,2009 DHS,female,semi-literate,40-44,4.6
PE,Peru,2009,2009 DHS,female,semi-literate,45-49,5.0
PE,Peru,2010,2010 DHS,female,semi-literate,15-19,1.1
PE,Peru,2010,2010 DHS,female,semi-literate,20-24,1.6
PE,Peru,2010,2010 DHS,female,semi-literate,25-29,3.1
PE,Peru,2010,2010 DHS,female,semi-literate,30-34,4.0
PE,Peru,2010,2010 DHS,female,semi-literate,35-39,4.2
PE,Peru,2010,2010 DHS,female,semi-literate,40-44,5.2
PE,Peru,2010,2010 DHS,female,semi-literate,45-49,4.8
PE,Peru,2011,2011 DHS,female,semi-literate,15-19,0.9
PE,Peru,2011,2011 DHS,female,semi-literate,20-24,1.6
PE,Peru,2011,2011 DHS,female,semi-literate,25-29,2.0
PE,Peru,2011,2011 DHS,female,semi-literate,30-34,2.9
PE,Peru,2011,2011 DHS,female,semi-literate,35-39,3.4
PE,Peru,2011,2011 DHS,female,semi-literate,40-44,3.6
PE,Peru,2011,2011 DHS,female,semi-literate,45-49,4.0
PE,Peru,2012,2012 DHS,female,semi-literate,15-19,1.1
PE,Peru,2012,2012 DHS,female,semi-literate,20-24,1.6
PE,Peru,2012,2012 DHS,female,semi-literate,25-29,2.7
PE,Peru,2012,2012 DHS,female,semi-literate,30-34,3.4
PE,Peru,2012,2012 DHS,female,semi-literate,35-39,4.6
PE,Peru,2012,2012 DHS,female,semi-literate,40-44,4.4
PE,Peru,2012,2012 DHS,female,semi-literate,45-49,4.8
PH,Philippines,2003,2003 DHS,male,semi-literate,15-19,6.4
PH,Philippines,2003,2003 DHS,male,semi-literate,20-24,4.7
PH,Philippines,2003,2003 DHS,male,semi-literate,25-29,6.2
PH,Philippines,2003,2003 DHS,male,semi-literate,30-34,7.3
PH,Philippines,2003,2003 DHS,male,semi-literate,35-39,9.0
PH,Philippines,2003,2003 DHS,male,semi-literate,40-44,9.5
PH,Philippines,2003,2003 DHS,male,semi-literate,45-49,11.9
PH,Philippines,2008,2008 DHS,male,semi-literate,15-19,NA
PH,Philippines,2008,2008 DHS,male,semi-literate,20-24,NA
PH,Philippines,2008,2008 DHS,male,semi-literate,25-29,NA
PH,Philippines,2008,2008 DHS,male,semi-literate,30-34,NA
PH,Philippines,2008,2008 DHS,male,semi-literate,35-39,NA
PH,Philippines,2008,2008 DHS,male,semi-literate,40-44,NA
PH,Philippines,2008,2008 DHS,male,semi-literate,45-49,NA
PH,Philippines,2003,2003 DHS,female,semi-literate,15-19,2.5
PH,Philippines,2003,2003 DHS,female,semi-literate,20-24,2.4
PH,Philippines,2003,2003 DHS,female,semi-literate,25-29,3.5
PH,Philippines,2003,2003 DHS,female,semi-literate,30-34,3.5
PH,Philippines,2003,2003 DHS,female,semi-literate,35-39,6.1
PH,Philippines,2003,2003 DHS,female,semi-literate,40-44,5.4
PH,Philippines,2003,2003 DHS,female,semi-literate,45-49,5.5
PH,Philippines,2008,2008 DHS,female,semi-literate,15-19,2.9
PH,Philippines,2008,2008 DHS,female,semi-literate,20-24,2.5
PH,Philippines,2008,2008 DHS,female,semi-literate,25-29,4.2
PH,Philippines,2008,2008 DHS,female,semi-literate,30-34,3.8
PH,Philippines,2008,2008 DHS,female,semi-literate,35-39,5.2
PH,Philippines,2008,2008 DHS,female,semi-literate,40-44,6.3
PH,Philippines,2008,2008 DHS,female,semi-literate,45-49,7.1
RW,Rwanda,2000,2000 DHS,male,semi-literate,15-19,9.3
RW,Rwanda,2000,2000 DHS,male,semi-literate,20-24,9.7
RW,Rwanda,2000,2000 DHS,male,semi-literate,25-29,5.7
RW,Rwanda,2000,2000 DHS,male,semi-literate,30-34,6.0
RW,Rwanda,2000,2000 DHS,male,semi-literate,35-39,9.6
RW,Rwanda,2000,2000 DHS,male,semi-literate,40-44,5.5
RW,Rwanda,2000,2000 DHS,male,semi-literate,45-49,8.3
RW,Rwanda,2005,2005 DHS,male,semi-literate,15-19,13.0
RW,Rwanda,2005,2005 DHS,male,semi-literate,20-24,11.3
RW,Rwanda,2005,2005 DHS,male,semi-literate,25-29,9.5
RW,Rwanda,2005,2005 DHS,male,semi-literate,30-34,9.4
RW,Rwanda,2005,2005 DHS,male,semi-literate,35-39,9.3
RW,Rwanda,2005,2005 DHS,male,semi-literate,40-44,7.8
RW,Rwanda,2005,2005 DHS,male,semi-literate,45-49,9.9
RW,Rwanda,2010,2010 DHS,male,semi-literate,15-19,8.8
RW,Rwanda,2010,2010 DHS,male,semi-literate,20-24,8.9
RW,Rwanda,2010,2010 DHS,male,semi-literate,25-29,8.0
RW,Rwanda,2010,2010 DHS,male,semi-literate,30-34,7.9
RW,Rwanda,2010,2010 DHS,male,semi-literate,35-39,6.9
RW,Rwanda,2010,2010 DHS,male,semi-literate,40-44,7.7
RW,Rwanda,2010,2010 DHS,male,semi-literate,45-49,7.7
RW,Rwanda,2013,2013 MIS,male,semi-literate,15-19,NA
RW,Rwanda,2013,2013 MIS,male,semi-literate,20-24,NA
RW,Rwanda,2013,2013 MIS,male,semi-literate,25-29,NA
RW,Rwanda,2013,2013 MIS,male,semi-literate,30-34,NA
RW,Rwanda,2013,2013 MIS,male,semi-literate,35-39,NA
RW,Rwanda,2013,2013 MIS,male,semi-literate,40-44,NA
RW,Rwanda,2013,2013 MIS,male,semi-literate,45-49,NA
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,15-19,8.3
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,20-24,6.6
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,25-29,8.3
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,30-34,9.4
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,35-39,7.2
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,40-44,7.8
RW,Rwanda,2015,2014-15 DHS,male,semi-literate,45-49,8.2
RW,Rwanda,2017,2017 MIS,male,semi-literate,15-19,NA
RW,Rwanda,2017,2017 MIS,male,semi-literate,20-24,NA
