"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BRA","Brazil","2018","2018",93.00904,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","1981","1981",76.51837,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","1991","1991",88.53737,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","2001","2001",88.55411,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","2010","2010",92.14544,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","2016","2016",98.55192,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","2017","2017",98.76733,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BHR","Bahrain","2018","2018",98.76317,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GIN","Guinea","1996","1996",20.55375,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GIN","Guinea","2003","2003",29.70402,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GIN","Guinea","2010","2010",25.30774,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GIN","Guinea","2014","2014",32.00384,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","1976","1976",22.43801,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","1986","1986",31.39267,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","1996","1996",43.59531,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","2005","2005",59.27621,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","2006","2006",57.81191,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","2010","2010",63.51581,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","2012","2012",65.75666,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","2013","2013",67.17986,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","EGY","Egypt","2017","2017",65.50569,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","1980","1980",67.31267,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","1990","1990",81.51985,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2004","2004",90.38479,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2006","2006",91.98227,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2008","2008",92.1923,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2009","2009",92.5817,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2011","2011",92.81191,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2014","2014",95.11622,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2015","2015",95.21793,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2016","2016",95.37697,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","IDN","Indonesia","2018","2018",95.65856,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","1981","1981",83.00466,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","1990","1990",89.00485,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2001","2001",92.71598,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2007","2007",94.92964,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2009","2009",95.3504,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2011","2011",95.02888,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",96.56007,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",97.21371,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HRV","Croatia","1991","1991",96.70155,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HRV","Croatia","2001","2001",98.14668,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HRV","Croatia","2011","2011",99.12536,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BLR","Belarus","1989","1989",96.62822,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BLR","Belarus","1999","1999",99.41972,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BLR","Belarus","2009","2009",99.49399,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BLR","Belarus","2018","2018",99.72518,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GEO","Georgia","2002","2002",99.65235,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GEO","Georgia","2014","2014",99.58619,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","GEO","Georgia","2017","2017",99.36426,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SAU","Saudi Arabia","1992","1992",70.82165,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SAU","Saudi Arabia","2000","2000",79.35094,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SAU","Saudi Arabia","2004","2004",82.85774,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SAU","Saudi Arabia","2013","2013",94.42634,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SAU","Saudi Arabia","2017","2017",95.32863,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GNQ","Equatorial Guinea","2000","2000",94.84261,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GNQ","Equatorial Guinea","2010","2010",97.184,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KAZ","Kazakhstan","1989","1989",97.52938,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KAZ","Kazakhstan","1999","1999",99.51266,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KAZ","Kazakhstan","2009","2009",99.73241,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KAZ","Kazakhstan","2010","2010",99.78163,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KAZ","Kazakhstan","2018","2018",99.78163,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","CYM","Cayman Islands","2007","2007",98.72239,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","HUN","Hungary","1980","1980",99.30319,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","HUN","Hungary","2014","2014",99.16,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SVN","Slovenia","1991","1991",99.52452,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SVN","Slovenia","2004","2004",99.7,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SVN","Slovenia","2014","2014",99.7,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","1980","1980",79.891,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","1990","1990",84.95591,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2000","2000",88.68204,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2002","2002",88.72863,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2004","2004",89.63102,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2005","2005",90.21041,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2006","2006",89.83451,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2007","2007",91.35555,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2008","2008",91.45361,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2009","2009",92.11625,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2010","2010",91.85342,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2011","2011",92.33828,"+","National Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2012","2012",93.17924,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2013","2013",92.90394,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2014","2014",93.59134,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2015","2015",93.4855,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2016","2016",93.96852,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2017","2017",94.16576,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MEX","Mexico","2018","2018",94.60805,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BIH","Bosnia and Herzegovina","1991","1991",89.06359,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2000","2000",96.6631,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2011","2011",98.14204,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BIH","Bosnia and Herzegovina","2013","2013",96.99177,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRQ","Iraq","2000","2000",64.1695,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRQ","Iraq","2012","2012",69,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRQ","Iraq","2013","2013",63.4,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRQ","Iraq","2014","2014",74.6,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRQ","Iraq","2016","2016",76.8,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","IRQ","Iraq","2017","2017",79.9,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","1995","1995",73.48625,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","2000","2000",81.36018,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","2001","2001",77.00606,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","2005","2005",82.45175,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","2011","2011",67.35858,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","LAO","Lao People's Democratic Republic","2015","2015",89.96128,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRT","Portugal","1981","1981",79.43561,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRT","Portugal","1991","1991",87.94785,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRT","Portugal","2011","2011",94.47705,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRT","Portugal","2018","2018",96.13759,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NAM","Namibia","1991","1991",73.9866,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NAM","Namibia","2001","2001",83.54032,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NAM","Namibia","2007","2007",78.35098,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NAM","Namibia","2011","2011",87.95106,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","NAM","Namibia","2018","2018",91.43643,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GHA","Ghana","2000","2000",49.79196,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GHA","Ghana","2010","2010",65.29469,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","GHA","Ghana","2018","2018",74.47439,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","NGA","Nigeria","1991","1991",67.65374,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","NGA","Nigeria","2003","2003",66.76743,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","NGA","Nigeria","2008","2008",61.25405,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","NGA","Nigeria","2018","2018",71.25571,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","AIA","Anguilla","1984","1984",95.4071,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","AIA","Anguilla","1994","1994",95.4071,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ITA","Italy","1981","1981",96.46054,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ITA","Italy","2001","2001",98.41662,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ITA","Italy","2011","2011",98.84828,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ITA","Italy","2018","2018",99.15576,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TKM","Turkmenistan","1995","1995",99.32498,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","TKM","Turkmenistan","2014","2014",99.75,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BWA","Botswana","1991","1991",71.29924,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BWA","Botswana","2003","2003",81.80795,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BWA","Botswana","2013","2013",87.45121,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","1977","1977",82.29996,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","1985","1985",92.23005,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","1990","1990",96.01826,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","1995","1995",96.3265,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","2006","2006",98.3979,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","2014","2014",98.61012,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDV","Maldives","2016","2016",97.73495,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","1993","1993",90.97266,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","1996","1996",91.0891,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2004","2004",92.90412,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2005","2005",92.77795,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2006","2006",92.3928,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2007","2007",92.4297,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2008","2008",93.31688,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2009","2009",93.06254,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2010","2010",93.25019,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2011","2011",93.48826,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2014","2014",93.8674,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2015","2015",94.06317,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2016","2016",94.40228,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","COL","Colombia","2018","2018",94.85183,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","1981","1981",82.02197,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2001","2001",89.13576,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2006","2006",89.09135,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2008","2008",89.07347,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2010","2010",89.95868,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2016","2016",91.48611,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2017","2017",90.97074,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","LKA","Sri Lanka","2018","2018",90.7956,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NPL","Nepal","1981","1981",20.57367,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NPL","Nepal","1991","1991",32.97559,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NPL","Nepal","2001","2001",48.60897,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NPL","Nepal","2011","2011",59.62725,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NPL","Nepal","2018","2018",67.90843,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","UKR","Ukraine","2001","2001",99.17157,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","UKR","Ukraine","2012","2012",99.9582,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDG","Madagascar","2000","2000",70.68617,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDG","Madagascar","2009","2009",64.48091,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDG","Madagascar","2012","2012",71.57262,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDG","Madagascar","2018","2018",74.80432,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HTI","Haiti","1982","1982",34.73469,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HTI","Haiti","2003","2003",58.7439,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HTI","Haiti","2006","2006",48.68502,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","HTI","Haiti","2016","2016",61.69135,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SYR","Syrian Arab Republic","1981","1981",55.6545,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SYR","Syrian Arab Republic","2002","2002",82.88825,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SYR","Syrian Arab Republic","2004","2004",80.84452,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","1981","1981",95.89753,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","1991","1991",98.03549,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2004","2004",98.14391,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2005","2005",98.61747,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2007","2007",98.63346,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2008","2008",98.4023,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2009","2009",98.46194,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2010","2010",98.52571,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2011","2011",98.53619,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2012","2012",98.60653,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2013","2013",98.74875,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2014","2014",98.73127,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2015","2015",98.77089,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2016","2016",98.83597,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","ESP","Spain","2018","2018",98.92539,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRI","Puerto Rico","1980","1980",86.74606,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRI","Puerto Rico","1990","1990",89.6225,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRI","Puerto Rico","2010","2010",91.96523,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","PRI","Puerto Rico","2017","2017",92.39,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","1980","1980",76.20049,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","1996","1996",82.4021,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2007","2007",88.71725,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2009","2009",92.89486,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2010","2010",92.87732,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2011","2011",93.10214,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2012","2012",93.72947,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2014","2014",94.1399,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2015","2015",94.36792,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","ZAF","South Africa","2017","2017",87.04667,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","1981","1981",39.7323,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","1991","1991",44.31428,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2001","2001",53.89609,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2007","2007",49.83233,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2011","2011",62.48306,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2012","2012",61.54287,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2013","2013",64.21377,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2014","2014",64.36509,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2015","2015",68.05536,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2016","2016",75.61885,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2017","2017",75.70236,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","BGD","Bangladesh","2018","2018",76.66926,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","1979","1979",78.14039,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","1989","1989",82.82939,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","1999","1999",86.92008,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","2000","2000",86.61011,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","2009","2009",91.37909,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","VNM","Viet Nam","2018","2018",93.59671,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KEN","Kenya","2000","2000",77.89298,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KEN","Kenya","2007","2007",66.86312,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KEN","Kenya","2014","2014",74.00632,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KEN","Kenya","2018","2018",78.18893,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","1975","1975",8.68515,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","1991","1991",13.56923,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","1996","1996",12.84817,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2003","2003",21.82292,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2005","2005",23.55372,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2006","2006",22.47258,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2007","2007",28.72921,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2014","2014",34.5994,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","BFA","Burkina Faso","2018","2018",41.22445,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SLV","El Salvador","1992","1992",71.28053,,
