Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,220.3140621,197.3913718,235.6334803,377.4298327,170.4669949,232.8111144,253.7592514,184.1303891,206.7149074,258.6065033,243.7497444,272.0653633,292.297084,362.8436478,430.7019839,446.9756574,409.5243296,509.0667073,615.978957,587.151722,546.1124374,463.671292,492.5325268,387.5077591,269.8426316,240.7880418,263.8313691,243.0047394,273.1278446,269.592892,270.1305434,268.0564628,220.3718557,275.8219735,144.5950827,135.7371468,134.9819243,138.9740464,138.5863064,102.5979776,405.216253,153.5910092,175.0099651,173.7961353,194.0399624,218.3861908,255.4330838,286.3304921,327.5637218,298.6196821,334.0215726,387.0824654,424.6003861,457.9637283,486.7870819,497.3169608,471.3188404,467.0742375,561.7771824,
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,129.3704635,145.4063969,155.7382359,157.0558661,165.0094591,171.6456959,185.8917853,194.6612933,200.3951777,205.5335512,207.2227057,235.8358995,291.9750014,374.1264116,392.3210842,499.2032553,476.8513829,469.6905251,523.910455,694.1764248,959.4264183,1088.974915,1146.304432,1080.822415,1098.441091,1051.871644,875.4508413,1058.228447,991.5173724,1042.049735,1187.551284,1124.901114,1178.023799,749.6348578,672.1631948,781.5235685,912.0139881,810.077492,660.4723724,774.7116899,1029.577037,868.3399509,912.2781532,1026.107674,1324.219142,1680.204588,2064.344523,2165.745759,2956.264407,2314.266025,2809.694957,3282.393455,3032.667329,3047.064589,2992.931349,1761.32357,1814.063418,1702.571349,2147.769461,
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,251.0413665,274.0523634,289.9179627,274.314942,328.6550683,307.6468107,281.5659609,293.6442345,292.2575678,307.9951661,335.118188,355.4075658,385.1125893,448.0337199,525.5258191,544.2907935,623.4286904,773.7457848,904.0105529,1061.848426,1241.639679,1323.37614,1386.673216,1348.804294,1304.176821,1165.042141,1142.939401,1165.982546,1232.226231,1218.210935,1445.328368,1456.693969,1697.112887,1893.54205,2284.838749,2539.912877,2620.538762,2827.379752,2566.02406,2209.93148,2520.480898,2439.681789,2396.627303,2281.401927,2782.623053,3404.19019,3731.168489,4703.213157,5461.780726,5195.393376,6326.549469,7324.383286,8042.529769,8212.667829,8114.084264,6175.87603,5871.223524,6375.932063,6667.7907,
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,689.4029686,618.2186976,562.8115825,570.1405502,534.6320911,553.6324027,763.3357853,896.1165171,918.902129,854.4780299,1043.800803,1000.558651,1047.979551,1008.029494,690.4717309,838.171684,810.5442344,726.0552078,718.1170893,723.1850928,645.8186908,680.3185414,744.4751724,935.611518,1059.176884,1068.600321,1113.957757,1238.461514,1387.594626,1339.337191,1315.214806,1446.068018,1403.428519,1504.920859,1511.816083,1242.102885,1272.193943,1320.541867,1415.263622,
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,501.13926,483.1285991,477.9230141,461.2338519,431.2431894,441.8924506,602.1527908,732.5678355,811.3933564,807.5648308,908.0961896,923.7416128,1003.946473,1339.744217,1080.162304,1261.116157,1269.120577,1213.599841,1265.194783,1408.999608,1259.323656,1292.202785,1401.903733,1809.089925,2024.275248,2099.157484,2361.385134,3186.826892,3721.250949,3517.401245,3378.25486,3740.389099,3447.524041,3615.979041,3588.674054,3043.013984,3130.982229,3292.645755,3635.40685,
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,381.3651146,355.0037769,334.3118143,344.3551201,352.3371137,372.278942,393.47901,412.237536,442.7785953,474.7947758,533.0915649,568.095548,636.9053799,767.3302096,816.0372621,936.3359286,1122.809722,1393.002411,1555.537664,1734.614988,2021.545396,1068.5046,1032.998642,1213.55412,1373.937714,1432.084911,1572.456703,1571.295033,1558.507448,1727.872098,1831.001912,2238.853644,2595.022522,2828.130172,3016.224348,3247.316987,3198.548672,3375.166341,3579.865884,3653.552719,3772.870012,3944.737613,4024.6519,4129.632791,4385.390719,4654.824822,5201.514095,6071.789165,6859.079022,6760.477515,8141.913127,9121.932518,9913.209959,10490.08133,10547.15186,11299.13554,11666.45591,11752.5434,12027.36588,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,447.1016073,475.6718738,493.4611344,515.4108375,546.5376611,579.448366,619.8317557,656.6588609,644.2624764,693.2478082,753.197417,809.0420582,923.1407356,998.2754097,1282.172279,1481.340858,1507.975047,1732.268688,1757.72364,1998.033174,2431.040871,2650.46922,2910.904778,2912.071326,2739.918463,2681.314984,2420.535825,2583.014614,2722.134904,2768.473257,2989.002302,2932.364023,2861.735285,3064.430745,3196.520314,3502.237497,3793.96403,4412.229541,4680.97443,4927.329142,5247.245456,5369.777118,5595.471017,5938.81901,6453.992362,7249.137309,8044.481674,8913.344578,10046.5068,8398.664735,9074.324391,9743.181869,9994.048759,10114.79342,10174.92119,9920.626521,9368.931394,9515.00724,9991.016149,
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,653.4265032,779.7241411,901.3673042,1088.127565,1223.691087,1379.081695,1443.302131,1472.729582,1835.111536,2000.279985,2021.724225,2035.607642,2107.931793,2224.653263,2396.35414,2269.824994,2378.909555,2451.133476,2640.920454,2572.69047,2703.168039,2278.20868,2057.103404,2073.094865,2624.756793,2794.737268,2286.927382,2308.146195,2331.465648,2558.904794,2747.098575,2837.738018,2999.245244,3197.133754,3395.71205,3786.664795,4683.566155,5208.716073,5411.271418,5529.67036,5730.354775,6139.71933,6497.321113,6837.712892,7133.342095,7694.01192,8060.795886,8541.210673,8821.818891,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19567.89244,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47014.32449,83322.78344,85434.26817,85187.84024,77398.01584,73350.78482,72328.41164,72783.32044,73515.89532,74990.43322,76280.48625,78296.09993,81124.51348,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15261.41056,15139.22613,14234.24438,15092.82625,15287.91913,14388.34806,14821.44682,16093.21461,20252.23898,23792.62136,24959.25917,26729.3234,31244.92622,35397.36368,32109.24251,31023.63833,32396.38574,28912.15694,27729.1927,27129.62612,23333.71491,24532.51906,26338.69434,28689.69858,
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.15984,2878.719283,3352.034161,3931.744463,4601.952312,5788.150737,6493.863346,5996.83381,6458.904501,6307.698004,6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18463.38658,20379.89604,23078.57349,
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2761.166836,3192.133618,3809.981447,5046.755107,5639.077618,6236.358885,6634.856899,7682.953776,9482.042846,11281.02332,12138.3081,10209.07311,9913.737644,9864.34494,9313.169414,9429.569213,13461.83101,16677.51079,17931.28233,17764.37644,22303.96133,23357.75773,26438.23039,25522.62957,27076.60675,31658.34938,30485.86655,26964.04947,27289.05936,26725.91522,23635.92922,23607.88286,25077.72908,30243.57653,34044.05363,34507.36881,36323.44774,41587.2129,45427.15168,41485.90165,41531.9342,46644.77603,43858.36306,46285.76407,47959.99327,41139.54457,42098.92045,44240.04411,47603.02763,
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,801.1727273,,761.4703124,748.1952492,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.500315,760.6350212,755.7616936,765.856135,768.1760767,780.9082226,791.3894782,818.8666298,863.2316123,904.7297489,967.6686229,1052.725652,1223.856861,1267.312801,1343.26873,1451.54298,1559.240651,2312.728803,2466.018332,2675.605374,2818.376856,2930.703172,3082.543099,
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,624.6316368,769.078342,734.0105248,966.6815377,1090.273289,1193.653276,1324.667259,1478.071668,1632.381155,1863.454683,2113.927152,2402.906753,2617.779831,2860.43156,3122.789982,3317.90456,3466.386082,3721.347165,3861.179613,4120.418405,4291.692307,4593.714495,4750.612157,4787.780171,4883.723663,4771.040927,4897.44175,5217.230416,5160.224314,5518.399108,5952.056669,6469.145738,6902.85717,6967.24523,7065.052968,6848.418234,7016.676471,7318.103783,7596.435062,8080.968623,7274.721333,7691.345097,
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136181,2700.74629,2776.13539,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852022,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.72786,22527.04673,21901.05475,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.856,54663.99837,57141.05984,61350.34791,
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,204.1147475,192.0277253,234.0516294,258.595853,272.9741462,229.0236773,245.9875454,250.9766942,254.0518576,281.3777977,330.1316526,360.15223,417.9197003,480.052968,583.4841886,699.6023237,748.9901948,848.2847896,854.6480877,969.4987321,1164.952626,1273.823436,1362.510445,1487.274869,1831.085303,780.3858658,928.0329521,865.8313685,783.035059,955.5158728,991.6144241,1338.896045,1532.903224,1733.400455,1908.484754,2122.797666,2293.755247,2476.11344,2638.34948,2653.344012,2869.105861,2977.148428,3136.155187,2445.435893,2528.577199,3970.32284,4134.683785,4707.796708,5087.991118,5039.407423,5555.390949,5913.434422,6110.369521,6238.133097,6608.832257,6921.517371,7280.873164,7609.345492,8050.631602,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,246.3087625,214.7762735,172.2459978,226.8999888,238.048532,249.8834861,235.5981118,253.9236508,281.925745,302.7523067,336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900258,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.298453,1764.888222,1740.560069,1781.758571,2103.453105,2609.945608,3113.101094,3478.818543,3950.561607,4923.540099,3883.378143,4480.724539,5455.741338,5592.326098,5499.581487,5493.02559,4177.867517,3946.421445,4044.298372,4114.715061,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,89.68190884,78.76001882,71.22208107,75.19718368,85.09108742,96.87555541,103.1531513,97.3773923,95.73012762,104.6067976,113.4663145,118.754015,131.4016152,161.5905201,178.3778131,196.6876811,196.167916,223.0879398,212.6026618,242.4221501,275.4906137,289.4462824,298.6602095,308.1758767,329.3083904,355.1571335,348.2581486,337.9996494,368.423987,391.6013412,413.0337643,441.5306696,487.9260739,528.6110599,627.676806,765.0430451,868.0972537,888.5468272,805.2144901,876.4603084,955.2524978,1006.936087,1104.703027,1239.977777,1426.461317,1639.374285,1959.432787,2458.862377,3089.491322,3325.124338,4002.608704,4855.832761,5375.694467,5887.577842,6282.852381,6490.082407,6557.076135,7084.106732,7822.854804,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,155.8158071,152.9091563,154.3080501,159.750976,179.0530655,189.5895726,182.4174497,187.1026849,197.7538303,215.4806476,223.6838496,235.5995345,252.7118487,315.3333116,431.3601706,451.3821655,480.5351956,524.2919408,566.9637711,673.0256562,815.583893,886.827262,824.2977529,810.8914988,784.2214685,784.4490615,771.300387,756.1989348,787.1109365,781.8320566,896.4018546,929.1613603,998.4591878,1071.234631,1100.909444,1108.438363,1183.780711,1241.79806,1204.252268,1251.026765,1332.57452,1296.559049,1237.668091,1353.908241,1547.140856,1774.592334,2001.533909,2336.069784,2590.75324,2456.780815,2941.532687,3249.972311,3358.586204,3371.820683,3440.119781,3292.427005,3322.936458,3547.09596,3582.134676,
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2289997,147.1531761,148.5051038,161.7789178,181.6166824,197.5719511,215.2264503,227.6113245,244.7955436,274.5995139,315.665353,341.9547214,414.5081098,534.4477253,602.2367289,647.0000577,699.5484414,821.0989082,1020.76463,1091.641201,1162.513036,1262.418398,1217.134634,1274.998244,1345.575582,1398.881494,1800.015235,2079.670518,2462.09602,2524.151873,2596.933898,2890.819581,3117.528258,3443.654225,3803.867879,4270.871279,4066.942843,3847.958835,3413.415493,3773.676789,4043.965933,3727.8718,3755.616008,4096.648288,4559.810572,4829.537365,5084.710631,5647.40782,6476.30771,6626.103515,7672.90556,8836.089255,9392.73661,9433.730948,9650.034645,9532.635016,9772.786395,10341.58095,11142.59123,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.687219,2292.668832,2420.041816,2325.019613,2129.833644,2085.912801,1808.338211,1943.184085,1956.150112,2030.987711,1903.274762,1598.229096,1779.102345,1768.179662,2025.153794,2551.688087,3377.850547,4280.504233,5248.102334,6785.17084,8381.804753,6561.730396,7793.110557,9583.724505,10093.8973,10664.29315,9888.566258,7520.248731,7163.361164,7995.387853,8163.517105,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1036.814399,1106.372243,1147.252707,1258.219293,1383.946055,1551.792041,1845.43261,2329.571641,2614.021648,3029.508706,3127.293416,3513.615783,4278.583375,5184.631514,5821.318161,5146.580596,4930.01983,4755.640805,4544.053728,4674.656426,6341.697319,7788.803592,8617.551405,8681.851775,10565.55858,10825.42975,11559.60082,10569.52659,11013.65312,12676.97439,12915.31792,12233.33738,12531.58059,12375.2111,11634.19945,11747.1196,12818.63669,15564.93249,18090.29783,19204.01184,20732.65848,24137.1508,26391.65449,23118.82635,23587.57456,26093.44077,25049.25744,26054.3811,26279.01045,22530.23561,22355.47156,23543.06802,25107.27442,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,455.4615868,375.2216257,315.6882445,368.6299561,440.5597153,455.1980788,449.9202903,459.2788814,450.9997878,527.9004426,471.6307195,440.8573691,495.535764,588.3367983,970.0114387,1105.420081,1264.912873,1493.331358,1572.40136,1821.047648,2238.214842,2660.611503,2369.950375,1988.787323,1912.431487,1891.560601,1648.015802,1464.493244,1337.889484,1390.213114,1489.529509,1622.208243,1688.505067,1727.754058,2026.112715,2132.906969,2155.517229,2356.370843,2293.889735,1578.933536,1445.279324,1894.615169,2172.101877,2425.851842,2691.278081,3002.136867,3328.882972,3567.836438,4249.019262,4231.615798,4633.590358,5200.55579,5682.045007,6056.330827,6377.09153,6124.491643,6060.093329,6213.501276,6344.871979,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,162.608483,168.9632242,174.8625879,180.4108756,193.5859804,233.0137163,243.8067877,257.5887293,273.6985848,244.747202,301.7493585,337.7743775,357.0779478,358.8477275,426.3464634,500.3550452,498.5591159,607.2815094,662.68726,708.1957624,792.8239454,815.2487916,778.1168274,655.0677687,725.6297363,765.6420464,651.0775817,713.4525239,777.8577091,849.4524991,965.11073,1063.333095,1208.719901,1281.39672,1343.551963,1450.476242,1391.707846,1228.937975,1138.664673,1063.003663,1187.51969,1398.190624,1667.843721,2044.527855,2329.23948,2644.817039,2791.954962,3232.648892,3264.378787,3378.831358,3598.970948,3525.020165,2440.510173,2549.132252,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.4242474,1005.280058,1106.569969,1230.225992,1355.993559,1468.912979,1589.450034,1714.842577,1828.764193,2027.728235,2237.32132,2521.881797,3026.071379,3903.56409,4401.790372,5077.577307,5275.337468,5976.590989,7289.063561,8793.517083,9806.320973,8489.913486,8197.397972,7981.072181,7642.633297,7836.780521,10971.13185,13532.29578,14833.18788,15086.94962,18900.36666,19541.70283,21455.42537,19556.58564,20586.99789,23696.93832,23915.77216,21810.28751,22380.50679,22213.18128,20166.5673,20433.21042,22109.87185,27134.91228,30948.7749,31936.01809,33767.09252,38666.73429,42177.82092,38423.21376,37567.0529,40613.00019,37597.99051,39102.95286,39856.7003,34377.51406,35128.1033,36997.72704,39927.61759,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.3317226,208.9999467,239.668735,262.2311296,315.7511137,312.726247,337.8876643,307.9108725,308.1337836,316.82382,293.9557909,334.5854429,407.7699765,388.5951226,415.0365994,439.8326905,450.6328403,595.1099872,667.7441778,811.3760286,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289355,1362.165517,1708.808644,2247.55341,2749.924631,3209.837421,3279.312643,3627.590633,4356.439203,5770.214627,6208.578019,5371.166422,5159.708633,4478.500289,4489.988952,4699.655774,6513.50328,8239.613816,9703.123842,10681.9712,13804.8768,14811.90281,16112.18893,13339.90857,13415.28701,15471.96272,16109.0844,14730.79718,15394.35146,15715.33227,14713.06571,15355.70317,17025.53198,21463.44266,24861.2828,26419.29686,28365.31349,32549.97098,35366.2596,32042.47408,30502.71971,31636.44631,28324.42934,29059.54795,29461.55033,25732.01836,26505.62433,28100.85228,30370.89233,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.820122,2814.834734,3130.807094,3376.794373,3678.158264,4087.503306,4144.630817,4075.970639,4509.17846,5344.877798,7206.16648,8912.992195,10406.39688,12631.56777,16741.93912,18227.12008,14794.97079,14784.38108,17624.04414,17534.42154,19174.10073,20367.10266,17522.23019,18237.29584,20337.84973,23266.34627,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,203.5570173,208.3423801,224.6274297,205.6237824,233.2187248,234.6821931,242.9615852,243.7358686,248.0227939,254.2432569,271.3944118,204.0502053,165.693197,125.5495699,134.3429555,145.1669037,141.5086199,125.0761411,119.684067,124.4608003,120.765782,111.9272235,119.490391,136.4662556,162.4327265,194.6874305,244.2860372,326.4368267,380.5690479,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,640.5418913,717.1245929,768.4250255,772.3135303,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,1021.132607,1100.468135,1189.411759,1301.361988,1427.347686,1542.169042,1659.064178,1771.092406,1833.850683,2016.793745,2231.802696,2511.063479,2986.366808,3767.730109,4208.998464,4877.364379,5024.714561,5662.842739,6907.942101,8399.062096,9543.098626,8408.839713,8066.585453,7798.460258,7470.251136,7701.701108,10531.74687,12992.0904,14444.66371,14698.37202,18166.13442,18742.75811,20358.43785,18467.61231,19532.98029,22607.21872,23060.49763,21729.37192,22463.54091,22394.64358,20767.02304,20996.2365,22818.7186,27663.61703,31824.35509,33153.03067,35271.45414,40614.14029,43551.07917,38824.24174,32931.04194,35712.66949,33154.97427,34559.07992,35239.09809,30469.8968,31161.63738,32952.43786,35616.08669,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.4863693,585.0348063,548.3034319,607.0665261,688.3244471,815.3740061,941.420749,1130.096067,1426.729023,1299.985114,1511.929264,1608.7592,1820.488043,1858.46172,1824.399198,1606.083038,1538.027434,1673.729008,1633.16564,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2465.64488,2716.19,3177.645546,4173.172981,5297.607784,6255.544744,6739.69081,7069.105707,7628.815805,9332.2452,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79332,23973.23948,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26177.34798,24285.46682,24946.18919,26869.6749,32855.13263,37702.84538,39040.28888,41188.0937,48414.84509,53554.03892,47293.99283,46459.97325,51081.99767,47710.79022,49878.04324,50260.29986,42811.21299,43777.44009,46191.93116,50152.34014,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.4735606,287.263529,291.4788635,296.7151172,310.8095171,317.0148589,316.1264925,333.2627415,334.6152586,357.4271885,422.3867324,466.0139527,583.3176916,768.6954502,987.9289918,1186.676079,1182.102182,1202.637385,1360.785401,1640.554272,1892.891719,1898.402411,1786.699354,1638.383941,1681.69308,1603.329879,1795.377953,1631.942276,1535.386452,1632.205866,1835.128096,1881.754118,2057.578033,2166.233478,2384.095744,2540.99071,2714.564932,2641.477866,2070.574624,2408.735921,2076.568784,2039.625697,2260.258398,2837.892246,3334.931667,3659.579329,3747.860716,4072.10157,4167.670285,3362.816555,3652.527437,4371.45751,4591.555784,4840.693716,5605.570331,5390.745237,5651.318055,6101.030839,6266.967965,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1334.690056,1428.045487,1578.284604,1744.64059,1909.541232,2038.162734,2186.474852,2343.104226,2536.085065,2752.094954,2857.252176,3169.034992,3854.556784,4969.763912,5328.241747,6690.57827,6866.818286,7532.527928,9264.777834,11179.63127,12713.36125,11104.97773,10496.92987,9993.422074,9419.697648,9763.32861,13540.24708,16302.4414,17679.997,17694.30535,21793.84265,21675.06425,23813.71184,22380.10396,23496.52332,26890.21988,26871.82902,24228.94235,24974.2722,24673.19897,22364.02939,22433.55571,24177.33517,29568.38595,33741.26515,34760.18777,36443.62344,41508.43399,45334.11444,41575.41875,40638.334,43790.73205,40874.70351,42592.93409,43008.64738,36613.37522,36962.22229,38679.12715,41463.64402,
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24034.24681,24125.25588,22653.31605,24419.74244,26732.79047,31497.96692,35467.17547,36205.37054,41522.54386,47885.69888,50866.0811,47447.87004,48530.23385,52083.88914,49459.71723,54853.6256,59440.03076,52404.65933,55822.91472,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.864701,,,1276.491667,1296.969293,1355.655813,1437.426242,1528.540721,1682.697175,1756.600815,1909.252755,1909.836839,2060.610143,2017.472911,1904.741,2022.707114,2042.479397,2171.950238,2248.429632,2265.88098,2295.889629,2253.092807,2358.27984,2406.182575,2458.610843,2541.408928,2721.870047,2885.44589,3009.198232,3131.386282,2994.678833,2971.456884,2906.377221,3014.700018,3289.701223,3568.290829,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,282.4137951,331.431868,357.5223632,298.4664095,410.9009521,424.6172585,452.6686608,490.0988528,520.4776613,550.726052,549.4566148,635.4958568,703.7854219,1160.310636,2432.824681,3332.004609,4550.046675,4154.274755,3452.620545,4275.257364,5892.15607,5186.370179,4736.046293,4325.270268,4423.531498,4038.063662,4004.054116,3755.488008,4267.819344,4532.165859,6268.95102,5537.009721,5578.005173,4252.028186,3963.868049,4570.592367,5116.146059,4667.168585,3831.780668,3888.898927,4125.716664,3989.556606,4121.958645,4922.376526,5729.296958,6888.627147,7214.914544,8447.078591,10212.81943,7690.052235,8840.730664,10795.50058,9814.038992,9680.824339,9650.574376,7381.746749,6979.709196,7212.535744,7952.525893,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.567774,1986.747159,2058.781882,1951.758596,2100.667869,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23123.17779,24332.69777,26734.56261,28214.27436,28669.53969,28149.87001,27744.50646,30056.58622,34419.14791,40290.31397,42030.28661,44599.69757,50566.8266,47286.99849,38713.13743,39435.8399,42038.50048,42462.71491,43444.56484,47417.63505,44966.10193,41074.16728,40361.41738,42943.90227,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8161871,578.3367633,689.0344137,807.0322858,851.5157446,673.5378927,749.9085236,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.729554,4739.203565,4014.185944,4062.169888,4357.011625,4717.143026,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,183.4495622,190.2187719,195.4922595,211.0647991,230.0887184,265.323346,267.7484273,214.8321482,200.3071662,230.2873081,253.5665638,269.3683252,228.859956,259.7017343,296.8898411,281.4061265,271.1255517,306.8099945,345.8345536,372.0602585,402.0605623,372.0773779,345.6414812,337.1628999,355.666675,352.3528246,435.0682538,374.4703415,372.6841132,365.8896572,398.6370001,433.7730651,409.7466254,370.4192479,328.7445864,379.9880073,397.1359369,384.7961564,407.5233036,410.3342297,258.4709595,269.0149984,304.5645608,367.8215216,417.5081649,491.9463779,911.9986756,1078.160509,1210.622257,1074.75538,1298.436952,1558.482133,1613.286837,2378.159513,1968.858263,1766.005701,1931.38947,2025.885857,2202.312164,
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,341.5274722,351.9088665,398.545983,394.3314534,419.7886298,461.3494585,489.071872,475.4218352,477.7804689,508.1078294,518.3742332,493.8334004,456.4910353,429.719768,363.482479,336.6300919,343.5373419,393.7399293,410.7612161,322.4156816,453.4035185,659.992723,715.0968204,674.0855502,672.4244026,651.1353635,717.0507379,769.0039433,787.2380702,769.2560137,732.9621726,855.5736399,878.5996133,
